,0,1,2,3,4,5,6,7,output
960,usual,less_proper,complete,2,critical,0,problematic,recommended,0
4741,pretentious,proper,completed,more,critical,0,problematic,priority,0
11775,great_pret,critical,incomplete,3,convenient,0,slightly_prob,recommended,0
12741,great_pret,very_crit,incomplete,more,critical,1,problematic,recommended,0
8571,pretentious,very_crit,foster,3,critical,0,slightly_prob,recommended,0
2946,usual,critical,completed,3,less_conv,1,slightly_prob,recommended,0
9001,great_pret,proper,completed,3,critical,0,nonprob,priority,0
10639,great_pret,improper,completed,2,convenient,0,nonprob,priority,0
487,usual,proper,incomplete,2,convenient,0,nonprob,priority,0
8764,great_pret,proper,complete,3,convenient,1,problematic,priority,0
3507,usual,very_crit,complete,1,critical,1,problematic,recommended,0
4362,pretentious,proper,complete,1,critical,0,problematic,recommended,0
7950,pretentious,very_crit,complete,more,convenient,1,slightly_prob,recommended,0
4503,pretentious,proper,complete,more,less_conv,0,slightly_prob,recommended,0
3355,usual,critical,foster,3,convenient,0,problematic,priority,0
8992,great_pret,proper,completed,3,less_conv,1,nonprob,priority,0
8997,great_pret,proper,completed,3,less_conv,1,problematic,recommended,0
7426,pretentious,critical,incomplete,2,less_conv,1,nonprob,priority,0
12520,great_pret,very_crit,completed,more,critical,1,nonprob,priority,0
9313,great_pret,proper,foster,1,less_conv,0,problematic,priority,0
12466,great_pret,very_crit,completed,3,critical,1,nonprob,priority,0
1296,usual,less_proper,incomplete,1,convenient,0,nonprob,recommended,0
6550,pretentious,improper,incomplete,2,convenient,1,problematic,priority,0
11488,great_pret,critical,completed,1,critical,0,slightly_prob,priority,0
5808,pretentious,less_proper,incomplete,more,less_conv,1,slightly_prob,recommended,0
9427,great_pret,proper,foster,3,less_conv,1,slightly_prob,priority,0
7047,pretentious,critical,complete,3,less_conv,1,nonprob,recommended,0
556,usual,proper,incomplete,3,convenient,1,problematic,priority,0
6208,pretentious,improper,complete,3,critical,1,problematic,priority,0
12435,great_pret,very_crit,completed,3,convenient,1,problematic,recommended,0
4539,pretentious,proper,completed,1,convenient,0,slightly_prob,recommended,0
3813,usual,very_crit,completed,3,less_conv,1,problematic,recommended,0
10714,great_pret,improper,completed,3,less_conv,0,slightly_prob,priority,0
6586,pretentious,improper,incomplete,2,critical,1,problematic,priority,0
9618,great_pret,less_proper,complete,3,convenient,0,problematic,recommended,0
7614,pretentious,critical,foster,2,convenient,0,nonprob,recommended,0
12675,great_pret,very_crit,incomplete,3,critical,0,slightly_prob,recommended,0
5916,pretentious,less_proper,foster,2,less_conv,1,slightly_prob,recommended,0
2040,usual,improper,completed,2,critical,0,problematic,recommended,0
1366,usual,less_proper,incomplete,2,convenient,1,problematic,priority,0
11644,great_pret,critical,completed,more,less_conv,1,problematic,priority,0
4558,pretentious,proper,completed,1,less_conv,0,slightly_prob,priority,0
7294,pretentious,critical,completed,more,convenient,0,slightly_prob,priority,0
11848,great_pret,critical,incomplete,more,less_conv,0,slightly_prob,priority,0
4296,usual,very_crit,foster,more,less_conv,1,slightly_prob,recommended,0
1446,usual,less_proper,incomplete,3,critical,0,problematic,recommended,0
2134,usual,improper,completed,more,less_conv,1,nonprob,priority,0
183,usual,proper,complete,more,less_conv,0,slightly_prob,recommended,0
718,usual,proper,foster,2,convenient,1,problematic,priority,0
993,usual,less_proper,complete,3,less_conv,0,slightly_prob,recommended,0
5217,pretentious,less_proper,complete,1,less_conv,1,problematic,recommended,0
6484,pretentious,improper,incomplete,1,convenient,0,slightly_prob,priority,0
4164,usual,very_crit,foster,2,convenient,0,problematic,recommended,0
8854,great_pret,proper,complete,more,critical,1,problematic,priority,0
12045,great_pret,critical,foster,more,convenient,0,slightly_prob,recommended,0
658,usual,proper,foster,1,convenient,1,nonprob,priority,0
2068,usual,improper,completed,3,convenient,1,problematic,priority,0
6162,pretentious,improper,complete,3,convenient,0,problematic,recommended,0
2164,usual,improper,incomplete,1,convenient,0,slightly_prob,priority,0
7437,pretentious,critical,incomplete,2,critical,0,slightly_prob,recommended,0
5310,pretentious,less_proper,complete,3,less_conv,0,nonprob,recommended,0
2215,usual,improper,incomplete,2,convenient,0,nonprob,priority,0
11439,great_pret,critical,complete,more,critical,1,nonprob,recommended,0
1759,usual,improper,complete,1,less_conv,1,slightly_prob,priority,0
7858,pretentious,very_crit,complete,2,less_conv,1,nonprob,priority,0
6220,pretentious,improper,complete,more,convenient,1,nonprob,priority,0
4500,pretentious,proper,complete,more,less_conv,0,nonprob,recommended,0
9283,great_pret,proper,incomplete,more,critical,1,slightly_prob,priority,0
11082,great_pret,improper,foster,2,convenient,1,slightly_prob,recommended,0
5901,pretentious,less_proper,foster,2,convenient,1,problematic,recommended,0
418,usual,proper,completed,more,critical,0,slightly_prob,priority,0
4894,pretentious,proper,incomplete,3,less_conv,1,problematic,priority,0
7527,pretentious,critical,incomplete,more,less_conv,0,slightly_prob,recommended,0
3856,usual,very_crit,completed,more,less_conv,0,slightly_prob,priority,0
7851,pretentious,very_crit,complete,2,less_conv,0,slightly_prob,recommended,0
1651,usual,less_proper,foster,3,less_conv,1,slightly_prob,priority,0
852,usual,proper,foster,more,critical,0,problematic,recommended,0
2541,usual,improper,foster,more,convenient,0,slightly_prob,recommended,0
4074,usual,very_crit,incomplete,more,less_conv,0,problematic,recommended,0
12798,great_pret,very_crit,foster,2,convenient,0,nonprob,recommended,0
12130,great_pret,very_crit,complete,1,less_conv,1,problematic,priority,0
10659,great_pret,improper,completed,2,less_conv,0,slightly_prob,recommended,0
11041,great_pret,improper,foster,1,less_conv,0,problematic,priority,0
865,usual,less_proper,complete,1,convenient,0,nonprob,priority,0
88,usual,proper,complete,2,less_conv,1,problematic,priority,0
1180,usual,less_proper,completed,2,critical,1,nonprob,priority,0
6493,pretentious,improper,incomplete,1,convenient,1,slightly_prob,priority,0
7242,pretentious,critical,completed,3,convenient,0,problematic,recommended,0
10390,great_pret,improper,complete,1,less_conv,0,slightly_prob,priority,0
8679,great_pret,proper,complete,1,critical,0,slightly_prob,recommended,0
10599,great_pret,improper,completed,1,convenient,1,problematic,recommended,0
4288,usual,very_crit,foster,more,less_conv,0,slightly_prob,priority,0
8185,pretentious,very_crit,completed,more,less_conv,1,slightly_prob,priority,0
4417,pretentious,proper,complete,2,critical,0,problematic,priority,0
4252,usual,very_crit,foster,3,critical,0,slightly_prob,priority,0
6559,pretentious,improper,incomplete,2,less_conv,0,problematic,priority,0
5719,pretentious,less_proper,incomplete,2,critical,1,slightly_prob,priority,0
502,usual,proper,incomplete,2,convenient,1,problematic,priority,0
9942,great_pret,less_proper,incomplete,1,convenient,0,problematic,recommended,0
9741,great_pret,less_proper,completed,1,less_conv,0,slightly_prob,recommended,0
4509,pretentious,proper,complete,more,less_conv,1,nonprob,recommended,0
11511,great_pret,critical,completed,2,convenient,1,nonprob,recommended,0
276,usual,proper,completed,2,convenient,0,problematic,recommended,0
4690,pretentious,proper,completed,3,critical,1,nonprob,priority,0
10866,great_pret,improper,incomplete,2,convenient,1,slightly_prob,recommended,0
630,usual,proper,incomplete,more,critical,0,nonprob,recommended,0
3525,usual,very_crit,complete,2,convenient,1,problematic,recommended,0
829,usual,proper,foster,more,less_conv,0,nonprob,priority,0
2095,usual,improper,completed,3,critical,0,problematic,priority,0
12138,great_pret,very_crit,complete,1,critical,0,problematic,recommended,0
4575,pretentious,proper,completed,1,critical,0,slightly_prob,recommended,0
6679,pretentious,improper,incomplete,more,critical,0,nonprob,priority,0
2640,usual,critical,complete,1,critical,1,slightly_prob,recommended,0
8251,pretentious,very_crit,incomplete,1,critical,0,problematic,priority,0
445,usual,proper,incomplete,1,convenient,1,slightly_prob,priority,0
664,usual,proper,foster,1,convenient,1,problematic,priority,0
1165,usual,less_proper,completed,2,less_conv,1,slightly_prob,priority,0
1678,usual,less_proper,foster,more,convenient,0,slightly_prob,priority,0
11382,great_pret,critical,complete,3,critical,0,problematic,recommended,0
4677,pretentious,proper,completed,3,less_conv,1,problematic,recommended,0
2881,usual,critical,completed,2,less_conv,0,nonprob,priority,0
982,usual,less_proper,complete,3,convenient,1,nonprob,priority,0
3343,usual,critical,foster,2,critical,1,slightly_prob,priority,0
3805,usual,very_crit,completed,3,less_conv,0,problematic,priority,0
4218,usual,very_crit,foster,3,convenient,0,problematic,recommended,0
9396,great_pret,proper,foster,3,convenient,0,nonprob,recommended,0
3810,usual,very_crit,completed,3,less_conv,1,slightly_prob,recommended,0
12516,great_pret,very_crit,completed,more,critical,0,problematic,recommended,0
11995,great_pret,critical,foster,3,convenient,0,problematic,priority,0
3685,usual,very_crit,completed,1,convenient,1,slightly_prob,priority,0
3867,usual,very_crit,completed,more,less_conv,1,problematic,recommended,0
10522,great_pret,improper,complete,3,critical,1,nonprob,priority,0
6706,pretentious,improper,foster,1,convenient,1,nonprob,priority,0
10872,great_pret,improper,incomplete,2,less_conv,0,nonprob,recommended,0
9121,great_pret,proper,incomplete,1,critical,1,slightly_prob,priority,0
4650,pretentious,proper,completed,3,convenient,0,problematic,recommended,0
837,usual,proper,foster,more,less_conv,1,nonprob,recommended,0
11422,great_pret,critical,complete,more,less_conv,1,nonprob,priority,0
2056,usual,improper,completed,3,convenient,0,slightly_prob,priority,0
9834,great_pret,less_proper,completed,3,convenient,0,problematic,recommended,0
1360,usual,less_proper,incomplete,2,convenient,1,nonprob,priority,0
6661,pretentious,improper,incomplete,more,less_conv,0,nonprob,priority,0
2149,usual,improper,completed,more,critical,0,problematic,priority,0
12853,great_pret,very_crit,foster,3,convenient,0,nonprob,priority,0
7488,pretentious,critical,incomplete,3,critical,0,nonprob,recommended,0
5035,pretentious,proper,foster,2,convenient,1,slightly_prob,priority,0
10131,great_pret,less_proper,incomplete,more,less_conv,1,problematic,recommended,0
8188,pretentious,very_crit,completed,more,less_conv,1,problematic,priority,0
1389,usual,less_proper,incomplete,2,critical,0,slightly_prob,recommended,0
6114,pretentious,improper,complete,2,convenient,1,slightly_prob,recommended,0
3705,usual,very_crit,completed,1,less_conv,1,problematic,recommended,0
22,usual,proper,complete,1,less_conv,0,slightly_prob,priority,0
12277,great_pret,very_crit,complete,more,less_conv,0,nonprob,priority,0
10173,great_pret,less_proper,foster,1,less_conv,0,slightly_prob,recommended,0
3544,usual,very_crit,complete,2,less_conv,1,problematic,priority,0
7302,pretentious,critical,completed,more,convenient,1,slightly_prob,recommended,0
9690,great_pret,less_proper,complete,more,less_conv,0,problematic,recommended,0
1741,usual,improper,complete,1,convenient,1,slightly_prob,priority,0
11878,great_pret,critical,incomplete,more,critical,1,problematic,priority,0
4290,usual,very_crit,foster,more,less_conv,0,problematic,recommended,0
10359,great_pret,less_proper,foster,more,critical,1,nonprob,recommended,0
10006,great_pret,less_proper,incomplete,2,convenient,1,problematic,priority,0
9507,great_pret,less_proper,complete,1,convenient,0,slightly_prob,recommended,0
4140,usual,very_crit,foster,1,critical,0,nonprob,recommended,0
2043,usual,improper,completed,2,critical,1,nonprob,recommended,0
7711,pretentious,critical,foster,3,critical,0,problematic,priority,0
1818,usual,improper,complete,2,critical,0,nonprob,recommended,0
2814,usual,critical,completed,1,convenient,0,problematic,recommended,0
4165,usual,very_crit,foster,2,convenient,0,problematic,priority,0
4588,pretentious,proper,completed,1,critical,1,problematic,priority,0
9973,great_pret,less_proper,incomplete,1,critical,0,nonprob,priority,0
10554,great_pret,improper,complete,more,less_conv,0,problematic,recommended,0
9069,great_pret,proper,completed,more,critical,1,problematic,recommended,0
7351,pretentious,critical,incomplete,1,convenient,0,problematic,priority,0
1755,usual,improper,complete,1,less_conv,1,nonprob,recommended,0
868,usual,less_proper,complete,1,convenient,0,slightly_prob,priority,0
3273,usual,critical,foster,1,less_conv,1,problematic,recommended,0
11217,great_pret,improper,foster,more,critical,0,slightly_prob,recommended,0
9661,great_pret,less_proper,complete,3,critical,1,slightly_prob,priority,0
7719,pretentious,critical,foster,3,critical,1,problematic,recommended,0
2749,usual,critical,complete,3,critical,1,slightly_prob,priority,0
9324,great_pret,proper,foster,1,critical,0,nonprob,recommended,0
5361,pretentious,less_proper,complete,more,convenient,1,problematic,recommended,0
2788,usual,critical,complete,more,less_conv,1,problematic,priority,0
11536,great_pret,critical,completed,2,less_conv,1,problematic,priority,0
5194,pretentious,less_proper,complete,1,convenient,1,nonprob,priority,0
4027,usual,very_crit,incomplete,3,less_conv,1,slightly_prob,priority,0
11457,great_pret,critical,completed,1,convenient,1,nonprob,recommended,0
4806,pretentious,proper,incomplete,2,convenient,0,nonprob,recommended,0
6286,pretentious,improper,completed,1,less_conv,0,slightly_prob,priority,0
580,usual,proper,incomplete,3,critical,0,slightly_prob,priority,0
8685,great_pret,proper,complete,1,critical,1,nonprob,recommended,0
1548,usual,less_proper,foster,1,critical,0,nonprob,recommended,0
8763,great_pret,proper,complete,3,convenient,1,problematic,recommended,0
3732,usual,very_crit,completed,2,convenient,0,problematic,recommended,0
11695,great_pret,critical,incomplete,1,less_conv,1,slightly_prob,priority,0
3943,usual,very_crit,incomplete,2,convenient,0,nonprob,priority,0
5476,pretentious,less_proper,completed,2,less_conv,0,slightly_prob,priority,0
4527,pretentious,proper,complete,more,critical,1,nonprob,recommended,0
4360,pretentious,proper,complete,1,critical,0,slightly_prob,priority,0
1396,usual,less_proper,incomplete,2,critical,1,nonprob,priority,0
4978,pretentious,proper,foster,1,convenient,1,nonprob,priority,0
1036,usual,less_proper,complete,more,convenient,1,nonprob,priority,0
10984,great_pret,improper,incomplete,more,less_conv,0,slightly_prob,priority,0
2836,usual,critical,completed,1,less_conv,1,nonprob,priority,0
3402,usual,critical,foster,more,convenient,0,nonprob,recommended,0
7447,pretentious,critical,incomplete,2,critical,1,slightly_prob,priority,0
9732,great_pret,less_proper,completed,1,convenient,1,slightly_prob,recommended,0
6187,pretentious,improper,complete,3,less_conv,1,slightly_prob,priority,0
12270,great_pret,very_crit,complete,more,convenient,1,slightly_prob,recommended,0
10623,great_pret,improper,completed,1,critical,0,slightly_prob,recommended,0
11470,great_pret,critical,completed,1,less_conv,0,slightly_prob,priority,0
66,usual,proper,complete,2,convenient,1,slightly_prob,recommended,0
12574,great_pret,very_crit,incomplete,1,critical,1,nonprob,priority,0
9720,great_pret,less_proper,completed,1,convenient,0,nonprob,recommended,0
11970,great_pret,critical,foster,2,critical,0,nonprob,recommended,0
1780,usual,improper,complete,1,critical,1,problematic,priority,0
8440,pretentious,very_crit,foster,1,convenient,1,problematic,priority,0
5749,pretentious,less_proper,incomplete,3,less_conv,0,problematic,priority,0
11359,great_pret,critical,complete,3,less_conv,0,nonprob,priority,0
2524,usual,improper,foster,3,critical,0,slightly_prob,priority,0
10146,great_pret,less_proper,incomplete,more,critical,1,slightly_prob,recommended,0
5686,pretentious,less_proper,incomplete,2,convenient,1,problematic,priority,0
9624,great_pret,less_proper,complete,3,convenient,1,slightly_prob,recommended,0
94,usual,proper,complete,2,critical,0,slightly_prob,priority,0
925,usual,less_proper,complete,2,convenient,0,problematic,priority,0
11902,great_pret,critical,foster,1,less_conv,0,slightly_prob,priority,0
8823,great_pret,proper,complete,more,less_conv,0,slightly_prob,recommended,0
340,usual,proper,completed,3,convenient,1,problematic,priority,0
6360,pretentious,improper,completed,2,critical,0,problematic,recommended,0
8521,pretentious,very_crit,foster,2,critical,0,problematic,priority,0
6708,pretentious,improper,foster,1,convenient,1,slightly_prob,recommended,0
10848,great_pret,improper,incomplete,1,critical,1,slightly_prob,recommended,0
1453,usual,less_proper,incomplete,3,critical,1,slightly_prob,priority,0
2707,usual,critical,complete,3,convenient,0,problematic,priority,0
3670,usual,very_crit,complete,more,critical,1,problematic,priority,0
11215,great_pret,improper,foster,more,critical,0,nonprob,priority,0
4819,pretentious,proper,incomplete,2,convenient,1,slightly_prob,priority,0
7402,pretentious,critical,incomplete,2,convenient,0,slightly_prob,priority,0
9657,great_pret,less_proper,complete,3,critical,1,nonprob,recommended,0
12073,great_pret,critical,foster,more,less_conv,1,slightly_prob,priority,0
11124,great_pret,improper,foster,3,convenient,0,nonprob,recommended,0
2790,usual,critical,complete,more,critical,0,nonprob,recommended,0
11622,great_pret,critical,completed,more,convenient,1,slightly_prob,recommended,0
8712,great_pret,proper,complete,2,less_conv,0,nonprob,recommended,0
10464,great_pret,improper,complete,2,critical,0,problematic,recommended,0
12229,great_pret,very_crit,complete,3,less_conv,0,problematic,priority,0
378,usual,proper,completed,more,convenient,0,nonprob,recommended,0
11746,great_pret,critical,incomplete,2,less_conv,1,nonprob,priority,0
8814,great_pret,proper,complete,more,convenient,1,slightly_prob,recommended,0
2683,usual,critical,complete,2,critical,0,nonprob,priority,0
10902,great_pret,improper,incomplete,2,critical,1,slightly_prob,recommended,0
3088,usual,critical,incomplete,2,convenient,1,nonprob,priority,0
7144,pretentious,critical,completed,1,convenient,1,problematic,priority,0
4534,pretentious,proper,complete,more,critical,1,problematic,priority,0
8107,pretentious,very_crit,completed,3,convenient,0,problematic,priority,0
2853,usual,critical,completed,1,critical,1,nonprob,recommended,0
4125,usual,very_crit,foster,1,less_conv,0,slightly_prob,recommended,0
3178,usual,critical,incomplete,3,critical,1,nonprob,priority,0
10030,great_pret,less_proper,incomplete,2,critical,0,slightly_prob,priority,0
6235,pretentious,improper,complete,more,less_conv,0,problematic,priority,0
7545,pretentious,critical,incomplete,more,critical,0,slightly_prob,recommended,0
4033,usual,very_crit,incomplete,3,critical,0,nonprob,priority,0
5565,pretentious,less_proper,completed,more,convenient,0,slightly_prob,recommended,0
8091,pretentious,very_crit,completed,2,critical,1,nonprob,recommended,0
8605,pretentious,very_crit,foster,more,less_conv,0,nonprob,priority,0
112,usual,proper,complete,3,convenient,0,slightly_prob,priority,0
3517,usual,very_crit,complete,2,convenient,0,problematic,priority,0
3526,usual,very_crit,complete,2,convenient,1,problematic,priority,0
5785,pretentious,less_proper,incomplete,more,convenient,0,problematic,priority,0
645,usual,proper,incomplete,more,critical,1,problematic,recommended,0
6957,pretentious,critical,complete,1,critical,1,nonprob,recommended,0
9190,great_pret,proper,incomplete,3,convenient,1,nonprob,priority,0
6753,pretentious,improper,foster,2,convenient,0,slightly_prob,recommended,0
12018,great_pret,critical,foster,3,less_conv,1,slightly_prob,recommended,0
12067,great_pret,critical,foster,more,less_conv,0,problematic,priority,0
12568,great_pret,very_crit,incomplete,1,critical,0,slightly_prob,priority,0
4488,pretentious,proper,complete,more,convenient,0,problematic,recommended,0
9079,great_pret,proper,incomplete,1,convenient,0,problematic,priority,0
9247,great_pret,proper,incomplete,more,convenient,1,slightly_prob,priority,0
8620,pretentious,very_crit,foster,more,less_conv,1,problematic,priority,0
8532,pretentious,very_crit,foster,3,convenient,0,nonprob,recommended,0
360,usual,proper,completed,3,critical,0,nonprob,recommended,0
1174,usual,less_proper,completed,2,critical,0,slightly_prob,priority,0
2031,usual,improper,completed,2,less_conv,1,problematic,recommended,0
6375,pretentious,improper,completed,3,convenient,0,slightly_prob,recommended,0
1465,usual,less_proper,incomplete,more,convenient,0,problematic,priority,0
1213,usual,less_proper,completed,3,less_conv,0,problematic,priority,0
3252,usual,critical,foster,1,convenient,1,slightly_prob,recommended,0
6694,pretentious,improper,incomplete,more,critical,1,problematic,priority,0
2398,usual,improper,foster,1,less_conv,0,slightly_prob,priority,0
7071,pretentious,critical,complete,3,critical,1,problematic,recommended,0
12573,great_pret,very_crit,incomplete,1,critical,1,nonprob,recommended,0
12607,great_pret,very_crit,incomplete,2,less_conv,0,problematic,priority,0
8505,pretentious,very_crit,foster,2,less_conv,1,nonprob,recommended,0
2430,usual,improper,foster,2,convenient,0,nonprob,recommended,0
5370,pretentious,less_proper,complete,more,less_conv,0,problematic,recommended,0
2223,usual,improper,incomplete,2,convenient,1,nonprob,recommended,0
3219,usual,critical,incomplete,more,less_conv,1,problematic,recommended,0
2701,usual,critical,complete,3,convenient,0,nonprob,priority,0
3142,usual,critical,incomplete,3,convenient,1,nonprob,priority,0
6787,pretentious,improper,foster,2,critical,0,nonprob,priority,0
2035,usual,improper,completed,2,critical,0,nonprob,priority,0
11931,great_pret,critical,foster,1,critical,1,problematic,recommended,0
5094,pretentious,proper,foster,3,less_conv,0,nonprob,recommended,0
10312,great_pret,less_proper,foster,3,critical,1,problematic,priority,0
10512,great_pret,improper,complete,3,critical,0,nonprob,recommended,0
5221,pretentious,less_proper,complete,1,critical,0,nonprob,priority,0
6090,pretentious,improper,complete,1,critical,0,problematic,recommended,0
4960,pretentious,proper,incomplete,more,critical,1,nonprob,priority,0
12175,great_pret,very_crit,complete,2,less_conv,0,problematic,priority,0
5763,pretentious,less_proper,incomplete,3,critical,0,slightly_prob,recommended,0
741,usual,proper,foster,2,critical,0,slightly_prob,recommended,0
4773,pretentious,proper,incomplete,1,less_conv,0,slightly_prob,recommended,0
11824,great_pret,critical,incomplete,3,critical,1,problematic,priority,0
3492,usual,very_crit,complete,1,critical,0,nonprob,recommended,0
43,usual,proper,complete,1,critical,0,problematic,priority,0
9055,great_pret,proper,completed,more,critical,0,nonprob,priority,0
6475,pretentious,improper,completed,more,critical,1,slightly_prob,priority,0
1638,usual,less_proper,foster,3,less_conv,0,nonprob,recommended,0
186,usual,proper,complete,more,less_conv,0,problematic,recommended,0
7191,pretentious,critical,completed,2,convenient,1,nonprob,recommended,0
9927,great_pret,less_proper,completed,more,critical,1,nonprob,recommended,0
7465,pretentious,critical,incomplete,3,convenient,1,slightly_prob,priority,0
10524,great_pret,improper,complete,3,critical,1,slightly_prob,recommended,0
3447,usual,critical,foster,more,critical,1,nonprob,recommended,0
8656,great_pret,proper,complete,1,convenient,1,problematic,priority,0
2329,usual,improper,incomplete,more,convenient,0,problematic,priority,0
11467,great_pret,critical,completed,1,less_conv,0,nonprob,priority,0
897,usual,less_proper,complete,1,less_conv,1,problematic,recommended,0
3184,usual,critical,incomplete,3,critical,1,problematic,priority,0
2124,usual,improper,completed,more,less_conv,0,nonprob,recommended,0
11613,great_pret,critical,completed,more,convenient,0,slightly_prob,recommended,0
7932,pretentious,very_crit,complete,3,critical,1,slightly_prob,recommended,0
7020,pretentious,critical,complete,3,convenient,0,nonprob,recommended,0
11389,great_pret,critical,complete,3,critical,1,slightly_prob,priority,0
10954,great_pret,improper,incomplete,3,critical,1,nonprob,priority,0
11065,great_pret,improper,foster,1,critical,1,slightly_prob,priority,0
3295,usual,critical,foster,2,convenient,0,nonprob,priority,0
6766,pretentious,improper,foster,2,convenient,1,problematic,priority,0
9990,great_pret,less_proper,incomplete,2,convenient,0,nonprob,recommended,0
1087,usual,less_proper,completed,1,convenient,0,problematic,priority,0
8332,pretentious,very_crit,incomplete,3,convenient,1,problematic,priority,0
11554,great_pret,critical,completed,2,critical,1,problematic,priority,0
1212,usual,less_proper,completed,3,less_conv,0,problematic,recommended,0
9418,great_pret,proper,foster,3,less_conv,0,slightly_prob,priority,0
9303,great_pret,proper,foster,1,convenient,1,problematic,recommended,0
1437,usual,less_proper,incomplete,3,less_conv,1,problematic,recommended,0
4480,pretentious,proper,complete,3,critical,1,problematic,priority,0
6487,pretentious,improper,incomplete,1,convenient,0,problematic,priority,0
1215,usual,less_proper,completed,3,less_conv,1,nonprob,recommended,0
1251,usual,less_proper,completed,more,convenient,1,nonprob,recommended,0
12504,great_pret,very_crit,completed,more,less_conv,1,slightly_prob,recommended,0
3634,usual,very_crit,complete,more,convenient,1,problematic,priority,0
7186,pretentious,critical,completed,2,convenient,0,slightly_prob,priority,0
7062,pretentious,critical,complete,3,critical,0,problematic,recommended,0
1852,usual,improper,complete,3,convenient,1,problematic,priority,0
1837,usual,improper,complete,3,convenient,0,nonprob,priority,0
9348,great_pret,proper,foster,2,convenient,0,problematic,recommended,0
10953,great_pret,improper,incomplete,3,critical,1,nonprob,recommended,0
11779,great_pret,critical,incomplete,3,convenient,0,problematic,priority,0
4699,pretentious,proper,completed,more,convenient,0,nonprob,priority,0
5277,pretentious,less_proper,complete,2,critical,0,slightly_prob,recommended,0
12787,great_pret,very_crit,foster,1,critical,0,problematic,priority,0
5554,pretentious,less_proper,completed,3,critical,1,nonprob,priority,0
5116,pretentious,proper,foster,3,critical,0,slightly_prob,priority,0
8140,pretentious,very_crit,completed,3,critical,0,slightly_prob,priority,0
9339,great_pret,proper,foster,1,critical,1,problematic,recommended,0
2485,usual,improper,foster,3,convenient,0,nonprob,priority,0
11562,great_pret,critical,completed,3,convenient,0,problematic,recommended,0
11535,great_pret,critical,completed,2,less_conv,1,problematic,recommended,0
678,usual,proper,foster,1,less_conv,1,slightly_prob,recommended,0
8946,great_pret,proper,completed,2,critical,0,nonprob,recommended,0
10543,great_pret,improper,complete,more,convenient,1,slightly_prob,priority,0
10431,great_pret,improper,complete,2,convenient,1,nonprob,recommended,0
3928,usual,very_crit,incomplete,1,critical,0,slightly_prob,priority,0
633,usual,proper,incomplete,more,critical,0,slightly_prob,recommended,0
6760,pretentious,improper,foster,2,convenient,1,nonprob,priority,0
1830,usual,improper,complete,2,critical,1,slightly_prob,recommended,0
4393,pretentious,proper,complete,2,less_conv,0,nonprob,priority,0
10048,great_pret,less_proper,incomplete,3,convenient,0,slightly_prob,priority,0
10588,great_pret,improper,completed,1,convenient,0,slightly_prob,priority,0
4267,usual,very_crit,foster,more,convenient,0,nonprob,priority,0
12480,great_pret,very_crit,completed,more,convenient,0,problematic,recommended,0
6138,pretentious,improper,complete,2,critical,0,nonprob,recommended,0
153,usual,proper,complete,3,critical,1,nonprob,recommended,0
3627,usual,very_crit,complete,more,convenient,1,nonprob,recommended,0
8344,pretentious,very_crit,incomplete,3,less_conv,1,nonprob,priority,0
8494,pretentious,very_crit,foster,2,convenient,1,problematic,priority,0
6352,pretentious,improper,completed,2,less_conv,1,problematic,priority,0
2370,usual,improper,incomplete,more,critical,1,slightly_prob,recommended,0
10756,great_pret,improper,completed,more,convenient,1,nonprob,priority,0
3309,usual,critical,foster,2,convenient,1,problematic,recommended,0
255,usual,proper,completed,1,critical,0,slightly_prob,recommended,0
10051,great_pret,less_proper,incomplete,3,convenient,0,problematic,priority,0
202,usual,proper,complete,more,critical,0,slightly_prob,priority,0
1135,usual,less_proper,completed,2,convenient,0,nonprob,priority,0
7666,pretentious,critical,foster,2,critical,1,problematic,priority,0
1965,usual,improper,completed,1,less_conv,0,slightly_prob,recommended,0
12205,great_pret,very_crit,complete,3,convenient,0,nonprob,priority,0
3426,usual,critical,foster,more,less_conv,0,problematic,recommended,0
8566,pretentious,very_crit,foster,3,less_conv,1,problematic,priority,0
4357,pretentious,proper,complete,1,critical,0,nonprob,priority,0
9159,great_pret,proper,incomplete,2,less_conv,1,problematic,recommended,0
4551,pretentious,proper,completed,1,convenient,1,problematic,recommended,0
7780,pretentious,very_crit,complete,1,convenient,0,slightly_prob,priority,0
2902,usual,critical,completed,2,critical,0,slightly_prob,priority,0
6478,pretentious,improper,completed,more,critical,1,problematic,priority,0
5209,pretentious,less_proper,complete,1,less_conv,0,problematic,priority,0
5188,pretentious,less_proper,complete,1,convenient,0,slightly_prob,priority,0
1210,usual,less_proper,completed,3,less_conv,0,slightly_prob,priority,0
3067,usual,critical,incomplete,1,critical,0,problematic,priority,0
5401,pretentious,less_proper,completed,1,convenient,0,nonprob,priority,0
693,usual,proper,foster,1,critical,1,nonprob,recommended,0
4390,pretentious,proper,complete,2,convenient,1,problematic,priority,0
2934,usual,critical,completed,3,less_conv,0,nonprob,recommended,0
3667,usual,very_crit,complete,more,critical,1,slightly_prob,priority,0
7162,pretentious,critical,completed,1,less_conv,1,problematic,priority,0
6543,pretentious,improper,incomplete,2,convenient,1,nonprob,recommended,0
1198,usual,less_proper,completed,3,convenient,1,nonprob,priority,0
3603,usual,very_crit,complete,3,critical,0,slightly_prob,recommended,0
6412,pretentious,improper,completed,3,critical,0,slightly_prob,priority,0
