,0_high,0_low,0_med,0_vhigh,1_high,1_low,1_med,1_vhigh,2_2,2_3,2_4,2_5more,3_2,3_4,3_more,4_big,4_med,4_small,5_high,5_low,5_med,output
1647,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
9,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
521,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1182,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
461,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
1041,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
532,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
1551,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
144,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
582,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1560,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
645,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
177,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
1649,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
897,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
726,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
1710,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
7,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
681,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1680,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
424,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
381,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
904,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1
1101,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
274,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
1274,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
1212,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
1011,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
1398,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
1100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
623,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
1074,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
1542,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
1489,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
1621,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
512,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1
629,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1327,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
229,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
1439,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
212,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
79,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1
148,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
736,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
1306,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
1004,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
133,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1520,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
480,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1623,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
595,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
1207,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
588,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1243,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
409,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
458,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1
0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1
432,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1602,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
547,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1014,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
981,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
172,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
522,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
125,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
810,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
628,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
90,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
1652,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
181,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
840,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
1563,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
262,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
69,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
131,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
337,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
1536,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
378,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
1677,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
579,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
846,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
1260,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
574,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
393,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
1331,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
164,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
28,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1
604,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
193,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
1333,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
169,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
915,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
173,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
609,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
1263,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
900,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
570,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
73,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1358,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
711,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
238,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1
214,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
1308,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
132,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
1012,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
1206,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1305,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
185,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
41,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
108,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1136,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
683,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
822,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1389,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
1641,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
559,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
540,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
24,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1
841,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
923,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
980,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1381,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1
438,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1158,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
1463,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
455,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
526,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
280,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
992,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1357,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
516,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
467,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
964,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
176,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
906,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1452,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
729,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
61,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
298,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
1594,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
304,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
1119,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
440,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1203,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
1084,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1155,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
928,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1008,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
655,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1192,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
868,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1297,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
528,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
465,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
845,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1247,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1431,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
447,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1
484,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
74,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1
1719,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
1162,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
580,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
1055,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
760,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
114,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
489,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
735,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
738,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
89,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1629,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
577,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
1188,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1640,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1462,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
11,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1
468,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1436,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
667,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
42,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
167,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
488,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
696,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
288,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
1062,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
498,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
870,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1
652,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1587,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
844,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
869,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1465,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1679,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1359,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1196,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
273,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
387,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
15,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1
1227,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
372,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
744,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
1464,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
1035,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
222,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
179,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
99,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
615,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
22,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
423,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
930,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1328,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1568,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
753,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
1407,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
397,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
503,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1487,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
217,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
203,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
1239,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
1270,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
93,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
1139,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
68,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
1218,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
315,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
877,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
85,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1
506,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1
1047,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
153,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
75,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
1486,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
704,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
518,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1
888,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1
188,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
297,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
243,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
564,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
1650,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
672,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
117,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
788,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1509,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
957,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
600,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
784,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
1030,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
1404,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1140,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
126,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1017,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
116,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
545,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
946,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1
1380,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
57,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
737,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1009,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
1344,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
816,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
1230,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1269,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
105,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
786,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
441,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
289,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
815,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
46,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
411,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
993,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
195,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
102,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
763,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1378,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1
52,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
279,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1533,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
515,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1
1601,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1005,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1318,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
871,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
344,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
399,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
1167,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
356,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
149,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
124,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
1545,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
693,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
879,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1
829,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
50,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1
922,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
1031,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1085,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
