,0,1,2,3,4,5,output
21117,a,1,e,1,h,4,1
10602,b,1,f,4,h,2,1
21783,b,1,e,5,b,4,1
5431,c,2,b,1,f,1,1
26403,b,1,f,4,d,7,1
23725,c,2,b,3,e,4,1
12909,d,4,a,3,g,3,1
3848,d,3,g,8,h,1,1
21594,b,1,c,3,d,8,1
11740,d,1,d,4,a,4,1
26866,c,1,b,2,f,6,1
7265,c,3,c,1,h,1,1
16872,a,1,f,2,h,2,1
9909,d,3,e,8,h,5,1
14929,c,3,c,8,e,3,1
23556,c,1,h,3,e,5,1
14127,c,1,h,1,h,4,1
11614,c,3,h,1,h,3,1
10947,c,1,e,7,g,8,1
19542,d,1,b,5,g,6,1
11761,d,1,e,1,g,1,1
13796,b,2,h,6,h,8,1
14293,c,2,b,5,f,7,1
26397,b,1,f,4,c,5,1
22645,c,1,a,2,c,4,1
20186,d,2,b,4,f,5,1
26042,b,1,b,2,e,5,1
27471,d,1,c,8,f,4,1
24127,d,1,a,1,d,5,1
8331,a,1,b,3,f,2,1
7961,d,4,a,8,h,6,1
23537,c,1,h,2,g,7,1
9343,d,1,c,8,a,7,1
5563,c,2,g,7,h,2,1
14372,c,2,d,4,d,8,1
25065,d,1,h,1,f,6,1
4601,c,2,b,1,a,2,1
16536,d,3,g,4,c,5,1
3759,d,3,d,4,c,1,1
14523,c,2,e,6,a,6,1
11945,d,2,a,6,g,8,1
15233,d,1,d,2,b,5,1
20229,d,2,b,8,e,7,1
16416,d,3,f,3,b,6,1
6727,b,1,g,2,h,7,1
15053,c,3,g,4,g,7,1
9024,c,2,g,3,a,5,1
18489,c,2,a,7,d,6,1
8147,d,4,d,8,c,1,1
15350,d,1,e,5,h,7,1
23857,c,2,d,3,d,5,1
22228,b,2,a,6,g,6,1
27030,c,1,d,4,e,6,1
6328,d,4,c,5,h,4,1
25781,a,1,e,3,c,3,1
12615,d,3,e,1,f,5,1
19876,d,1,g,7,g,2,1
24022,c,2,g,7,f,4,1
21614,b,1,c,4,g,4,1
20191,d,2,b,4,g,5,1
21261,a,1,h,6,g,2,1
16707,d,4,c,3,g,5,1
24205,d,1,a,3,g,5,1
8274,d,4,g,4,f,2,1
21978,b,1,g,4,b,7,1
15014,c,3,e,3,f,5,1
13505,b,1,g,5,a,8,1
6337,d,4,c,7,d,2,1
21071,a,1,d,1,h,4,1
17724,b,2,e,2,g,2,1
5769,d,1,g,2,h,7,1
8048,d,4,c,3,e,2,1
17276,b,1,e,4,a,5,1
11105,c,2,b,3,b,7,1
18976,c,2,g,2,c,5,1
5510,c,2,c,8,g,1,1
15563,d,2,a,8,b,4,1
26816,b,2,h,6,d,3,1
3470,d,1,a,3,h,2,1
22801,c,1,a,8,d,3,1
19163,c,2,h,5,e,4,1
5609,c,3,d,4,g,3,1
21358,b,1,a,4,c,5,1
20686,d,2,g,8,b,6,1
7698,d,3,d,1,h,3,1
22578,b,2,h,4,f,6,1
15420,d,1,g,2,a,8,1
4394,d,3,g,1,c,1,1
6162,d,3,e,7,h,2,1
13755,b,2,g,1,e,1,1
27958,b,1,c,2,e,4,1
25621,a,1,b,6,g,4,1
13901,c,1,d,1,h,8,1
8120,d,4,d,5,f,3,1
6022,d,3,b,8,g,2,1
5810,d,2,a,5,h,3,1
25355,d,2,c,7,g,6,1
13025,d,4,d,2,f,4,1
23148,c,1,e,1,e,6,1
22217,b,2,a,4,g,4,1
26384,b,1,f,1,e,5,1
10630,b,1,g,4,g,1,1
26163,b,1,c,2,f,7,1
15645,d,2,c,7,h,7,1
4252,d,3,a,4,h,1,1
12092,d,2,d,8,c,4,1
18375,c,1,h,8,b,7,1
13737,b,2,f,6,h,5,1
8389,a,1,h,3,g,1,1
6413,d,4,e,7,c,1,1
17380,b,1,f,5,d,1,1
27360,d,1,b,6,e,4,1
21779,b,1,e,5,a,3,1
22062,b,1,h,1,g,8,1
5238,b,2,a,3,f,1,1
6305,d,4,b,7,d,1,1
23159,c,1,e,2,e,4,1
10525,b,1,d,1,b,7,1
17015,b,1,a,5,f,7,1
12804,d,3,h,1,g,8,1
19574,d,1,c,5,h,5,1
17813,b,2,h,5,f,3,1
5155,d,4,g,7,a,1,1
21218,a,1,g,6,f,1,1
19266,c,3,b,7,f,4,1
6064,d,3,c,6,e,1,1
8349,a,1,d,1,h,1,1
23080,c,1,d,3,f,4,1
16930,a,1,f,8,g,5,1
14198,c,2,a,3,c,8,1
25463,d,2,g,2,c,5,1
26617,b,1,h,3,d,3,1
3219,d,3,f,2,c,1,1
13614,b,2,c,1,h,3,1
6718,b,1,e,4,h,3,1
21582,b,1,c,1,g,6,1
27287,c,1,h,6,e,6,1
14683,c,2,g,7,a,5,1
13598,b,2,b,5,f,2,1
6889,c,1,a,6,f,1,1
24061,c,2,h,3,f,4,1
12402,d,3,a,8,h,6,1
17001,b,1,a,4,g,8,1
17707,b,2,e,1,d,3,1
12244,d,2,g,4,b,7,1
11239,c,2,e,5,c,8,1
16163,d,3,b,4,d,5,1
10454,b,1,a,6,g,2,1
10806,b,2,h,4,g,2,1
2830,c,2,b,4,a,1,1
16550,d,3,g,5,f,7,1
11565,c,3,f,5,f,3,1
9729,d,3,a,7,a,4,1
13974,c,1,d,8,b,6,1
25332,d,2,c,6,d,4,1
13008,d,4,c,6,f,5,1
11940,d,2,a,6,e,7,1
10580,b,1,e,7,b,8,1
14943,c,3,d,2,g,3,1
9376,d,1,f,5,h,8,1
17013,b,1,a,5,f,5,1
19579,d,1,c,6,e,7,1
8406,b,1,a,5,f,1,1
13923,c,1,d,4,b,6,1
21915,b,1,f,5,f,8,1
5071,d,4,c,1,h,1,1
25364,d,2,c,8,e,8,1
10994,c,1,f,5,g,8,1
22050,b,1,h,1,d,7,1
5965,d,3,a,6,g,2,1
12698,d,3,e,8,b,6,1
3998,d,1,b,1,f,1,1
9002,c,2,f,5,f,1,1
25179,d,1,h,6,e,3,1
23258,c,1,f,1,e,8,1
13795,b,2,h,6,h,1,1
6391,d,4,e,5,b,2,1
10617,b,1,f,8,a,5,1
27002,c,1,d,1,d,4,1
22458,b,2,e,7,e,2,1
24660,d,1,d,7,h,5,1
6944,c,1,c,5,e,1,1
15345,d,1,e,5,a,7,1
18928,c,2,f,4,e,8,1
13133,d,4,h,4,f,4,1
16924,a,1,f,7,h,3,1
11410,c,3,a,5,h,6,1
7500,d,2,d,7,a,8,1
5626,c,3,d,7,g,1,1
18894,c,2,f,2,c,7,1
4707,c,3,g,7,h,1,1
25249,d,1,h,8,g,4,1
16552,d,3,g,6,b,4,1
9322,d,1,c,3,a,5,1
17672,b,2,d,2,h,4,1
4915,d,3,d,7,a,3,1
19246,c,3,b,1,f,6,1
5846,d,2,b,8,h,2,1
14249,c,2,a,6,g,3,1
19188,c,2,h,7,e,6,1
19708,d,1,e,2,d,8,1
3986,d,1,a,5,f,1,1
7579,d,3,a,7,c,8,1
21263,a,1,h,6,h,3,1
25984,b,1,a,3,c,4,1
12708,d,3,e,8,e,6,1
19777,d,1,e,6,g,6,1
6572,d,4,h,3,h,1,1
20327,d,2,c,4,f,8,1
24950,d,1,g,3,e,6,1
15535,d,2,a,5,d,8,1
27258,c,1,g,7,c,6,1
16705,d,4,b,6,g,6,1
11086,c,2,a,6,d,8,1
9280,c,3,h,8,g,1,1
9494,d,2,c,7,f,8,1
26620,b,1,h,3,d,6,1
24938,d,1,g,3,c,3,1
22399,b,2,d,6,g,4,1
17734,b,2,e,2,h,7,1
13373,b,1,d,7,a,7,1
17895,c,1,a,6,d,7,1
13352,b,1,d,4,d,2,1
6179,d,3,f,6,f,2,1
14772,c,2,h,8,h,3,1
22232,b,2,a,7,f,3,1
17490,b,1,h,2,e,2,1
8252,d,4,f,7,g,3,1
24920,d,1,g,2,c,8,1
22569,b,2,h,3,d,4,1
25120,d,1,h,3,e,6,1
25766,a,1,d,8,f,5,1
26979,c,1,c,7,g,4,1
20707,d,2,g,8,g,4,1
6148,d,3,e,5,h,2,1
17044,b,1,b,2,h,5,1
21622,b,1,c,5,c,7,1
12918,d,4,a,4,g,5,1
12659,d,3,e,3,f,6,1
4768,d,2,b,4,a,6,1
21813,b,1,e,6,e,8,1
16967,a,1,h,8,f,2,1
17850,c,1,a,3,b,6,1
27612,d,1,g,2,f,5,1
13788,b,2,h,5,g,2,1
4949,d,3,e,8,a,3,1
6507,d,4,g,1,c,2,1
5700,d,1,a,1,h,2,1
4406,d,3,g,5,a,2,1
21595,b,1,c,3,e,8,1
6791,b,2,b,6,h,1,1
17449,b,1,g,4,d,3,1
12718,d,3,f,2,c,8,1
18011,c,1,d,1,g,7,1
5415,c,2,a,5,g,1,1
3662,d,2,g,7,a,2,1
11385,c,2,h,6,b,7,1
26570,b,1,g,8,e,4,1
11243,c,2,e,6,a,7,1
3910,b,2,c,2,d,1,1
23539,c,1,h,2,h,4,1
19094,c,2,h,1,g,6,1
15937,d,2,h,5,b,6,1
24543,d,1,c,4,c,8,1
21076,a,1,d,2,h,6,1
26824,b,2,h,6,h,4,1
26759,b,2,f,6,f,4,1
7894,d,3,h,8,f,2,1
21555,b,1,b,8,f,7,1
15753,d,2,e,3,b,4,1
13892,c,1,d,1,c,6,1
27655,d,1,g,7,g,5,1
25180,d,1,h,6,e,4,1
6222,d,3,h,5,h,2,1
10377,a,1,e,3,g,2,1
26717,b,2,c,6,d,2,1
19863,d,1,g,5,d,3,1
5375,c,1,g,3,g,1,1
20498,d,2,f,2,f,6,1
10941,c,1,e,7,a,8,1
19987,d,2,a,2,d,8,1
26969,c,1,c,7,e,3,1
27422,d,1,c,4,d,6,1
3079,c,3,g,6,c,1,1
6092,d,3,d,2,a,2,1
19241,c,3,a,8,f,4,1
12880,d,3,h,8,b,6,1
10054,d,3,h,7,h,3,1
14664,c,2,g,4,g,8,1
11042,c,1,g,7,d,8,1
24619,d,1,d,3,e,6,1
14011,c,1,e,4,c,3,1
19605,d,1,d,3,g,6,1
26214,b,1,c,7,e,2,1
5050,d,4,a,1,h,1,1
11016,c,1,f,8,g,4,1
20138,d,2,b,2,g,4,1
20713,d,2,h,1,b,7,1
21881,b,1,f,3,c,8,1
6533,d,4,g,5,h,7,1
24549,d,1,c,4,f,5,1
17023,b,1,a,5,h,7,1
17317,b,1,e,7,g,2,1
27095,c,1,f,1,d,3,1
7503,d,2,e,2,h,8,1
16925,a,1,f,7,h,4,1
23737,c,2,b,6,e,4,1
8307,d,4,h,6,h,3,1
6832,b,2,e,4,f,1,1
17594,b,2,b,1,f,2,1
12198,d,2,e,8,h,7,1
24004,c,2,g,6,f,3,1
5548,c,2,g,3,e,1,1
24835,d,1,f,4,b,6,1
5336,c,1,d,1,h,1,1
26715,b,2,c,3,f,5,1
17887,c,1,a,5,h,5,1
19352,c,3,f,1,e,3,1
21689,b,1,d,3,d,8,1
20330,d,2,c,4,g,6,1
27889,a,1,g,8,g,6,1
25177,d,1,h,6,d,5,1
3943,c,2,b,5,a,8,1
12477,d,3,b,8,h,7,1
20900,d,3,c,7,f,4,1
23746,c,2,b,7,d,5,1
9287,d,1,a,5,g,2,1
9294,d,1,a,7,b,1,1
10673,b,2,a,7,h,2,1
12825,d,3,h,3,c,8,1
17727,b,2,e,2,g,5,1
18028,c,1,d,4,d,7,1
21307,b,1,a,1,f,6,1
3055,c,3,f,4,b,1,1
16039,d,3,a,3,g,4,1
8791,c,1,f,7,a,8,1
22959,c,1,b,8,f,8,1
5560,c,2,g,5,h,7,1
12156,d,2,e,4,d,8,1
27787,a,1,f,2,c,3,1
2871,c,2,h,4,a,1,1
15922,d,2,h,3,b,5,1
24408,d,1,b,4,e,8,1
17705,b,2,d,8,h,6,1
9213,c,3,e,5,h,4,1
16064,d,3,a,6,f,6,1
25351,d,2,c,7,f,5,1
6506,d,4,g,1,c,1,1
20393,d,2,d,8,d,4,1
3648,d,2,g,1,a,2,1
5796,d,1,h,6,a,2,1
9150,c,3,c,1,h,2,1
10347,a,1,c,4,g,3,1
14636,c,2,f,7,a,6,1
15381,d,1,e,8,h,8,1
14903,c,3,c,2,g,4,1
20082,d,2,a,8,d,8,1
5938,d,2,h,8,h,1,1
2895,d,3,f,3,e,1,1
12518,d,3,c,6,c,8,1
19277,c,3,c,1,f,4,1
6061,d,3,c,6,a,7,1
9427,d,2,a,6,b,2,1
23249,c,1,e,8,e,6,1
27977,b,1,c,7,c,5,1
26270,b,1,d,2,f,3,1
14859,c,3,b,3,g,6,1
17377,b,1,f,4,h,6,1
21153,a,1,e,7,f,3,1
6259,d,4,a,5,h,3,1
15087,c,3,h,3,g,7,1
19376,c,3,g,1,e,4,1
18284,c,1,g,6,d,7,1
13469,b,1,f,5,g,2,1
24282,d,1,a,7,e,5,1
19433,c,3,h,6,e,4,1
4614,c,2,b,3,f,1,1
7516,d,2,f,4,g,7,1
25750,a,1,d,7,f,4,1
20579,d,2,g,1,f,7,1
9037,c,2,g,8,a,5,1
16059,d,3,a,6,d,6,1
25757,a,1,d,7,h,7,1
26985,c,1,c,7,h,7,1
11889,d,1,h,1,b,2,1
3142,d,3,h,4,d,1,1
17574,b,2,a,5,h,6,1
19852,d,1,g,5,a,7,1
3046,c,3,e,7,b,1,1
26837,c,1,b,1,b,3,1
16731,d,4,g,3,g,5,1
21591,b,1,c,2,g,7,1
18035,c,1,d,4,g,5,1
24385,d,1,b,3,e,4,1
7267,c,3,c,4,e,1,1
8848,c,2,a,7,a,3,1
15498,d,1,h,8,a,3,1
14977,c,3,d,6,h,4,1
25253,d,2,a,1,d,5,1
19885,d,1,h,1,a,6,1
17462,b,1,g,6,e,7,1
20943,d,3,g,8,e,7,1
11158,c,2,d,4,h,8,1
12694,d,3,e,7,g,6,1
17546,b,1,h,8,h,2,1
18166,c,1,e,6,b,8,1
20822,d,2,h,7,b,5,1
10582,b,1,e,7,g,8,1
21069,a,1,d,1,g,7,1
12249,d,2,g,6,a,8,1
17239,b,1,e,2,f,6,1
8467,b,1,c,5,f,1,1
23153,c,1,e,2,c,4,1
26340,b,1,e,3,d,5,1
13228,a,1,f,1,g,5,1
16377,d,3,f,1,b,5,1
10338,a,1,b,7,g,1,1
23522,c,1,h,2,e,4,1
24511,d,1,c,2,f,7,1
22437,b,2,e,5,e,2,1
12171,d,2,e,6,a,7,1
10694,b,2,c,1,h,2,1
25193,d,1,h,7,b,3,1
14347,c,2,c,6,c,8,1
6490,d,4,f,7,f,1,1
4997,d,3,g,3,h,5,1
5360,c,1,e,7,h,1,1
22862,c,1,b,2,g,4,1
18843,c,2,e,5,c,7,1
26312,b,1,d,7,f,2,1
24450,d,1,b,7,f,3,1
20548,d,2,f,6,a,4,1
5725,d,1,b,7,h,2,1
9453,d,2,c,2,a,2,1
13471,b,1,f,5,h,2,1
13344,b,1,d,3,a,5,1
4618,c,2,b,3,h,1,1
20199,d,2,b,5,d,7,1
25555,a,1,a,7,g,6,1
15212,d,1,c,4,g,8,1
13543,b,1,h,5,h,1,1
16241,d,3,c,2,e,5,1
23114,c,1,d,7,g,3,1
11623,c,3,h,4,h,8,1
8994,c,2,f,3,a,5,1
27022,c,1,d,2,e,5,1
3312,d,2,f,1,b,1,1
6439,d,4,f,2,b,2,1
16384,d,3,f,1,d,7,1
20595,d,2,g,2,d,4,1
10135,d,4,c,5,f,4,1
21030,a,1,c,2,h,3,1
18706,c,2,c,4,f,8,1
9670,d,2,g,7,c,8,1
13867,c,1,b,7,h,3,1
6189,d,3,f,8,h,2,1
23730,c,2,b,3,f,5,1
20485,d,2,f,2,b,5,1
5314,c,1,b,8,a,2,1
17051,b,1,b,3,h,8,1
7983,d,4,b,3,f,1,1
24145,d,1,a,1,g,6,1
14695,c,2,h,1,b,4,1
22385,b,2,d,3,g,6,1
11248,c,2,f,1,a,6,1
13466,b,1,f,4,g,7,1
14834,c,3,a,8,h,7,1
5819,d,2,a,8,f,2,1
4132,d,2,b,3,g,1,1
5869,d,2,c,5,h,4,1
6269,d,4,a,7,c,2,1
26466,b,1,g,1,d,3,1
15476,d,1,h,5,g,2,1
2848,c,2,d,8,a,1,1
27698,a,1,b,8,e,3,1
6956,c,1,c,8,e,1,1
12304,d,2,h,7,f,2,1
10131,d,4,c,2,f,2,1
18664,c,2,c,1,e,7,1
15961,d,2,h,5,g,7,1
10213,d,4,e,7,f,5,1
19909,d,1,h,5,a,7,1
20301,d,2,c,3,e,8,1
11896,d,1,h,7,d,8,1
10897,c,1,d,4,b,8,1
8368,a,1,g,2,h,8,1
26481,b,1,g,2,d,4,1
7463,d,2,c,3,b,8,1
20741,d,2,h,2,c,4,1
19904,d,1,h,3,h,5,1
26356,b,1,e,6,d,2,1
12334,d,3,a,2,h,4,1
10952,c,1,e,8,f,1,1
18743,c,2,d,1,e,6,1
6458,d,4,f,5,b,1,1
25117,d,1,h,3,e,3,1
24434,d,1,b,5,e,5,1
2831,c,2,b,5,a,1,1
10468,b,1,b,4,e,2,1
21273,a,1,h,8,h,3,1
24985,d,1,g,5,e,6,1
9230,c,3,f,1,h,7,1
20540,d,2,f,5,d,6,1
2990,c,2,g,6,a,2,1
7857,d,3,g,5,a,6,1
7330,c,3,g,1,d,1,1
17501,b,1,h,4,h,8,1
4932,d,3,e,5,a,3,1
26064,b,1,b,3,e,7,1
27782,a,1,d,7,f,5,1
23512,c,1,h,2,c,5,1
9866,d,3,e,4,e,8,1
8201,d,4,e,6,h,5,1
4440,d,4,a,2,c,1,1
12300,d,2,h,6,d,8,1
20204,d,2,b,6,f,5,1
8394,b,1,a,2,a,8,1
16142,d,3,b,2,g,5,1
4717,d,1,b,2,a,8,1
27402,d,1,c,1,e,4,1
10547,b,1,d,4,b,8,1
15987,d,3,a,1,b,5,1
11169,c,2,d,6,c,8,1
10883,c,1,d,2,c,5,1
23657,c,1,h,8,e,4,1
3755,d,3,d,4,a,3,1
3026,c,3,d,5,b,1,1
28000,b,1,f,2,c,5,1
3297,d,2,e,3,a,1,1
10890,c,1,d,3,c,7,1
25697,a,1,d,1,e,4,1
26075,b,1,b,4,c,6,1
21038,a,1,c,3,h,8,1
27293,c,1,h,7,f,5,1
6985,c,1,g,6,h,8,1
3767,d,3,d,7,b,1,1
16976,b,1,a,1,g,8,1
22624,c,1,a,1,e,5,1
22795,c,1,a,8,c,3,1
26027,b,1,a,7,f,4,1
21380,b,1,a,4,h,4,1
18380,c,2,a,1,c,5,1
9483,d,2,c,6,b,4,1
8637,b,2,c,8,f,1,1
8807,c,1,h,3,a,8,1
24238,d,1,a,5,c,6,1
12989,d,4,c,2,g,3,1
13816,c,1,a,3,b,8,1
27796,a,1,f,3,c,3,1
20543,d,2,f,5,e,7,1
25826,a,1,e,6,f,4,1
17788,b,2,f,8,e,1,1
5216,b,1,b,8,a,4,1
22925,c,1,b,5,e,4,1
17014,b,1,a,5,f,6,1
9300,d,1,a,8,b,1,1
21853,b,1,e,8,d,4,1
10607,b,1,f,6,g,1,1
8583,b,2,a,4,g,3,1
15686,d,2,d,5,b,4,1
26960,c,1,c,6,h,5,1
6840,b,2,g,1,h,3,1
10996,c,1,f,5,h,8,1
12291,d,2,h,5,g,3,1
25233,d,1,h,8,d,6,1
3548,d,1,g,7,a,1,1
3224,d,4,e,2,a,1,1
17430,b,1,f,8,h,7,1
9089,c,3,a,5,h,4,1
17500,b,1,h,4,g,8,1
18745,c,2,d,1,e,8,1
5669,c,3,g,2,h,6,1
3918,b,2,e,2,h,1,1
26213,b,1,c,7,d,4,1
6112,d,3,d,5,h,2,1
3514,d,1,e,7,a,1,1
23566,c,1,h,3,g,5,1
25012,d,1,g,7,b,5,1
4271,d,3,b,3,a,5,1
17448,b,1,g,4,d,2,1
5077,d,4,c,6,b,1,1
6697,b,1,d,4,g,1,1
23229,c,1,e,7,f,5,1
24235,d,1,a,5,a,7,1
22067,b,1,h,2,d,8,1
9244,c,3,f,5,h,2,1
11535,c,3,e,7,h,6,1
22197,b,2,a,2,e,3,1
3076,c,3,g,5,c,1,1
13710,b,2,f,4,f,2,1
12048,d,2,d,4,g,8,1
14364,c,2,d,2,h,4,1
19272,c,3,c,1,e,3,1
23862,c,2,d,3,e,6,1
20211,d,2,b,6,h,6,1
26467,b,1,g,1,d,4,1
13114,d,4,h,1,f,5,1
19129,c,2,h,3,g,7,1
11066,c,2,a,1,b,7,1
24618,d,1,d,3,e,5,1
12930,d,4,a,8,f,5,1
7275,c,3,c,5,h,2,1
4457,d,4,d,5,b,1,1
5660,c,3,f,6,e,1,1
23753,c,2,b,7,e,7,1
17974,c,1,c,5,f,2,1
8023,d,4,b,8,h,3,1
12826,d,3,h,3,d,8,1
20534,d,2,f,5,c,5,1
10243,d,4,g,1,e,2,1
14051,c,1,f,2,h,4,1
18904,c,2,f,2,f,8,1
19366,c,3,f,7,e,3,1
11557,c,3,f,3,h,6,1
22675,c,1,a,3,c,5,1
11593,c,3,g,5,e,2,1
21057,a,1,c,7,f,2,1
6018,d,3,b,8,e,1,1
8449,b,1,c,3,a,3,1
10978,c,1,f,2,h,5,1
27419,d,1,c,2,f,5,1
23301,c,1,f,5,c,3,1
11173,c,2,d,7,a,5,1
26877,c,1,b,6,b,4,1
9692,d,3,a,1,a,5,1
13162,a,1,a,4,f,2,1
22024,b,1,g,7,a,7,1
15336,d,1,e,3,g,6,1
26170,b,1,c,3,d,5,1
23809,c,2,c,7,e,4,1
15005,c,3,e,2,e,4,1
21627,b,1,c,5,e,1,1
4023,d,1,c,1,g,1,1
22718,c,1,a,4,f,5,1
26299,b,1,d,5,f,3,1
9136,c,3,b,6,g,2,1
21547,b,1,b,7,h,7,1
20955,a,1,a,3,h,7,1
19408,c,3,g,8,f,4,1
5593,c,3,b,4,h,3,1
17538,b,1,h,8,a,8,1
12544,d,3,d,1,h,8,1
8161,d,4,e,1,h,2,1
10017,d,3,h,1,a,4,1
15525,d,2,a,4,e,8,1
23497,c,1,h,1,f,5,1
7639,d,3,c,2,g,3,1
20468,d,2,f,1,b,6,1
24441,d,1,b,6,g,3,1
4736,d,1,e,4,b,3,1
25925,a,1,h,1,f,3,1
27058,c,1,d,7,f,6,1
23345,c,1,g,1,e,8,1
7814,d,3,f,4,g,8,1
4326,d,3,d,6,a,2,1
7485,d,2,d,3,a,8,1
24616,d,1,d,3,d,5,1
9970,d,3,f,8,a,7,1
3883,d,4,f,2,c,1,1
10605,b,1,f,5,g,1,1
9196,c,3,d,7,e,2,1
27681,a,1,b,3,f,3,1
5666,c,3,g,1,h,5,1
15217,d,1,c,5,g,3,1
23696,c,2,a,7,e,3,1
12887,d,3,h,8,f,8,1
6178,d,3,f,6,a,5,1
23516,c,1,h,2,d,4,1
8998,c,2,f,4,h,7,1
14648,c,2,g,1,a,3,1
15088,c,3,h,3,h,6,1
16257,d,3,c,3,d,8,1
18118,c,1,e,2,h,4,1
9714,d,3,a,5,h,6,1
18850,c,2,e,6,f,4,1
5066,d,4,b,7,c,2,1
17095,b,1,c,4,e,2,1
5638,c,3,e,4,g,1,1
8595,b,2,a,8,f,1,1
14059,c,1,f,4,c,3,1
23336,c,1,g,1,c,3,1
10816,c,1,a,4,h,8,1
8309,d,4,h,7,e,1,1
17238,b,1,e,2,f,5,1
23573,c,1,h,4,b,6,1
17112,b,1,d,1,f,1,1
7628,d,3,c,2,a,3,1
16234,d,3,c,2,c,5,1
20649,d,2,g,4,e,7,1
16614,d,3,h,2,f,6,1
9620,d,2,f,5,h,6,1
24503,d,1,c,2,c,5,1
19456,d,1,a,1,h,3,1
10703,b,2,c,5,h,4,1
18221,c,1,f,5,a,7,1
5823,d,2,b,1,g,2,1
23049,c,1,c,8,e,2,1
5182,a,1,f,2,d,1,1
9531,d,2,d,7,b,8,1
10954,c,1,e,8,h,2,1
8380,a,1,g,8,h,5,1
8528,b,1,g,3,h,6,1
20698,d,2,g,8,d,8,1
24599,d,1,d,2,d,3,1
9006,c,2,f,6,f,1,1
10111,d,4,b,5,h,7,1
13866,c,1,b,7,f,2,1
4764,d,2,b,2,a,6,1
19532,d,1,b,4,h,7,1
5562,c,2,g,6,h,3,1
19219,c,3,a,1,f,6,1
27634,d,1,g,6,e,6,1
27619,d,1,g,4,e,4,1
12994,d,4,c,3,f,3,1
26853,c,1,b,2,c,5,1
19702,d,1,e,2,b,7,1
3707,d,3,b,1,a,6,1
17420,b,1,f,7,h,6,1
8639,b,2,d,4,d,2,1
24781,d,1,e,8,e,5,1
2995,c,2,h,2,a,1,1
12005,d,2,c,4,h,6,1
6388,d,4,e,4,g,2,1
10513,b,1,c,7,a,6,1
19039,c,2,g,5,f,3,1
15106,c,3,h,7,g,3,1
14270,c,2,b,1,h,7,1
20756,d,2,h,2,f,6,1
23984,c,2,g,3,e,4,1
11146,c,2,d,2,a,4,1
7025,c,2,b,6,h,2,1
9886,d,3,e,5,c,8,1
12929,d,4,a,8,f,4,1
8421,b,1,b,4,f,1,1
3308,d,2,e,7,b,1,1
20764,d,2,h,3,c,6,1
20420,d,2,e,2,c,4,1
21931,b,1,g,1,c,6,1
14343,c,2,c,5,h,5,1
17687,b,2,d,4,g,6,1
23941,c,2,f,7,f,2,1
10277,d,4,h,2,h,6,1
4851,d,2,h,6,h,1,1
19564,d,1,c,1,h,3,1
21621,b,1,c,4,h,7,1
11128,c,2,c,5,f,4,1
5977,d,3,a,8,f,1,1
13588,b,2,a,8,d,2,1
21723,b,1,d,7,h,5,1
14757,c,2,h,6,h,8,1
5712,d,1,b,2,a,7,1
9565,d,2,e,6,h,7,1
18729,c,2,c,8,c,4,1
27683,a,1,b,3,f,5,1
11264,c,2,f,2,a,7,1
12921,d,4,a,6,f,3,1
16055,d,3,a,6,b,4,1
19335,c,3,d,6,f,4,1
18196,c,1,e,8,g,2,1
2943,c,2,b,1,a,1,1
24606,d,1,d,2,e,6,1
10133,d,4,c,5,e,2,1
23214,c,1,e,6,h,6,1
20258,d,2,c,1,g,4,1
6042,d,3,c,4,a,4,1
7667,d,3,c,6,h,4,1
20013,d,2,a,3,g,5,1
13789,b,2,h,5,h,1,1
3792,d,3,e,7,b,1,1
10714,b,2,d,2,g,2,1
6843,b,2,g,1,h,8,1
8310,d,4,h,7,f,1,1
8683,b,2,h,4,d,1,1
8058,d,4,c,4,d,2,1
11191,c,2,d,8,h,4,1
24172,d,1,a,2,f,6,1
5458,c,2,b,7,a,5,1
5993,d,3,b,3,h,2,1
17929,c,1,b,5,f,3,1
17423,b,1,f,8,a,7,1
23442,c,1,g,7,a,6,1
12484,d,3,c,1,h,8,1
23172,c,1,e,3,e,6,1
12978,d,4,c,1,f,4,1
9667,d,2,g,5,g,2,1
13356,b,1,d,5,a,3,1
16985,b,1,a,2,h,4,1
27340,d,1,b,2,f,5,1
12356,d,3,a,4,g,6,1
11768,d,1,e,3,a,7,1
15978,d,2,h,8,b,4,1
21374,b,1,a,4,f,6,1
13291,b,1,a,6,f,7,1
18924,c,2,f,4,c,8,1
9234,c,3,f,2,h,6,1
16664,d,3,h,6,g,4,1
22332,b,2,c,6,g,5,1
11272,c,2,f,2,h,2,1
21590,b,1,c,2,g,6,1
9256,c,3,f,8,h,3,1
9599,d,2,f,2,h,7,1
22094,b,1,h,4,b,5,1
26657,b,1,h,7,c,6,1
13700,b,2,f,3,g,6,1
9075,c,3,a,2,g,2,1
15198,d,1,b,7,h,4,1
23186,c,1,e,5,c,8,1
10301,d,4,h,8,h,5,1
15874,d,2,g,5,b,8,1
12603,d,3,e,1,b,4,1
18497,c,2,a,7,f,7,1
27919,a,1,h,6,f,5,1
6999,c,1,h,7,a,8,1
4253,d,3,a,4,h,2,1
14614,c,2,f,5,b,8,1
20915,d,3,f,7,c,6,1
4308,d,3,c,5,h,1,1
24662,d,1,d,7,h,7,1
25786,a,1,e,3,g,4,1
18939,c,2,f,5,d,8,1
6966,c,1,f,4,g,2,1
6284,d,4,b,3,g,1,1
