,0,1,2,3,4,5,6,7,output
8571,pretentious,very_crit,foster,3,critical,0,slightly_prob,recommended,0
6057,pretentious,improper,complete,1,convenient,1,nonprob,recommended,0
11923,great_pret,critical,foster,1,critical,0,problematic,priority,0
5127,pretentious,proper,foster,3,critical,1,problematic,recommended,0
7852,pretentious,very_crit,complete,2,less_conv,0,slightly_prob,priority,0
7351,pretentious,critical,incomplete,1,convenient,0,problematic,priority,0
8721,great_pret,proper,complete,2,less_conv,1,nonprob,recommended,0
1119,usual,less_proper,completed,1,critical,0,slightly_prob,recommended,0
3975,usual,very_crit,incomplete,2,less_conv,1,problematic,recommended,0
3531,usual,very_crit,complete,2,less_conv,0,slightly_prob,recommended,0
6996,pretentious,critical,complete,2,less_conv,1,slightly_prob,recommended,0
489,usual,proper,incomplete,2,convenient,0,slightly_prob,recommended,0
4369,pretentious,proper,complete,1,critical,1,slightly_prob,priority,0
10147,great_pret,less_proper,incomplete,more,critical,1,slightly_prob,priority,0
4876,pretentious,proper,incomplete,3,convenient,1,problematic,priority,0
2805,usual,critical,complete,more,critical,1,problematic,recommended,0
8799,great_pret,proper,complete,3,critical,1,problematic,recommended,0
2823,usual,critical,completed,1,convenient,1,problematic,recommended,0
2911,usual,critical,completed,2,critical,1,slightly_prob,priority,0
10638,great_pret,improper,completed,2,convenient,0,nonprob,recommended,0
10740,great_pret,improper,completed,3,critical,1,slightly_prob,recommended,0
4003,usual,very_crit,incomplete,3,convenient,0,problematic,priority,0
7149,pretentious,critical,completed,1,less_conv,0,slightly_prob,recommended,0
1504,usual,less_proper,incomplete,more,critical,1,nonprob,priority,0
6178,pretentious,improper,complete,3,less_conv,0,slightly_prob,priority,0
8895,great_pret,proper,completed,1,critical,0,slightly_prob,recommended,0
450,usual,proper,incomplete,1,less_conv,0,nonprob,recommended,0
11521,great_pret,critical,completed,2,less_conv,0,nonprob,priority,0
11223,great_pret,improper,foster,more,critical,1,nonprob,recommended,0
12813,great_pret,very_crit,foster,2,convenient,1,problematic,recommended,0
10066,great_pret,less_proper,incomplete,3,less_conv,0,slightly_prob,priority,0
790,usual,proper,foster,3,less_conv,1,problematic,priority,0
2532,usual,improper,foster,3,critical,1,slightly_prob,recommended,0
9951,great_pret,less_proper,incomplete,1,convenient,1,problematic,recommended,0
10810,great_pret,improper,incomplete,1,convenient,1,nonprob,priority,0
12682,great_pret,very_crit,incomplete,3,critical,1,nonprob,priority,0
2707,usual,critical,complete,3,convenient,0,problematic,priority,0
8545,pretentious,very_crit,foster,3,convenient,1,slightly_prob,priority,0
8713,great_pret,proper,complete,2,less_conv,0,nonprob,priority,0
3136,usual,critical,incomplete,3,convenient,0,slightly_prob,priority,0
61,usual,proper,complete,2,convenient,0,problematic,priority,0
5770,pretentious,less_proper,incomplete,3,critical,1,nonprob,priority,0
2205,usual,improper,incomplete,1,critical,1,nonprob,recommended,0
2131,usual,improper,completed,more,less_conv,0,problematic,priority,0
5827,pretentious,less_proper,incomplete,more,critical,1,slightly_prob,priority,0
2244,usual,improper,incomplete,2,less_conv,1,slightly_prob,recommended,0
1549,usual,less_proper,foster,1,critical,0,nonprob,priority,0
12229,great_pret,very_crit,complete,3,less_conv,0,problematic,priority,0
2110,usual,improper,completed,more,convenient,0,slightly_prob,priority,0
1917,usual,improper,complete,more,less_conv,1,nonprob,recommended,0
1099,usual,less_proper,completed,1,less_conv,0,nonprob,priority,0
4024,usual,very_crit,incomplete,3,less_conv,1,nonprob,priority,0
5977,pretentious,less_proper,foster,3,critical,0,nonprob,priority,0
4992,pretentious,proper,foster,1,less_conv,0,problematic,recommended,0
12565,great_pret,very_crit,incomplete,1,critical,0,nonprob,priority,0
6808,pretentious,improper,foster,3,convenient,0,slightly_prob,priority,0
6342,pretentious,improper,completed,2,less_conv,0,problematic,recommended,0
9283,great_pret,proper,incomplete,more,critical,1,slightly_prob,priority,0
12568,great_pret,very_crit,incomplete,1,critical,0,slightly_prob,priority,0
3796,usual,very_crit,completed,3,convenient,1,problematic,priority,0
9949,great_pret,less_proper,incomplete,1,convenient,1,slightly_prob,priority,0
2620,usual,critical,complete,1,less_conv,1,nonprob,priority,0
2256,usual,improper,incomplete,2,critical,0,problematic,recommended,0
7440,pretentious,critical,incomplete,2,critical,0,problematic,recommended,0
1249,usual,less_proper,completed,more,convenient,0,problematic,priority,0
4660,pretentious,proper,completed,3,convenient,1,problematic,priority,0
2107,usual,improper,completed,more,convenient,0,nonprob,priority,0
12466,great_pret,very_crit,completed,3,critical,1,nonprob,priority,0
3856,usual,very_crit,completed,more,less_conv,0,slightly_prob,priority,0
4137,usual,very_crit,foster,1,less_conv,1,problematic,recommended,0
11668,great_pret,critical,incomplete,1,convenient,0,slightly_prob,priority,0
11946,great_pret,critical,foster,2,convenient,1,slightly_prob,recommended,0
6210,pretentious,improper,complete,more,convenient,0,nonprob,recommended,0
8925,great_pret,proper,completed,2,convenient,1,problematic,recommended,0
12742,great_pret,very_crit,incomplete,more,critical,1,problematic,priority,0
6841,pretentious,improper,foster,3,critical,0,nonprob,priority,0
11977,great_pret,critical,foster,2,critical,0,problematic,priority,0
7065,pretentious,critical,complete,3,critical,1,nonprob,recommended,0
7555,pretentious,critical,incomplete,more,critical,1,slightly_prob,priority,0
109,usual,proper,complete,3,convenient,0,nonprob,priority,0
8521,pretentious,very_crit,foster,2,critical,0,problematic,priority,0
2632,usual,critical,complete,1,critical,0,slightly_prob,priority,0
12013,great_pret,critical,foster,3,less_conv,0,problematic,priority,0
5088,pretentious,proper,foster,3,convenient,1,slightly_prob,recommended,0
3994,usual,very_crit,incomplete,2,critical,1,problematic,priority,0
4045,usual,very_crit,incomplete,3,critical,1,slightly_prob,priority,0
8532,pretentious,very_crit,foster,3,convenient,0,nonprob,recommended,0
7423,pretentious,critical,incomplete,2,less_conv,0,problematic,priority,0
9049,great_pret,proper,completed,more,less_conv,1,slightly_prob,priority,0
9637,great_pret,less_proper,complete,3,less_conv,0,problematic,priority,0
3030,usual,critical,incomplete,1,convenient,0,problematic,recommended,0
7380,pretentious,critical,incomplete,1,critical,0,nonprob,recommended,0
49,usual,proper,complete,1,critical,1,slightly_prob,priority,0
5572,pretentious,less_proper,completed,more,convenient,1,nonprob,priority,0
8068,pretentious,very_crit,completed,2,less_conv,0,slightly_prob,priority,0
2488,usual,improper,foster,3,convenient,0,slightly_prob,priority,0
478,usual,proper,incomplete,1,critical,1,nonprob,priority,0
11308,great_pret,critical,complete,2,less_conv,0,slightly_prob,priority,0
4815,pretentious,proper,incomplete,2,convenient,1,nonprob,recommended,0
4252,usual,very_crit,foster,3,critical,0,slightly_prob,priority,0
7714,pretentious,critical,foster,3,critical,1,nonprob,priority,0
5560,pretentious,less_proper,completed,3,critical,1,problematic,priority,0
12633,great_pret,very_crit,incomplete,2,critical,1,problematic,recommended,0
12162,great_pret,very_crit,complete,2,convenient,1,slightly_prob,recommended,0
472,usual,proper,incomplete,1,critical,0,slightly_prob,priority,0
12862,great_pret,very_crit,foster,3,convenient,1,nonprob,priority,0
10623,great_pret,improper,completed,1,critical,0,slightly_prob,recommended,0
6760,pretentious,improper,foster,2,convenient,1,nonprob,priority,0
11640,great_pret,critical,completed,more,less_conv,1,slightly_prob,recommended,0
9972,great_pret,less_proper,incomplete,1,critical,0,nonprob,recommended,0
276,usual,proper,completed,2,convenient,0,problematic,recommended,0
868,usual,less_proper,complete,1,convenient,0,slightly_prob,priority,0
11250,great_pret,critical,complete,1,less_conv,0,nonprob,recommended,0
1264,usual,less_proper,completed,more,less_conv,0,slightly_prob,priority,0
223,usual,proper,completed,1,convenient,0,problematic,priority,0
9118,great_pret,proper,incomplete,1,critical,1,nonprob,priority,0
7882,pretentious,very_crit,complete,2,critical,1,problematic,priority,0
4903,pretentious,proper,incomplete,3,critical,0,problematic,priority,0
2002,usual,improper,completed,2,convenient,0,slightly_prob,priority,0
6937,pretentious,critical,complete,1,less_conv,0,problematic,priority,0
6976,pretentious,critical,complete,2,convenient,1,nonprob,priority,0
6459,pretentious,improper,completed,more,less_conv,1,problematic,recommended,0
916,usual,less_proper,complete,1,critical,1,problematic,priority,0
5976,pretentious,less_proper,foster,3,critical,0,nonprob,recommended,0
4510,pretentious,proper,complete,more,less_conv,1,nonprob,priority,0
5479,pretentious,less_proper,completed,2,less_conv,0,problematic,priority,0
5502,pretentious,less_proper,completed,2,critical,1,slightly_prob,recommended,0
10068,great_pret,less_proper,incomplete,3,less_conv,0,problematic,recommended,0
9468,great_pret,proper,foster,more,less_conv,0,nonprob,recommended,0
10716,great_pret,improper,completed,3,less_conv,0,problematic,recommended,0
10996,great_pret,improper,incomplete,more,less_conv,1,problematic,priority,0
7296,pretentious,critical,completed,more,convenient,0,problematic,recommended,0
4897,pretentious,proper,incomplete,3,critical,0,nonprob,priority,0
993,usual,less_proper,complete,3,less_conv,0,slightly_prob,recommended,0
4651,pretentious,proper,completed,3,convenient,0,problematic,priority,0
12175,great_pret,very_crit,complete,2,less_conv,0,problematic,priority,0
4155,usual,very_crit,foster,1,critical,1,problematic,recommended,0
2652,usual,critical,complete,2,convenient,0,problematic,recommended,0
11239,great_pret,critical,complete,1,convenient,0,problematic,priority,0
7999,pretentious,very_crit,completed,1,convenient,0,problematic,priority,0
3250,usual,critical,foster,1,convenient,1,nonprob,priority,0
4509,pretentious,proper,complete,more,less_conv,1,nonprob,recommended,0
5188,pretentious,less_proper,complete,1,convenient,0,slightly_prob,priority,0
2118,usual,improper,completed,more,convenient,1,slightly_prob,recommended,0
9396,great_pret,proper,foster,3,convenient,0,nonprob,recommended,0
1320,usual,less_proper,incomplete,1,less_conv,0,problematic,recommended,0
621,usual,proper,incomplete,more,less_conv,1,nonprob,recommended,0
9856,great_pret,less_proper,completed,3,less_conv,1,nonprob,priority,0
12096,great_pret,very_crit,complete,1,convenient,0,nonprob,recommended,0
7477,pretentious,critical,incomplete,3,less_conv,0,problematic,priority,0
6835,pretentious,improper,foster,3,less_conv,1,slightly_prob,priority,0
10890,great_pret,improper,incomplete,2,critical,0,nonprob,recommended,0
1180,usual,less_proper,completed,2,critical,1,nonprob,priority,0
11703,great_pret,critical,incomplete,1,critical,0,slightly_prob,recommended,0
5911,pretentious,less_proper,foster,2,less_conv,0,problematic,priority,0
10500,great_pret,improper,complete,3,less_conv,0,problematic,recommended,0
8814,great_pret,proper,complete,more,convenient,1,slightly_prob,recommended,0
9786,great_pret,less_proper,completed,2,convenient,1,slightly_prob,recommended,0
378,usual,proper,completed,more,convenient,0,nonprob,recommended,0
8511,pretentious,very_crit,foster,2,less_conv,1,problematic,recommended,0
3453,usual,critical,foster,more,critical,1,problematic,recommended,0
5332,pretentious,less_proper,complete,3,critical,0,slightly_prob,priority,0
7836,pretentious,very_crit,complete,2,convenient,0,problematic,recommended,0
8940,great_pret,proper,completed,2,less_conv,1,slightly_prob,recommended,0
4566,pretentious,proper,completed,1,less_conv,1,slightly_prob,recommended,0
12295,great_pret,very_crit,complete,more,critical,0,nonprob,priority,0
9765,great_pret,less_proper,completed,1,critical,1,nonprob,recommended,0
7371,pretentious,critical,incomplete,1,less_conv,1,nonprob,recommended,0
12018,great_pret,critical,foster,3,less_conv,1,slightly_prob,recommended,0
8718,great_pret,proper,complete,2,less_conv,0,problematic,recommended,0
11746,great_pret,critical,incomplete,2,less_conv,1,nonprob,priority,0
9741,great_pret,less_proper,completed,1,less_conv,0,slightly_prob,recommended,0
2775,usual,critical,complete,more,less_conv,0,slightly_prob,recommended,0
1684,usual,less_proper,foster,more,convenient,1,nonprob,priority,0
1207,usual,less_proper,completed,3,less_conv,0,nonprob,priority,0
11770,great_pret,critical,incomplete,2,critical,1,problematic,priority,0
9420,great_pret,proper,foster,3,less_conv,0,problematic,recommended,0
7369,pretentious,critical,incomplete,1,less_conv,0,problematic,priority,0
8563,pretentious,very_crit,foster,3,less_conv,1,slightly_prob,priority,0
12840,great_pret,very_crit,foster,2,critical,0,problematic,recommended,0
7992,pretentious,very_crit,completed,1,convenient,0,nonprob,recommended,0
10179,great_pret,less_proper,foster,1,less_conv,1,nonprob,recommended,0
9048,great_pret,proper,completed,more,less_conv,1,slightly_prob,recommended,0
2367,usual,improper,incomplete,more,critical,1,nonprob,recommended,0
6169,pretentious,improper,complete,3,convenient,1,slightly_prob,priority,0
3141,usual,critical,incomplete,3,convenient,1,nonprob,recommended,0
11682,great_pret,critical,incomplete,1,less_conv,0,nonprob,recommended,0
3430,usual,critical,foster,more,less_conv,1,nonprob,priority,0
10797,great_pret,improper,completed,more,critical,1,problematic,recommended,0
10377,great_pret,improper,complete,1,convenient,1,nonprob,recommended,0
7074,pretentious,critical,complete,more,convenient,0,nonprob,recommended,0
11385,great_pret,critical,complete,3,critical,1,nonprob,recommended,0
1410,usual,less_proper,incomplete,3,convenient,0,problematic,recommended,0
1839,usual,improper,complete,3,convenient,0,slightly_prob,recommended,0
1566,usual,less_proper,foster,2,convenient,0,nonprob,recommended,0
8760,great_pret,proper,complete,3,convenient,1,slightly_prob,recommended,0
6153,pretentious,improper,complete,2,critical,1,problematic,recommended,0
7168,pretentious,critical,completed,1,critical,0,slightly_prob,priority,0
9016,great_pret,proper,completed,3,critical,1,problematic,priority,0
12166,great_pret,very_crit,complete,2,convenient,1,problematic,priority,0
6451,pretentious,improper,completed,more,less_conv,0,problematic,priority,0
12456,great_pret,very_crit,completed,3,critical,0,nonprob,recommended,0
10965,great_pret,improper,incomplete,more,convenient,0,slightly_prob,recommended,0
6591,pretentious,improper,incomplete,3,convenient,0,slightly_prob,recommended,0
2820,usual,critical,completed,1,convenient,1,slightly_prob,recommended,0
4749,pretentious,proper,completed,more,critical,1,problematic,recommended,0
6502,pretentious,improper,incomplete,1,less_conv,0,slightly_prob,priority,0
8961,great_pret,proper,completed,2,critical,1,problematic,recommended,0
11911,great_pret,critical,foster,1,less_conv,1,slightly_prob,priority,0
6747,pretentious,improper,foster,1,critical,1,problematic,recommended,0
2397,usual,improper,foster,1,less_conv,0,slightly_prob,recommended,0
11277,great_pret,critical,complete,1,critical,1,nonprob,recommended,0
11914,great_pret,critical,foster,1,less_conv,1,problematic,priority,0
10059,great_pret,less_proper,incomplete,3,convenient,1,problematic,recommended,0
2349,usual,improper,incomplete,more,less_conv,1,nonprob,recommended,0
10896,great_pret,improper,incomplete,2,critical,0,problematic,recommended,0
9711,great_pret,less_proper,complete,more,critical,1,nonprob,recommended,0
8529,pretentious,very_crit,foster,2,critical,1,problematic,recommended,0
6783,pretentious,improper,foster,2,less_conv,1,problematic,recommended,0
11704,great_pret,critical,incomplete,1,critical,0,slightly_prob,priority,0
8209,pretentious,very_crit,incomplete,1,convenient,0,nonprob,priority,0
4414,pretentious,proper,complete,2,critical,0,slightly_prob,priority,0
5992,pretentious,less_proper,foster,3,critical,1,problematic,priority,0
7954,pretentious,very_crit,complete,more,convenient,1,problematic,priority,0
3033,usual,critical,incomplete,1,convenient,1,nonprob,recommended,0
4218,usual,very_crit,foster,3,convenient,0,problematic,recommended,0
8262,pretentious,very_crit,incomplete,2,convenient,0,nonprob,recommended,0
1324,usual,less_proper,incomplete,1,less_conv,1,nonprob,priority,0
11781,great_pret,critical,incomplete,3,convenient,1,nonprob,recommended,0
6780,pretentious,improper,foster,2,less_conv,1,slightly_prob,recommended,0
3682,usual,very_crit,completed,1,convenient,1,nonprob,priority,0
888,usual,less_proper,complete,1,less_conv,0,problematic,recommended,0
3340,usual,critical,foster,2,critical,1,nonprob,priority,0
10302,great_pret,less_proper,foster,3,critical,0,problematic,recommended,0
9105,great_pret,proper,incomplete,1,less_conv,1,problematic,recommended,0
4230,usual,very_crit,foster,3,less_conv,0,nonprob,recommended,0
8787,great_pret,proper,complete,3,critical,0,slightly_prob,recommended,0
5707,pretentious,less_proper,incomplete,2,critical,0,nonprob,priority,0
88,usual,proper,complete,2,less_conv,1,problematic,priority,0
2341,usual,improper,incomplete,more,less_conv,0,nonprob,priority,0
10911,great_pret,improper,incomplete,3,convenient,0,slightly_prob,recommended,0
7000,pretentious,critical,complete,2,less_conv,1,problematic,priority,0
4323,pretentious,proper,complete,1,convenient,0,slightly_prob,recommended,0
7623,pretentious,critical,foster,2,convenient,1,nonprob,recommended,0
10299,great_pret,less_proper,foster,3,critical,0,slightly_prob,recommended,0
3259,usual,critical,foster,1,less_conv,0,nonprob,priority,0
11046,great_pret,improper,foster,1,less_conv,1,slightly_prob,recommended,0
3507,usual,very_crit,complete,1,critical,1,problematic,recommended,0
358,usual,proper,completed,3,less_conv,1,problematic,priority,0
6811,pretentious,improper,foster,3,convenient,0,problematic,priority,0
9690,great_pret,less_proper,complete,more,less_conv,0,problematic,recommended,0
2259,usual,improper,incomplete,2,critical,1,nonprob,recommended,0
1983,usual,improper,completed,1,critical,0,slightly_prob,recommended,0
6313,pretentious,improper,completed,1,critical,1,slightly_prob,priority,0
444,usual,proper,incomplete,1,convenient,1,slightly_prob,recommended,0
3468,usual,very_crit,complete,1,convenient,1,slightly_prob,recommended,0
2878,usual,critical,completed,2,convenient,1,problematic,priority,0
3301,usual,critical,foster,2,convenient,0,problematic,priority,0
12120,great_pret,very_crit,complete,1,less_conv,0,problematic,recommended,0
7437,pretentious,critical,incomplete,2,critical,0,slightly_prob,recommended,0
10783,great_pret,improper,completed,more,critical,0,nonprob,priority,0
2877,usual,critical,completed,2,convenient,1,problematic,recommended,0
8046,pretentious,very_crit,completed,2,convenient,0,nonprob,recommended,0
6528,pretentious,improper,incomplete,1,critical,1,slightly_prob,recommended,0
9112,great_pret,proper,incomplete,1,critical,0,slightly_prob,priority,0
6426,pretentious,improper,completed,more,convenient,0,nonprob,recommended,0
9270,great_pret,proper,incomplete,more,critical,0,nonprob,recommended,0
2137,usual,improper,completed,more,less_conv,1,slightly_prob,priority,0
5337,pretentious,less_proper,complete,3,critical,1,nonprob,recommended,0
1368,usual,less_proper,incomplete,2,less_conv,0,nonprob,recommended,0
6130,pretentious,improper,complete,2,less_conv,1,nonprob,priority,0
4852,pretentious,proper,incomplete,2,critical,1,nonprob,priority,0
6640,pretentious,improper,incomplete,3,critical,1,problematic,priority,0
9934,great_pret,less_proper,completed,more,critical,1,problematic,priority,0
4588,pretentious,proper,completed,1,critical,1,problematic,priority,0
4644,pretentious,proper,completed,3,convenient,0,nonprob,recommended,0
8899,great_pret,proper,completed,1,critical,0,problematic,priority,0
8517,pretentious,very_crit,foster,2,critical,0,slightly_prob,recommended,0
8137,pretentious,very_crit,completed,3,critical,0,nonprob,priority,0
148,usual,proper,complete,3,critical,0,slightly_prob,priority,0
331,usual,proper,completed,3,convenient,0,problematic,priority,0
786,usual,proper,foster,3,less_conv,1,slightly_prob,recommended,0
9631,great_pret,less_proper,complete,3,less_conv,0,nonprob,priority,0
3369,usual,critical,foster,3,less_conv,0,slightly_prob,recommended,0
11904,great_pret,critical,foster,1,less_conv,0,problematic,recommended,0
6763,pretentious,improper,foster,2,convenient,1,slightly_prob,priority,0
12624,great_pret,very_crit,incomplete,2,critical,0,problematic,recommended,0
11245,great_pret,critical,complete,1,convenient,1,slightly_prob,priority,0
4432,pretentious,proper,complete,3,convenient,0,slightly_prob,priority,0
4729,pretentious,proper,completed,more,less_conv,1,slightly_prob,priority,0
9238,great_pret,proper,incomplete,more,convenient,0,slightly_prob,priority,0
10666,great_pret,improper,completed,2,less_conv,1,nonprob,priority,0
7840,pretentious,very_crit,complete,2,convenient,1,nonprob,priority,0
8083,pretentious,very_crit,completed,2,critical,0,nonprob,priority,0
3928,usual,very_crit,incomplete,1,critical,0,slightly_prob,priority,0
10329,great_pret,less_proper,foster,more,convenient,1,problematic,recommended,0
6843,pretentious,improper,foster,3,critical,0,slightly_prob,recommended,0
8715,great_pret,proper,complete,2,less_conv,0,slightly_prob,recommended,0
5218,pretentious,less_proper,complete,1,less_conv,1,problematic,priority,0
11217,great_pret,improper,foster,more,critical,0,slightly_prob,recommended,0
8451,pretentious,very_crit,foster,1,less_conv,1,nonprob,recommended,0
3265,usual,critical,foster,1,less_conv,0,problematic,priority,0
949,usual,less_proper,complete,2,less_conv,1,slightly_prob,priority,0
2398,usual,improper,foster,1,less_conv,0,slightly_prob,priority,0
4398,pretentious,proper,complete,2,less_conv,0,problematic,recommended,0
12361,great_pret,very_crit,completed,1,critical,1,slightly_prob,priority,0
3402,usual,critical,foster,more,convenient,0,nonprob,recommended,0
10747,great_pret,improper,completed,more,convenient,0,nonprob,priority,0
11569,great_pret,critical,completed,3,convenient,1,slightly_prob,priority,0
5599,pretentious,less_proper,completed,more,critical,0,nonprob,priority,0
11394,great_pret,critical,complete,more,convenient,0,nonprob,recommended,0
1980,usual,improper,completed,1,critical,0,nonprob,recommended,0
5538,pretentious,less_proper,completed,3,less_conv,1,slightly_prob,recommended,0
2125,usual,improper,completed,more,less_conv,0,nonprob,priority,0
850,usual,proper,foster,more,critical,0,slightly_prob,priority,0
11970,great_pret,critical,foster,2,critical,0,nonprob,recommended,0
11022,great_pret,improper,foster,1,convenient,0,problematic,recommended,0
5164,pretentious,proper,foster,more,less_conv,1,problematic,priority,0
8497,pretentious,very_crit,foster,2,less_conv,0,nonprob,priority,0
9259,great_pret,proper,incomplete,more,less_conv,0,problematic,priority,0
9387,great_pret,proper,foster,2,critical,1,nonprob,recommended,0
12387,great_pret,very_crit,completed,2,less_conv,0,slightly_prob,recommended,0
612,usual,proper,incomplete,more,less_conv,0,nonprob,recommended,0
2445,usual,improper,foster,2,convenient,1,problematic,recommended,0
1087,usual,less_proper,completed,1,convenient,0,problematic,priority,0
652,usual,proper,foster,1,convenient,0,slightly_prob,priority,0
11257,great_pret,critical,complete,1,less_conv,0,problematic,priority,0
972,usual,less_proper,complete,3,convenient,0,nonprob,recommended,0
1065,usual,less_proper,complete,more,critical,0,slightly_prob,recommended,0
1039,usual,less_proper,complete,more,convenient,1,slightly_prob,priority,0
12111,great_pret,very_crit,complete,1,convenient,1,problematic,recommended,0
7263,pretentious,critical,completed,3,less_conv,1,nonprob,recommended,0
3067,usual,critical,incomplete,1,critical,0,problematic,priority,0
7234,pretentious,critical,completed,2,critical,1,problematic,priority,0
5203,pretentious,less_proper,complete,1,less_conv,0,nonprob,priority,0
570,usual,proper,incomplete,3,less_conv,1,slightly_prob,recommended,0
9498,great_pret,proper,foster,more,critical,1,slightly_prob,recommended,0
12094,great_pret,critical,foster,more,critical,1,problematic,priority,0
11715,great_pret,critical,incomplete,1,critical,1,problematic,recommended,0
10888,great_pret,improper,incomplete,2,less_conv,1,problematic,priority,0
11667,great_pret,critical,incomplete,1,convenient,0,slightly_prob,recommended,0
4630,pretentious,proper,completed,2,critical,0,slightly_prob,priority,0
4014,usual,very_crit,incomplete,3,less_conv,0,nonprob,recommended,0
6048,pretentious,improper,complete,1,convenient,0,nonprob,recommended,0
5559,pretentious,less_proper,completed,3,critical,1,problematic,recommended,0
12928,great_pret,very_crit,foster,more,less_conv,0,slightly_prob,priority,0
5361,pretentious,less_proper,complete,more,convenient,1,problematic,recommended,0
5314,pretentious,less_proper,complete,3,less_conv,0,slightly_prob,priority,0
1663,usual,less_proper,foster,3,critical,0,problematic,priority,0
2266,usual,improper,incomplete,2,critical,1,problematic,priority,0
3091,usual,critical,incomplete,2,convenient,1,slightly_prob,priority,0
4717,pretentious,proper,completed,more,less_conv,0,nonprob,priority,0
11944,great_pret,critical,foster,2,convenient,1,nonprob,priority,0
5182,pretentious,proper,foster,more,critical,1,problematic,priority,0
9261,great_pret,proper,incomplete,more,less_conv,1,nonprob,recommended,0
1360,usual,less_proper,incomplete,2,convenient,1,nonprob,priority,0
4810,pretentious,proper,incomplete,2,convenient,0,slightly_prob,priority,0
7413,pretentious,critical,incomplete,2,convenient,1,problematic,recommended,0
12769,great_pret,very_crit,foster,1,less_conv,0,problematic,priority,0
1762,usual,improper,complete,1,less_conv,1,problematic,priority,0
5422,pretentious,less_proper,completed,1,less_conv,0,slightly_prob,priority,0
6895,pretentious,improper,foster,more,critical,0,nonprob,priority,0
411,usual,proper,completed,more,less_conv,1,problematic,recommended,0
4287,usual,very_crit,foster,more,less_conv,0,slightly_prob,recommended,0
2665,usual,critical,complete,2,less_conv,0,nonprob,priority,0
6004,pretentious,less_proper,foster,more,convenient,1,nonprob,priority,0
4551,pretentious,proper,completed,1,convenient,1,problematic,recommended,0
4605,pretentious,proper,completed,2,convenient,1,problematic,recommended,0
7648,pretentious,critical,foster,2,less_conv,1,problematic,priority,0
3475,usual,very_crit,complete,1,less_conv,0,nonprob,priority,0
9472,great_pret,proper,foster,more,less_conv,0,slightly_prob,priority,0
10558,great_pret,improper,complete,more,less_conv,1,nonprob,priority,0
4803,pretentious,proper,incomplete,1,critical,1,problematic,recommended,0
1965,usual,improper,completed,1,less_conv,0,slightly_prob,recommended,0
8877,great_pret,proper,completed,1,less_conv,0,slightly_prob,recommended,0
4974,pretentious,proper,foster,1,convenient,0,problematic,recommended,0
5676,pretentious,less_proper,incomplete,2,convenient,0,problematic,recommended,0
6036,pretentious,less_proper,foster,more,critical,0,problematic,recommended,0
9903,great_pret,less_proper,completed,more,less_conv,0,slightly_prob,recommended,0
8086,pretentious,very_crit,completed,2,critical,0,slightly_prob,priority,0
2752,usual,critical,complete,3,critical,1,problematic,priority,0
6952,pretentious,critical,complete,1,critical,0,slightly_prob,priority,0
9195,great_pret,proper,incomplete,3,convenient,1,problematic,recommended,0
837,usual,proper,foster,more,less_conv,1,nonprob,recommended,0
10345,great_pret,less_proper,foster,more,less_conv,1,slightly_prob,priority,0
4684,pretentious,proper,completed,3,critical,0,slightly_prob,priority,0
540,usual,proper,incomplete,3,convenient,0,nonprob,recommended,0
271,usual,proper,completed,2,convenient,0,nonprob,priority,0
5899,pretentious,less_proper,foster,2,convenient,1,slightly_prob,priority,0
5793,pretentious,less_proper,incomplete,more,convenient,1,problematic,recommended,0
1690,usual,less_proper,foster,more,convenient,1,problematic,priority,0
2577,usual,improper,foster,more,critical,0,slightly_prob,recommended,0
4498,pretentious,proper,complete,more,convenient,1,problematic,priority,0
12712,great_pret,very_crit,incomplete,more,less_conv,0,slightly_prob,priority,0
11161,great_pret,improper,foster,3,critical,0,nonprob,priority,0
12234,great_pret,very_crit,complete,3,less_conv,1,slightly_prob,recommended,0
2260,usual,improper,incomplete,2,critical,1,nonprob,priority,0
7221,pretentious,critical,completed,2,critical,0,slightly_prob,recommended,0
841,usual,proper,foster,more,less_conv,1,slightly_prob,priority,0
4318,usual,very_crit,foster,more,critical,1,problematic,priority,0
2353,usual,improper,incomplete,more,less_conv,1,slightly_prob,priority,0
3424,usual,critical,foster,more,less_conv,0,slightly_prob,priority,0
10318,great_pret,less_proper,foster,more,convenient,0,slightly_prob,priority,0
5436,pretentious,less_proper,completed,1,critical,0,nonprob,recommended,0
750,usual,proper,foster,2,critical,1,slightly_prob,recommended,0
4267,usual,very_crit,foster,more,convenient,0,nonprob,priority,0
4213,usual,very_crit,foster,3,convenient,0,nonprob,priority,0
6090,pretentious,improper,complete,1,critical,0,problematic,recommended,0
9415,great_pret,proper,foster,3,less_conv,0,nonprob,priority,0
7237,pretentious,critical,completed,3,convenient,0,nonprob,priority,0
4449,pretentious,proper,complete,3,less_conv,0,slightly_prob,recommended,0
3993,usual,very_crit,incomplete,2,critical,1,problematic,recommended,0
258,usual,proper,completed,1,critical,0,problematic,recommended,0
1299,usual,less_proper,incomplete,1,convenient,0,slightly_prob,recommended,0
10575,great_pret,improper,complete,more,critical,1,nonprob,recommended,0
4582,pretentious,proper,completed,1,critical,1,nonprob,priority,0
5565,pretentious,less_proper,completed,more,convenient,0,slightly_prob,recommended,0
8113,pretentious,very_crit,completed,3,convenient,1,slightly_prob,priority,0
12489,great_pret,very_crit,completed,more,convenient,1,problematic,recommended,0
