,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,output
24458,0,2,1,3,2,2,2,0,0,-1.1367201460025875,1.140679613107138,-0.5967345653832105,-0.5923358920002593,-0.5163095579635912,-0.5354266098772227,-0.5527883776506667,-0.5290698970348525,-0.34194161870789364,-0.06168114146085419,-0.296801274077391,-0.24422964521769594,-0.1832293678206492,-0.12462628366828325,0
16946,0,3,1,2,0,0,0,0,0,-0.9054982522888292,2.3340293438768858,-0.4474569835274887,-0.43113617730616205,-0.4331062827343519,-0.4194030901445896,-0.3774647540469677,-0.5044028413991178,-0.2508349587725027,-0.17005558974055807,-0.2286452777938691,-0.22629259567640886,-0.2151706146961331,-0.1635526155967569,0
1955,0,2,2,1,2,2,2,2,2,-1.2137941105738403,0.5982479173027069,-0.5771921308589761,-0.5562124311374924,-0.5439814964670421,-0.5148768921539455,-0.4917154238613305,-0.4830605488783426,-0.2720871418720769,-0.2569895184166682,-0.2395502371992326,-0.2707841384887829,-0.3141361173103375,-0.28224417682375025,0
15762,1,2,1,2,2,2,0,0,0,-0.8284242877175766,-1.3545061875932451,0.09246558032239566,0.16645349107781302,-0.03713367653072732,-0.1188207212981364,-0.16615200496762433,-0.6270832419945417,-0.05213912189551682,-0.2569895184166682,-0.20939120884377413,-0.21231318695917795,-0.2141888140749605,1.2753153676379652,0
16549,0,1,2,2,0,0,0,0,0,-0.13475860657630187,-0.7035881526279277,-0.5929455874594708,-0.541923220831217,-0.474592560521964,-0.4001124701032984,-0.3519532670210425,-0.1738911626529191,-0.13062729811553553,-0.08338207223372243,-0.06961461979898463,-0.18039672870065995,0.3403976301381043,-0.06837435891615369,0
6121,1,2,1,2,2,2,0,0,2,0.6359810391362256,-0.7035881526279277,1.0482793984253391,1.0557566150949134,0.8937768674855651,0.6362803663294251,0.9042448549286431,0.9192002741880756,-0.021951361810894243,-0.2569895184166682,-0.12073161701162605,0.4898488947282179,-0.3141361173103375,-0.17525301594519985,0
10628,1,1,1,2,2,2,2,-1,-1,0.7130550037074783,1.7915976480724551,-0.6936047429102177,-0.6888758762818894,-0.6757656788448615,-0.6701656062655484,-0.6219375017364112,-0.6527242181386989,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.14848027044214196,-0.3141361173103375,-0.2933820579246719,0
12430,0,2,2,2,2,4,4,4,4,-1.1367201460025875,-1.2460198484323588,-0.6732338938578538,-0.6678003448567045,-0.6541357112809344,-0.6468489825250675,-0.6359186519440426,-0.6250178588473699,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
27482,0,1,2,2,0,0,0,0,0,-0.9054982522888292,2.008570326394228,-0.5712574235017208,-0.5438200186594837,-0.5310756158205655,-0.5748938816619434,-0.5365208981737872,-0.3994545107501445,-0.25137833845402585,-0.1915395112056976,-0.2400046105077894,-0.21231318695917795,-0.2486827425654933,-0.1808782084204128,0
16949,0,2,1,2,2,2,2,0,0,-0.9054982522888292,2.4425156830377723,-0.5771106474627666,-0.5402793293800526,-0.5156029790231696,-0.4895084055243023,-0.4562361991579644,-0.4282355409473189,-0.212013499303678,-0.21358765687093173,-0.2400046105077894,-0.24422964521769594,-0.2486827425654933,-0.2371301331725424,0
20694,0,2,1,2,2,0,0,0,0,0.17353725170870912,0.5982479173027069,1.034114868050929,0.9597505442760546,1.0173993421025962,0.9287485501141908,1.003757747582961,0.8789336986846775,-0.34194161870789364,0.0034216508577504657,-0.012817956229383023,-0.09741393722851316,0.013130756413883395,-0.06837435891615369,0
22550,1,3,1,3,2,2,2,0,0,-0.9054982522888292,-0.052670117662610455,-0.22792713357318176,-0.22980865077851276,-0.17756984593411768,-0.192656696476326,-0.1714154968104974,-0.15369070796960468,-0.34194161870789364,-0.10460558252958753,-0.296801274077391,-0.2413571639744293,-0.24436281983233366,-0.229592375255757,0
