,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,output
421,A12,A32,A41,A65,A73,A93,A101,A123,A143,A152,A173,1,0,-0.738667542842371,-0.4406645572259994,0.9184771676276684,-0.7659772668958666,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,1
839,A14,A34,A43,A61,A75,A94,A102,A121,A143,A152,A173,1,0,0.2569530922366421,-0.2340240716125888,0.9184771676276684,0.1405047057619635,0.919454953014738,1.0270789116578083,-0.4282895663715403,1
784,A12,A32,A41,A65,A71,A91,A101,A121,A143,A152,A174,0,0,-0.07492045278969563,1.1330640124541778,-1.7645135849361149,1.0469866784197936,2.150789307539928,-0.7049259983890862,-0.4282895663715403,1
829,A12,A33,A49,A65,A73,A93,A101,A124,A143,A153,A173,0,0,2.2481943623946683,1.2085604505942402,0.9184771676276684,1.0469866784197936,0.21583532185748688,-0.7049259983890862,2.3348689263480744,0
975,A13,A32,A43,A63,A73,A92,A101,A123,A143,A152,A172,1,0,0.2569530922366421,-0.7135859533191833,0.024146916773074168,0.1405047057619635,1.8869319458559584,-0.7049259983890862,-0.4282895663715403,1
140,A13,A32,A40,A64,A72,A94,A101,A121,A143,A152,A171,1,1,-1.2364778603818776,-0.908175364299908,-0.8701833340815202,-0.7659772668958666,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,1
275,A14,A32,A43,A61,A73,A93,A101,A121,A143,A152,A173,1,0,-0.9875727016121244,-0.20354194165932407,-1.7645135849361149,-0.7659772668958666,-0.3118794015104515,-0.7049259983890862,2.3348689263480744,1
616,A12,A33,A43,A65,A73,A93,A101,A124,A143,A153,A174,1,0,3.2438149974736814,2.086162238551024,-0.8701833340815202,-0.7659772668958666,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,1
343,A12,A32,A49,A61,A75,A93,A102,A121,A141,A152,A174,0,0,-0.2408572253028645,0.4138984115800608,-1.7645135849361149,-1.6724592395536968,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,1
154,A12,A33,A49,A62,A74,A93,A101,A123,A143,A151,A174,0,0,0.2569530922366421,1.309931254857423,0.9184771676276684,1.0469866784197936,0.03993041406817406,-0.7049259983890862,-0.4282895663715403,1
100,A14,A32,A40,A62,A75,A94,A101,A121,A143,A151,A172,1,0,0.2569530922366421,-0.6387984019222199,0.9184771676276684,1.0469866784197936,0.479692683541456,-0.7049259983890862,-0.4282895663715403,1
289,A11,A33,A43,A61,A72,A94,A101,A121,A142,A152,A173,1,0,0.2569530922366421,-0.7965257022617872,0.9184771676276684,1.0469866784197936,1.095359860804051,-0.7049259983890862,-0.4282895663715403,0
763,A14,A34,A40,A65,A75,A93,A101,A124,A143,A153,A174,0,0,0.008047933466888799,3.3348662365202277,0.9184771676276684,1.0469866784197936,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,1
780,A12,A34,A43,A61,A74,A93,A103,A121,A143,A152,A173,1,0,1.5014788860854085,0.5889934371255579,-0.8701833340815202,-0.7659772668958666,-0.9275465787730462,1.0270789116578083,-0.4282895663715403,1
927,A11,A32,A41,A61,A74,A93,A101,A124,A142,A153,A173,0,0,2.2481943623946683,2.490227682117556,0.9184771676276684,1.0469866784197936,0.3037877757521432,2.759083821704704,2.3348689263480744,0
936,A13,A32,A43,A61,A73,A92,A101,A121,A143,A152,A172,1,0,-0.9875727016121244,-0.8954154029241226,0.024146916773074168,-0.7659772668958666,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,1
595,A12,A31,A40,A62,A72,A92,A101,A122,A142,A152,A172,1,0,-1.2364778603818776,-0.8294889358158991,-1.7645135849361149,-1.6724592395536968,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,0
640,A11,A32,A46,A61,A71,A92,A101,A121,A143,A152,A171,1,0,-0.2408572253028645,-0.8936431860663747,0.9184771676276684,-1.6724592395536968,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,1
790,A12,A32,A49,A61,A75,A92,A101,A122,A143,A152,A173,1,0,0.008047933466888799,-0.7383969893276545,-0.8701833340815202,1.0469866784197936,0.3037877757521432,-0.7049259983890862,2.3348689263480744,1
335,A11,A34,A42,A61,A73,A91,A101,A121,A143,A151,A174,0,0,-1.2364778603818776,0.03996065459524388,-1.7645135849361149,1.0469866784197936,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,1
74,A11,A32,A46,A65,A75,A93,A101,A124,A143,A152,A174,0,0,1.2525737273156552,-0.4587411691750285,0.9184771676276684,1.0469866784197936,0.3917402296467996,-0.7049259983890862,-0.4282895663715403,1
538,A11,A32,A40,A61,A75,A93,A101,A124,A141,A153,A174,1,0,2.2481943623946683,1.592068178610896,0.9184771676276684,1.0469866784197936,0.5676451374361124,-0.7049259983890862,-0.4282895663715403,0
15,A11,A32,A43,A62,A73,A92,A101,A123,A143,A152,A172,1,0,0.2569530922366421,-0.7050793124019931,0.9184771676276684,-0.7659772668958666,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,0
203,A11,A32,A48,A61,A74,A94,A101,A122,A143,A151,A173,1,0,-0.738667542842371,-0.8397677935908371,0.9184771676276684,1.0469866784197936,-1.2793563943516721,-0.7049259983890862,-0.4282895663715403,1
18,A12,A32,A41,A61,A75,A92,A101,A124,A143,A153,A174,0,0,0.2569530922366421,3.2990674559937188,0.9184771676276684,-0.7659772668958666,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,0
37,A13,A32,A43,A61,A73,A93,A102,A121,A142,A152,A173,1,0,-0.2408572253028645,-0.41514463447442895,0.9184771676276684,-0.7659772668958666,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,1
364,A11,A32,A42,A61,A71,A93,A101,A123,A143,A152,A171,1,0,-0.2408572253028645,-0.2829372568864321,0.9184771676276684,-1.6724592395536968,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,1
351,A12,A32,A42,A61,A73,A92,A101,A123,A143,A152,A173,1,1,-0.9875727016121244,-0.8195645214125105,-1.7645135849361149,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,1
661,A11,A32,A40,A65,A73,A94,A101,A123,A143,A152,A173,1,0,-0.738667542842371,-0.8404766803339363,0.9184771676276684,-0.7659772668958666,-1.1034514865623593,-0.7049259983890862,-0.4282895663715403,1
62,A12,A30,A49,A61,A75,A93,A101,A124,A143,A153,A174,0,0,1.2525737273156552,-0.4672478100922186,0.9184771676276684,1.0469866784197936,2.238741761434584,-0.7049259983890862,-0.4282895663715403,1
885,A11,A32,A46,A61,A72,A92,A101,A122,A143,A152,A173,1,0,-0.738667542842371,-0.8776932343466431,0.9184771676276684,1.0469866784197936,1.5351221302773328,-0.7049259983890862,-0.4282895663715403,0
120,A11,A32,A43,A61,A73,A92,A101,A121,A143,A152,A173,0,0,0.008047933466888799,-0.5090721279350702,0.024146916773074168,-0.7659772668958666,-0.9275465787730462,1.0270789116578083,-0.4282895663715403,1
230,A13,A32,A43,A61,A73,A93,A101,A123,A143,A152,A173,1,0,1.2525737273156552,0.33273087949520475,0.9184771676276684,-0.7659772668958666,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,1
570,A11,A32,A42,A61,A72,A92,A101,A121,A143,A151,A172,0,0,0.2569530922366421,-0.013205851137194536,0.9184771676276684,1.0469866784197936,-1.1034514865623593,-0.7049259983890862,-0.4282895663715403,0
402,A14,A33,A49,A61,A72,A93,A101,A123,A141,A152,A173,0,0,0.2569530922366421,1.9057505624322824,-0.8701833340815202,-0.7659772668958666,-0.7516416709837335,1.0270789116578083,-0.4282895663715403,1
951,A11,A33,A49,A61,A74,A93,A101,A123,A143,A152,A173,0,0,1.2525737273156552,-0.39919468275469744,-0.8701833340815202,-1.6724592395536968,-1.0154990326677027,1.0270789116578083,-0.4282895663715403,1
728,A12,A31,A49,A61,A75,A92,A101,A124,A143,A151,A173,1,0,2.2481943623946683,1.1146329571335991,0.9184771676276684,0.1405047057619635,2.0628368536452717,-0.7049259983890862,-0.4282895663715403,0
739,A12,A30,A49,A62,A73,A92,A101,A123,A143,A151,A172,1,0,0.7547634097761486,0.35754191550367603,0.9184771676276684,1.0469866784197936,-0.8395941248783899,1.0270789116578083,-0.4282895663715403,0
822,A11,A32,A42,A61,A75,A93,A101,A122,A141,A152,A173,1,0,1.2525737273156552,-0.19822529108608025,-0.8701833340815202,-0.7659772668958666,0.479692683541456,-0.7049259983890862,2.3348689263480744,1
304,A14,A34,A40,A63,A73,A93,A101,A124,A141,A153,A173,1,0,2.2481943623946683,2.429972308954125,-0.8701833340815202,-0.7659772668958666,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,1
535,A13,A34,A46,A61,A72,A91,A101,A123,A143,A151,A173,1,0,0.008047933466888799,-0.33752153610506885,-0.8701833340815202,-1.6724592395536968,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,1
375,A11,A31,A49,A61,A74,A92,A103,A123,A143,A151,A173,1,0,2.2481943623946683,1.564421595630028,-0.8701833340815202,1.0469866784197936,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,0
237,A12,A32,A49,A62,A75,A91,A101,A123,A141,A151,A172,1,0,0.008047933466888799,-0.1787309056508528,0.9184771676276684,-0.7659772668958666,2.238741761434584,1.0270789116578083,-0.4282895663715403,0
831,A11,A32,A40,A61,A72,A92,A101,A123,A143,A151,A173,0,0,-0.2408572253028645,-0.7284725749242661,0.9184771676276684,0.1405047057619635,-1.1034514865623593,-0.7049259983890862,-0.4282895663715403,0
603,A14,A32,A42,A61,A73,A92,A101,A123,A143,A152,A174,0,0,1.2525737273156552,0.027555136591008247,0.9184771676276684,-0.7659772668958666,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,1
353,A11,A30,A43,A61,A73,A93,A101,A122,A143,A151,A173,0,0,-0.738667542842371,1.037718745507338,0.9184771676276684,-0.7659772668958666,-0.6636892170890771,1.0270789116578083,-0.4282895663715403,0
485,A12,A33,A40,A61,A71,A93,A101,A122,A143,A152,A174,0,0,-1.2364778603818776,-0.7309536785251132,0.9184771676276684,1.0469866784197936,1.0074074069093943,-0.7049259983890862,-0.4282895663715403,1
68,A14,A32,A46,A61,A73,A93,A101,A124,A142,A153,A173,0,0,1.2525737273156552,-0.5147432218798635,0.9184771676276684,1.0469866784197936,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,1
274,A11,A32,A45,A61,A72,A91,A101,A124,A143,A152,A172,0,0,0.7547634097761486,3.0931358571234067,-1.7645135849361149,-1.6724592395536968,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,0
648,A13,A32,A40,A61,A74,A93,A101,A124,A141,A153,A173,1,0,0.2569530922366421,-0.8238178418711055,0.9184771676276684,0.1405047057619635,0.21583532185748688,-0.7049259983890862,2.3348689263480744,0
597,A12,A30,A49,A61,A73,A93,A101,A121,A143,A152,A172,0,0,0.2569530922366421,0.343718624013242,-1.7645135849361149,1.0469866784197936,0.03993041406817406,2.759083821704704,-0.4282895663715403,1
95,A12,A30,A49,A61,A72,A93,A101,A124,A143,A151,A173,0,0,2.746004679934175,4.492123844629637,0.024146916773074168,1.0469866784197936,1.9748843997506147,-0.7049259983890862,-0.4282895663715403,0
174,A11,A33,A46,A61,A72,A93,A101,A122,A143,A152,A173,1,0,0.008047933466888799,0.05059395574173156,-0.8701833340815202,-1.6724592395536968,-0.8395941248783899,1.0270789116578083,-0.4282895663715403,1
622,A14,A32,A49,A65,A73,A91,A101,A121,A141,A152,A173,1,0,2.2481943623946683,0.2278156415165263,0.9184771676276684,-0.7659772668958666,0.21583532185748688,-0.7049259983890862,-0.4282895663715403,1
557,A14,A30,A40,A65,A73,A92,A101,A122,A141,A152,A173,0,0,0.008047933466888799,0.6138044731340292,-1.7645135849361149,1.0469866784197936,-0.5757367631944207,1.0270789116578083,-0.4282895663715403,1
919,A11,A32,A42,A61,A75,A93,A101,A122,A143,A151,A174,0,0,0.2569530922366421,0.02613736310480989,0.9184771676276684,-0.7659772668958666,0.3037877757521432,-0.7049259983890862,-0.4282895663715403,1
419,A12,A32,A40,A65,A73,A92,A101,A122,A143,A152,A173,1,0,-0.2408572253028645,-0.7901457215738945,0.9184771676276684,-0.7659772668958666,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,1
757,A13,A34,A43,A65,A73,A93,A101,A124,A143,A153,A173,0,0,-0.4897623840726178,-0.7089781894890386,0.024146916773074168,1.0469866784197936,0.3037877757521432,1.0270789116578083,-0.4282895663715403,1
642,A14,A32,A46,A62,A73,A93,A101,A122,A143,A152,A174,0,0,-0.4897623840726178,0.4791159919451852,0.024146916773074168,-0.7659772668958666,0.3917402296467996,-0.7049259983890862,-0.4282895663715403,1
199,A12,A33,A42,A61,A75,A91,A101,A124,A143,A152,A174,0,0,-0.2408572253028645,0.36356745282001895,0.9184771676276684,0.1405047057619635,0.3917402296467996,-0.7049259983890862,-0.4282895663715403,1
268,A11,A32,A40,A61,A75,A91,A101,A122,A143,A152,A174,0,1,-0.5727307703292022,2.0227168750436477,-1.7645135849361149,1.0469866784197936,0.8315024991200816,-0.7049259983890862,-0.4282895663715403,1
771,A11,A34,A46,A61,A73,A92,A101,A124,A143,A152,A174,0,0,1.2525737273156552,1.6991100768188718,0.024146916773074168,-0.7659772668958666,-0.9275465787730462,1.0270789116578083,-0.4282895663715403,0
439,A13,A31,A49,A61,A72,A92,A101,A121,A143,A152,A171,1,0,-0.738667542842371,-0.9436197014548668,0.9184771676276684,-1.6724592395536968,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,1
958,A11,A32,A40,A61,A73,A93,A101,A123,A143,A152,A172,1,0,0.5888266372629798,0.2604244316990885,0.024146916773074168,-0.7659772668958666,0.8315024991200816,-0.7049259983890862,-0.4282895663715403,0
89,A11,A30,A45,A61,A74,A93,A101,A121,A143,A152,A173,1,0,-0.738667542842371,-0.7667524590516217,0.9184771676276684,0.1405047057619635,-0.6636892170890771,1.0270789116578083,-0.4282895663715403,1
722,A11,A32,A40,A61,A73,A92,A101,A121,A143,A152,A172,1,0,-0.738667542842371,-0.7242192544656709,0.9184771676276684,-0.7659772668958666,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0
828,A11,A32,A41,A65,A75,A93,A101,A124,A143,A153,A173,1,0,1.2525737273156552,1.794809787137261,0.024146916773074168,1.0469866784197936,1.0074074069093943,-0.7049259983890862,-0.4282895663715403,1
405,A12,A32,A43,A61,A72,A94,A101,A122,A143,A152,A173,0,0,0.2569530922366421,-0.4367656801389539,-1.7645135849361149,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,1
226,A12,A32,A43,A64,A74,A93,A102,A124,A141,A152,A173,0,0,2.2481943623946683,2.725578080826483,-1.7645135849361149,-0.7659772668958666,-0.7516416709837335,1.0270789116578083,-0.4282895663715403,1
766,A11,A32,A42,A61,A72,A91,A101,A122,A143,A152,A172,1,0,0.7547634097761486,-0.0578657159524428,-0.8701833340815202,1.0469866784197936,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,0
849,A11,A32,A43,A61,A75,A93,A101,A121,A142,A152,A172,1,0,-0.738667542842371,-0.908175364299908,0.9184771676276684,1.0469866784197936,1.8869319458559584,-0.7049259983890862,-0.4282895663715403,1
