0000_A11,0000_A12,0000_A13,0000_A14,0001_A30,0001_A31,0001_A32,0001_A33,0001_A34,0002_A40,0002_A41,0002_A410,0002_A42,0002_A43,0002_A44,0002_A45,0002_A46,0002_A48,0002_A49,0003_A61,0003_A62,0003_A63,0003_A64,0003_A65,0004_A71,0004_A72,0004_A73,0004_A74,0004_A75,0005_A91,0005_A92,0005_A93,0005_A94,0006_A101,0006_A102,0006_A103,0007_A121,0007_A122,0007_A123,0007_A124,0008_A141,0008_A142,0008_A143,0009_A151,0009_A152,0009_A153,0010_A171,0010_A172,0010_A173,0010_A174,0011,0012,13,14,15,16,17,18,19,output
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.2569530922366421,-0.4367656801389539,-1.7645135849361149,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.2569530922366421,-0.7344981122406091,0.9184771676276684,1.0469866784197936,2.150789307539928,1.0270789116578083,-0.4282895663715403,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.2569530922366421,0.343718624013242,-1.7645135849361149,1.0469866784197936,0.03993041406817406,2.759083821704704,-0.4282895663715403,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.008047933466888799,-0.7383969893276545,-0.8701833340815202,1.0469866784197936,0.3037877757521432,-0.7049259983890862,2.3348689263480744,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,-0.738667542842371,-0.8397677935908371,0.9184771676276684,1.0469866784197936,-1.2793563943516721,-0.7049259983890862,-0.4282895663715403,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,2.2481943623946683,1.1146329571335991,0.9184771676276684,0.1405047057619635,2.0628368536452717,-0.7049259983890862,-0.4282895663715403,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.2525737273156552,0.41956950552485417,-0.8701833340815202,-0.7659772668958666,-0.4877843092997643,1.0270789116578083,-0.4282895663715403,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,-0.90460431535554,-0.7199659340070759,-1.7645135849361149,1.0469866784197936,1.095359860804051,-0.7049259983890862,2.3348689263480744,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0.7547634097761486,0.35754191550367603,0.9184771676276684,1.0469866784197936,-0.8395941248783899,1.0270789116578083,-0.4282895663715403,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.5888266372629798,0.2604244316990885,0.024146916773074168,-0.7659772668958666,0.8315024991200816,-0.7049259983890862,-0.4282895663715403,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,-1.2364778603818776,-0.7348525556121586,0.9184771676276684,1.0469866784197936,-0.048022039826482336,-0.7049259983890862,-0.4282895663715403,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2.2481943623946683,1.592068178610896,0.9184771676276684,1.0469866784197936,0.5676451374361124,-0.7049259983890862,-0.4282895663715403,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1.2525737273156552,-0.15994540695872456,0.9184771676276684,1.0469866784197936,-0.7516416709837335,1.0270789116578083,-0.4282895663715403,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.2525737273156552,2.1715830910944747,-1.7645135849361149,1.0469866784197936,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.738667542842371,-0.2453662595021756,0.9184771676276684,-1.6724592395536968,-0.22392694761579512,-0.7049259983890862,2.3348689263480744,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.2408572253028645,-0.7284725749242661,0.9184771676276684,0.1405047057619635,-1.1034514865623593,-0.7049259983890862,-0.4282895663715403,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1.9992892036249152,3.028627163501382,-0.8701833340815202,1.0469866784197936,-0.5757367631944207,1.0270789116578083,-0.4282895663715403,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2.2481943623946683,1.564421595630028,-0.8701833340815202,1.0469866784197936,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.008047933466888799,0.05059395574173156,-0.8701833340815202,-1.6724592395536968,-0.8395941248783899,1.0270789116578083,-0.4282895663715403,0
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.9875727016121244,-0.8954154029241226,0.024146916773074168,-0.7659772668958666,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,-0.4897623840726178,-0.7114592930898858,-0.8701833340815202,-0.7659772668958666,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.008047933466888799,0.6138044731340292,-1.7645135849361149,1.0469866784197936,-0.5757367631944207,1.0270789116578083,-0.4282895663715403,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.2408572253028645,1.5027484489803995,-1.7645135849361149,1.0469866784197936,1.3592172224880201,-0.7049259983890862,2.3348689263480744,0
