0,1,2,3
48.21,17.54,33.21,1
35.24,19.27,23.47,1
19.93,13.51,27.54,0
13.05,48.99,-26.8,0
48.62,30.88,6.79,1
8.25,6.73,6.75,0
0.7,12.3,-44.27,0
35.11,40.36,-7.57,0
12.45,4.21,0.18,0
38.61,14.55,2.68,1
10.94,23.88,-30.05,0
29.27,46.86,-7.17,0
3.32,13.54,-25.38,0
27.05,8.19,3.2,1
47.75,6.75,3.24,1
0.02,15.75,-13.93,0
32.02,40.18,-8.81,0
21.9,48.61,-23.88,1
43.1,5.88,23.31,1
11.36,5.33,37.88,0
49.66,21.3,12.9,1
42.18,7.88,40.67,1
49.69,18.34,23.25,1
2.63,32.23,-27.75,0
13.34,38.73,-37.07,0
29.39,41.69,-25.11,0
24.06,32.86,-34.25,0
19.27,25.34,-26.76,0
17.25,19.72,-37.79,0
12.19,12.72,-3.02,0
6.51,4.82,48.15,0
9.65,12.1,-8.83,0
36.78,10.34,12.24,1
6.02,23.15,-27.26,0
26.22,47.46,-19.6,0
39.46,35.67,33.58,1
10.05,45.23,-48.15,0
24.79,17.19,38.77,0
2.78,29.84,-12.83,1
32.02,15.69,28.27,1
5.42,4.01,2.58,0
20.66,31.92,-15.29,1
40.77,37.98,32.57,1
26.51,36.84,-10.89,0
26.79,34.6,-25.79,0
46.42,15.08,0.61,1
13.45,20.53,-34.07,0
7.64,39.89,-27.41,0
12.14,3.45,11.5,0
19.67,42.01,-49.48,0
40.58,22.77,16.57,1
14.79,34.24,-3.15,1
0.76,29.56,-28.1,0
30.56,27.63,0.23,1
8.57,39.56,-41.05,0
16.53,17.3,-12.11,0
27.24,41.37,-22.41,0
43.49,32.01,43.32,1
48.38,16.12,35.64,1
3.23,37.27,-48.42,0
44.83,23.78,44.14,1
37.4,3.65,23.31,1
27.25,1.47,33.37,1
48.28,5.15,38.88,1
34.19,37.98,-49.87,0
46.85,18.92,25.82,1
48.41,18.26,36.81,1
21.69,24.6,-3.18,0
18.8,47.48,-20.82,1
32.35,21.74,0.36,1
43.48,18.78,3.33,1
18.17,36.81,-19.58,1
32.53,0.19,35.23,1
3.92,6.24,-22.42,0
43.85,44.78,-34.15,0
1.34,41.11,-25.09,0
49.18,4.2,40.69,1
47.53,17.49,43.76,1
45.25,23.56,9.5,1
19.24,31.87,-45.94,0
26.92,14.52,44.66,1
16.41,1.17,35.19,0
6.53,26.94,-20.12,1
39.32,1.7,8.15,1
10.64,21.16,-13.85,0
23.95,21.07,34.05,0
13.26,34.94,-16.72,1
13.43,29.61,-8.0,1
23.66,25.36,-44.43,0
44.95,5.62,6.25,1
12.75,9.95,0.28,0
19.63,5.41,22.13,0
14.67,9.29,36.97,0
27.66,9.95,41.0,1
43.8,38.12,41.85,1
10.01,39.43,-22.8,1
6.83,29.19,-7.54,1
28.94,14.46,31.78,1
15.51,44.68,-20.51,1
1.5,7.08,-5.2,0
13.3,11.95,28.03,0
13.14,42.77,-43.82,0
15.91,39.22,-28.79,0
2.45,27.87,-31.89,0
35.43,8.49,41.98,1
32.97,17.4,13.73,1
15.58,39.61,-48.04,0
5.49,18.58,-40.5,0
45.67,37.51,31.73,1
26.4,30.22,-16.32,0
3.44,2.99,37.11,0
15.41,0.31,46.78,0
29.12,1.41,30.52,1
27.75,34.05,-0.61,0
25.82,37.97,-6.99,0
10.99,7.87,48.72,0
42.65,46.0,-9.55,0
48.57,11.13,38.79,1
40.5,45.35,-45.19,0
27.92,9.82,2.67,1
25.98,20.16,25.57,1
44.0,34.87,24.04,1
3.19,8.74,-4.5,0
24.6,11.22,21.16,0
31.1,12.54,23.0,1
27.85,33.76,-6.1,0
43.5,29.81,6.16,1
40.82,25.27,24.57,1
33.34,1.87,2.15,1
23.36,26.85,-15.14,1
7.63,11.26,-43.01,0
49.4,49.12,8.21,1
29.7,9.29,7.8,1
21.65,27.35,-26.08,0
10.14,14.97,-47.22,0
17.4,47.7,-6.46,1
18.97,4.03,22.66,0
25.52,45.08,-44.35,0
6.53,44.97,-47.3,0
44.74,24.35,45.25,1
24.38,8.23,33.07,0
3.34,25.56,-34.43,0
7.62,27.31,-22.05,1
4.27,11.22,-5.64,0
7.73,48.2,-0.33,1
8.76,39.08,-3.49,1
38.44,29.59,33.26,1
44.4,8.76,21.66,1
13.01,48.41,-45.98,0
20.29,6.72,27.37,0
13.8,15.17,-46.62,0
8.51,1.38,38.53,0
17.9,10.38,13.88,0
41.76,19.55,33.42,1
0.44,42.85,-22.39,1
47.25,15.37,40.36,1
44.86,19.49,4.87,1
35.21,17.29,31.83,1
15.77,43.24,-23.98,1
28.21,11.16,33.14,1
48.4,33.72,47.38,1
23.57,22.07,20.41,0
10.22,34.43,-20.89,1
49.59,40.77,0.12,1
9.39,33.23,-48.4,0
15.67,20.73,-10.51,0
47.24,15.11,47.54,1
9.83,20.39,-10.86,0
3.3,18.92,-20.48,0
3.82,5.92,-32.34,0
10.9,17.87,-22.66,0
9.23,47.07,-0.24,1
17.22,9.08,1.13,0
33.87,8.77,27.97,1
16.91,36.63,-11.83,1
12.05,10.1,30.21,0
26.64,33.68,-31.03,0
42.51,22.54,36.33,1
16.52,11.96,16.94,0
31.89,28.94,15.41,1
19.89,40.14,-40.06,0
22.44,35.84,-4.01,1
20.66,0.26,35.5,0
37.98,13.0,5.04,1
4.89,37.59,-42.95,0
23.69,16.7,33.87,0
9.05,23.53,-11.53,0
23.22,22.89,14.51,0
34.92,1.13,38.77,1
43.39,5.35,48.05,1
37.23,28.5,24.84,1
18.38,36.82,-16.46,1
22.58,39.07,-32.0,0
22.09,13.15,39.36,0
18.07,35.9,-10.94,1
1.41,19.21,-39.81,0
31.51,17.94,45.2,1
41.76,11.86,9.0,1
21.93,30.38,-42.77,0
20.88,8.1,22.27,0
42.32,25.42,33.08,1
1.67,5.16,-46.47,0
8.78,19.77,-23.17,0
20.66,20.02,45.55,0
47.06,43.42,14.99,1
40.72,43.29,-0.28,0
12.22,1.61,26.82,0
45.38,34.39,46.53,1
27.96,0.12,39.41,1
15.85,15.35,8.89,0
25.1,34.81,-20.58,0
22.28,48.03,-16.35,1
32.93,49.29,-46.31,0
46.21,29.24,7.88,1
31.13,38.66,-16.08,0
20.07,26.61,-3.76,1
27.54,29.24,-38.62,0
19.76,43.63,-27.32,0
40.4,18.65,35.3,1
46.08,1.35,6.25,1
8.46,46.3,-11.23,1
18.95,33.65,-3.6,1
16.8,38.27,-33.79,0
43.83,5.95,8.41,1
44.94,36.15,11.12,1
18.09,17.58,17.9,0
30.39,7.94,3.0,1
21.01,0.96,48.13,0
33.52,9.86,22.98,1
48.23,36.86,17.13,1
7.66,27.92,-19.4,1
9.74,7.67,20.51,0
49.02,43.99,19.76,1
3.62,39.0,-22.7,1
44.33,13.69,0.53,1
40.11,17.73,33.74,1
27.1,8.2,7.27,1
41.27,47.75,-18.79,0
47.16,22.75,0.01,1
34.99,28.59,29.24,1
37.06,45.58,-13.46,0
2.21,7.99,-46.84,0
1.75,22.55,-15.78,0
14.1,12.86,19.19,0
3.71,14.7,-16.05,0
17.13,16.2,10.87,0
24.17,37.76,-5.02,1
36.83,18.49,11.02,1
2.58,9.66,-16.73,0
30.04,24.55,35.38,1
12.61,5.19,13.04,0
38.81,30.98,0.63,1
14.04,30.69,-2.88,1
43.67,14.35,34.44,1
8.9,6.95,12.91,0
17.35,6.0,12.6,0
34.01,8.89,35.61,1
18.79,13.62,21.81,0
42.62,45.47,-43.49,0
48.48,47.98,27.04,1
37.12,12.9,48.69,1
43.66,46.48,-17.67,0
36.79,34.81,14.11,1
36.47,22.88,25.87,1
21.32,49.67,-17.55,1
1.65,16.08,-33.25,0
24.22,30.77,-43.87,0
38.09,7.46,47.63,1
9.45,10.39,-4.41,0
18.83,43.71,-9.28,1
45.89,39.27,32.33,1
47.57,11.08,4.33,1
42.44,14.73,44.16,1
18.99,10.36,19.71,0
4.16,41.65,-49.72,0
44.54,6.08,19.79,1
44.16,45.25,-6.85,0
27.79,43.02,-44.04,0
7.67,21.28,-21.4,0
27.21,44.97,-11.16,0
14.61,3.61,35.04,0
40.19,16.82,11.45,1
18.07,7.33,42.44,0
12.11,36.24,-5.86,1
34.59,44.79,-6.57,0
26.37,37.76,-13.49,0
22.64,27.67,-2.46,1
2.72,0.95,2.24,0
1.99,2.49,-6.86,0
26.42,13.52,48.0,1
6.65,6.77,-15.6,0
39.39,8.05,35.97,1
44.16,30.44,4.69,1
49.56,2.12,12.27,1
28.95,25.63,31.06,1
9.44,41.29,-23.75,1
23.94,21.37,13.05,0
6.97,44.71,-12.12,1
49.19,47.22,44.24,1
39.06,23.53,40.24,1
42.79,6.28,12.34,1
14.4,23.68,-41.08,0
3.48,25.74,-31.09,0
38.42,3.31,41.55,1
35.61,38.29,-2.16,0
3.62,49.09,-4.01,1
0.23,21.41,-20.13,0
30.96,28.3,27.98,1
7.27,29.62,-42.27,0
22.54,43.43,-12.29,1
33.2,30.95,46.13,1
10.08,19.32,-33.84,0
12.23,22.08,-41.92,0
18.67,26.35,-30.28,0
4.02,30.0,-25.41,0
13.95,47.26,-30.75,0
3.44,45.27,-3.23,1
38.49,4.35,33.32,1
17.04,19.7,-33.61,0
49.33,45.74,37.69,1
29.09,1.4,43.08,1
15.14,10.31,5.29,0
4.98,21.94,-3.85,0
10.03,32.09,-20.72,1
43.31,10.18,45.54,1
43.36,0.41,21.44,1
21.19,14.54,44.85,0
38.81,40.84,-20.4,0
42.25,15.89,30.98,1
15.38,43.29,-5.26,1
32.75,21.94,19.85,1
12.69,5.37,11.6,0
32.78,24.18,14.0,1
42.74,46.82,-25.2,0
33.4,24.38,13.0,1
1.7,19.89,-34.39,0
10.7,30.17,-43.29,0
35.3,17.53,8.53,1
25.37,20.64,6.74,1
37.85,3.35,31.97,1
23.89,31.94,-12.84,1
29.06,30.62,-23.81,0
3.47,15.29,-33.04,0
18.77,30.24,-27.85,0
44.53,15.32,24.08,1
15.71,1.91,6.94,0
38.49,30.91,25.21,1
33.69,22.93,23.81,1
42.03,47.17,-43.45,0
41.39,1.85,18.51,1
8.93,30.18,-19.78,1
45.56,41.04,42.5,1
14.62,22.57,-27.17,0
11.0,38.15,-49.98,0
5.05,27.85,-3.08,1
23.74,4.72,23.87,0
19.57,16.77,17.71,0
17.12,29.09,-15.92,1
43.11,21.12,48.1,1
25.82,10.01,32.34,1
18.18,11.59,8.38,0
7.38,7.75,-49.15,0
37.26,43.11,-38.22,0
10.14,44.6,-3.96,1
49.69,16.28,19.76,1
48.61,7.49,16.22,1
40.36,17.76,11.04,1
33.18,26.47,18.5,1
3.22,33.32,-2.85,1
6.3,6.88,-41.37,0
40.69,26.83,31.9,1
7.81,37.83,-41.02,0
33.36,45.27,-42.97,0
0.69,0.88,-15.15,0
17.1,2.18,2.41,0
48.02,8.75,27.41,1
34.0,9.18,45.04,1
10.48,48.93,-42.92,0
1.08,20.03,-30.91,0
27.35,38.69,-40.75,0
21.62,23.24,-48.84,0
9.81,34.04,-0.26,1
17.51,32.1,-30.14,0
49.96,28.33,10.98,1
4.75,6.25,-25.5,0
49.46,5.81,10.1,1
43.09,47.11,-23.5,0
8.92,44.18,-23.95,1
18.51,18.96,-32.53,0
43.41,39.11,28.1,1
2.17,48.06,-11.42,1
33.37,15.96,13.98,1
12.92,17.67,-49.7,0
49.32,41.44,12.12,1
6.03,19.68,-36.97,0
22.53,27.46,-27.67,0
34.27,6.29,7.56,1
20.91,2.99,24.09,0
10.66,42.58,-43.92,0
33.37,3.52,30.06,1
1.75,27.65,-19.47,1
40.34,32.4,35.12,1
35.67,3.8,42.55,1
7.87,9.55,-10.56,0
34.95,1.48,3.46,1
15.81,4.54,42.62,0
16.65,29.6,-32.0,0
32.6,49.77,-7.25,0
2.24,31.65,-12.62,1
37.33,5.96,26.25,1
17.44,8.19,14.38,0
17.91,20.81,-27.9,0
29.15,4.27,35.21,1
41.71,45.08,-15.03,0
35.74,46.87,-8.92,0
39.77,39.76,34.78,1
45.99,11.69,17.28,1
42.97,21.61,23.79,1
3.31,9.49,-19.84,0
24.91,45.43,-0.41,1
43.24,36.66,15.9,1
28.07,24.45,19.45,1
39.07,45.08,-43.31,0
11.19,33.38,-3.78,1
17.37,19.15,-30.67,0
10.17,4.38,8.4,0
30.36,36.99,-1.48,0
49.62,3.9,41.57,1
30.17,46.25,-47.59,0
5.32,23.71,-23.41,0
47.03,14.9,1.3,1
37.12,20.91,47.76,1
13.57,33.01,-48.98,0
46.93,34.47,46.92,1
30.8,24.29,45.28,1
49.54,49.18,37.38,1
7.35,42.78,-24.22,1
11.9,43.85,-30.0,0
47.46,31.47,46.6,1
20.34,12.04,27.07,0
46.32,8.44,24.12,1
1.75,41.0,-25.37,0
46.66,15.93,14.35,1
15.6,8.88,15.16,0
18.28,24.12,-11.58,0
35.22,33.12,46.2,1
45.87,4.49,33.41,1
1.89,45.71,-38.75,0
12.7,32.61,-9.65,1
37.46,34.22,2.51,1
36.21,14.25,17.69,1
25.36,46.02,-18.69,0
42.6,49.71,-18.06,0
26.69,49.35,-29.64,0
19.99,42.62,-11.35,1
45.97,1.44,23.33,1
0.26,28.24,-33.39,0
9.66,11.68,-46.39,0
49.98,35.57,27.97,1
2.46,45.0,-12.07,1
33.28,48.38,-29.39,0
44.61,12.02,35.57,1
21.8,7.66,45.11,0
31.33,46.94,-31.0,0
28.24,33.34,-5.97,0
17.75,1.23,46.03,0
39.48,34.9,8.05,1
11.94,15.59,-43.3,0
25.7,46.82,-27.6,0
9.85,20.64,-15.74,0
21.88,32.66,-44.36,0
12.21,19.72,-48.14,0
25.46,41.7,-22.28,0
3.33,2.42,13.46,0
39.2,18.33,0.09,1
0.54,42.1,-35.58,0
49.19,32.01,31.9,1
5.13,4.52,9.57,0
31.72,41.28,-16.56,0
6.15,6.66,-15.84,0
27.44,2.09,3.93,1
5.43,30.74,-43.24,0
4.59,22.88,-6.57,0
24.01,49.69,-6.0,1
26.33,4.46,37.13,1
33.41,14.52,42.75,1
16.05,47.72,-36.32,0
33.69,11.77,4.13,1
30.18,18.07,22.93,1
22.13,1.38,40.58,0
36.1,36.27,-49.06,0
23.07,32.01,-13.3,1
4.77,36.79,-11.45,1
33.04,33.73,-10.66,0
48.85,11.24,28.23,1
1.6,45.51,-7.55,1
40.32,38.85,31.5,1
3.91,13.19,-46.32,0
49.3,5.48,21.59,1
1.87,32.55,-42.93,0
43.71,21.53,5.51,1
16.0,16.26,-16.61,0
37.19,19.02,7.31,1
10.87,25.74,-29.32,0
14.03,16.6,-28.25,0
32.88,8.91,38.28,1
44.63,6.49,38.04,1
0.88,16.79,-13.46,0
8.33,6.44,49.4,0
13.39,0.04,31.12,0
9.23,17.93,-34.57,0
19.5,42.05,-26.04,0
10.85,38.32,-40.62,0
44.74,46.98,-28.26,0
30.81,9.94,15.6,1
17.88,36.66,-6.09,1
44.67,24.31,25.16,1
21.68,48.55,-4.03,1
13.82,47.42,-26.47,0
3.92,11.54,-32.41,0
24.09,41.81,-3.53,1
7.75,35.33,-22.57,1
23.33,4.34,19.38,0
37.01,16.79,20.5,1
8.33,32.64,-38.54,0
43.77,8.88,11.62,1
37.95,40.94,-42.06,0
13.96,15.3,-6.16,0
1.15,13.23,-7.56,0
40.27,48.26,-43.93,0
14.95,8.39,15.85,0
21.39,42.56,-34.4,0
14.06,46.91,-44.74,0
27.87,40.25,-49.69,0
35.88,19.16,34.9,1
18.98,44.19,-19.91,1
9.42,42.22,-14.52,1
44.53,26.09,33.46,1
2.39,27.73,-18.76,1
46.9,36.84,1.88,1
40.38,48.22,-44.62,0
35.12,33.0,9.75,1
37.16,39.19,-5.01,0
32.99,40.68,-19.33,0
33.19,42.46,-12.01,0
1.27,29.91,-0.19,1
30.82,44.29,-11.77,0
6.92,14.01,-14.79,0
18.35,28.62,-26.87,0
13.05,7.07,32.23,0
29.99,1.22,27.45,1
44.17,36.65,8.6,1
21.71,33.18,-46.65,0
12.32,5.97,42.84,0
14.28,5.96,46.75,0
11.37,26.82,-46.52,0
32.6,37.42,-48.68,0
3.24,45.68,-48.39,0
43.77,22.0,19.27,1
35.23,49.89,-44.39,0
23.66,44.79,-1.33,1
12.98,10.4,3.1,0
27.11,2.78,49.58,1
18.83,44.43,-35.49,0
49.01,20.55,41.57,1
23.91,10.65,24.43,0
49.62,27.67,49.95,1
41.96,45.35,-5.41,0
6.89,23.23,-28.41,0
37.02,44.71,-41.58,0
37.51,2.94,36.16,1
7.51,29.25,-14.67,1
19.28,44.57,-32.91,0
36.67,31.99,39.13,1
16.06,44.18,-15.3,1
2.15,37.03,-22.52,1
31.17,6.39,5.21,1
37.8,40.55,-43.6,0
40.35,31.5,44.4,1
12.29,47.08,-35.76,0
41.44,40.74,12.61,1
10.61,26.23,-42.29,0
47.26,16.07,40.47,1
3.13,43.6,-26.08,0
42.96,0.06,32.66,1
15.26,19.46,-30.21,0
4.25,22.07,-2.45,0
29.53,31.97,-31.21,0
27.19,37.41,-46.63,0
3.14,2.51,10.23,0
13.76,22.91,-44.39,0
14.42,28.07,-30.69,0
21.99,20.58,14.96,0
42.9,32.21,37.74,1
48.63,32.29,16.07,1
11.5,28.92,-24.1,1
15.22,20.21,-10.91,0
43.64,47.2,-22.06,0
32.07,18.21,15.94,1
44.75,46.91,-8.45,0
27.87,33.17,-13.47,0
21.36,6.53,26.86,0
15.29,43.67,-27.68,0
39.6,14.58,28.13,1
31.88,13.74,47.15,1
14.08,33.07,-48.27,0
18.16,18.21,-28.13,0
43.4,49.81,-30.32,0
8.38,18.32,-41.33,0
8.71,45.87,-32.05,0
30.25,29.97,2.11,1
40.12,42.52,-21.54,0
31.65,45.77,-26.58,0
1.29,49.97,-26.26,0
39.96,23.54,21.44,1
18.37,0.63,15.91,0
25.12,9.83,41.97,1
47.27,6.11,9.28,1
39.43,49.08,-39.67,0
13.51,3.85,16.32,0
42.73,27.33,47.68,1
19.34,22.05,-3.09,0
7.05,29.84,-17.22,1
32.32,25.2,7.23,1
26.65,24.06,37.17,1
8.81,26.77,-26.86,0
16.58,8.79,17.75,0
14.22,30.0,-17.57,1
34.37,38.99,-42.97,0
7.98,19.51,-34.92,0
36.65,26.0,3.76,1
1.32,21.78,-12.27,0
8.94,23.23,-7.14,0
2.89,28.99,-14.53,1
37.41,31.37,43.36,1
10.0,48.48,-42.91,0
38.74,46.0,-4.93,0
49.57,10.79,39.16,1
0.56,22.26,-29.58,0
10.64,19.26,-42.13,0
43.16,45.7,-28.54,0
32.95,13.34,11.22,1
27.11,45.67,-35.08,0
34.09,4.79,26.58,1
47.81,41.49,34.04,1
36.85,44.15,-36.23,0
22.9,24.47,-13.73,0
11.33,40.37,-27.68,0
41.8,27.64,22.91,1
44.35,27.82,48.2,1
34.57,29.8,26.0,1
23.6,14.57,41.13,0
10.56,24.95,-9.73,0
6.8,35.08,-27.23,0
2.09,11.16,-0.52,0
3.23,3.52,-12.78,0
25.14,30.52,-18.81,0
48.04,19.02,5.96,1
19.37,10.75,9.49,0
26.71,26.0,5.68,1
17.07,0.46,26.55,0
27.85,39.37,-2.77,0
42.75,16.72,34.88,1
45.52,14.93,8.23,1
23.26,24.85,-23.3,0
42.59,43.0,-31.39,0
31.61,48.05,-40.2,0
11.81,40.93,-18.2,1
34.66,36.79,-36.14,0
23.98,33.86,-12.27,1
0.53,10.63,-30.01,0
42.22,13.74,30.22,1
23.59,17.14,5.71,0
43.08,17.9,14.17,1
44.52,8.68,10.96,1
15.6,5.16,10.35,0
16.4,49.7,-11.74,1
0.59,24.98,-7.59,0
4.84,30.9,-0.67,1
7.37,42.57,-20.05,1
34.03,21.5,40.11,1
13.12,16.71,-45.29,0
37.95,28.27,1.99,1
43.63,13.53,38.64,1
33.1,42.5,-7.14,0
37.36,14.5,14.81,1
28.68,39.33,-38.04,0
26.29,21.33,29.76,1
46.05,21.77,39.64,1
11.12,31.05,-12.68,1
46.8,2.68,26.66,1
11.67,7.4,41.86,0
37.16,31.33,45.37,1
19.76,8.38,32.16,0
4.35,45.01,-14.89,1
36.01,9.91,38.41,1
14.39,5.19,37.46,0
17.62,16.25,36.29,0
17.8,46.25,-47.73,0
15.25,2.4,26.7,0
14.9,14.14,12.72,0
47.24,46.44,17.54,1
33.75,14.03,8.26,1
34.99,26.79,47.94,1
6.18,24.84,-19.36,0
45.32,45.11,11.79,1
19.38,13.65,26.64,0
29.8,20.04,47.32,1
44.26,16.65,26.24,1
45.55,25.24,21.86,1
34.24,10.01,40.07,1
37.94,40.4,-17.93,0
13.24,32.21,-23.75,1
20.25,1.61,46.78,0
27.25,21.39,20.8,1
47.32,40.81,9.55,1
14.79,36.61,-49.45,0
47.7,35.95,0.23,1
15.31,46.78,-14.29,1
36.06,5.73,13.28,1
4.55,27.13,-20.2,1
48.82,38.39,43.18,1
40.78,9.22,17.56,1
40.17,26.78,11.33,1
47.48,45.74,42.52,1
19.91,10.71,12.23,0
2.31,8.08,-11.04,0
29.85,32.54,-4.45,0
44.9,15.44,14.2,1
3.09,3.65,-21.74,0
45.41,40.06,49.7,1
38.15,42.49,-41.25,0
41.45,46.61,-35.92,0
28.62,17.26,30.5,1
42.14,29.28,15.13,1
19.4,43.83,-32.31,0
4.99,3.32,16.55,0
1.43,22.79,-24.75,0
19.36,31.78,-6.72,1
46.92,47.01,-26.28,0
8.97,37.71,-5.45,1
28.42,13.36,17.21,1
46.74,7.67,1.88,1
12.23,47.29,-13.72,1
48.08,28.53,1.97,1
7.58,24.81,-16.29,0
39.16,22.71,41.9,1
15.8,4.65,16.09,0
0.41,47.24,-34.05,0
38.52,6.78,17.24,1
48.62,40.95,7.62,1
49.87,9.44,11.9,1
32.59,3.97,12.37,1
12.44,9.47,16.98,0
12.9,9.68,37.72,0
33.6,38.23,-11.44,0
4.39,9.44,-49.64,0
7.32,9.5,-9.24,0
31.35,32.99,-8.57,0
10.61,14.81,-3.43,0
9.91,2.62,36.58,0
11.15,28.1,-43.35,0
35.86,20.38,16.22,1
17.54,3.04,24.06,0
46.85,15.77,35.35,1
31.16,27.64,17.08,1
43.93,1.1,14.66,1
37.31,24.7,42.68,1
8.49,12.26,-23.11,0
14.43,8.23,7.39,0
23.31,1.87,45.75,0
32.35,43.0,-11.52,0
27.62,0.72,47.23,1
26.76,11.03,12.3,1
48.86,23.49,30.77,1
10.56,1.41,48.45,0
15.87,30.05,-28.67,0
31.18,5.41,0.11,1
17.59,46.61,-48.85,0
28.29,10.51,47.8,1
40.68,1.4,7.97,1
18.75,37.17,-9.72,1
11.63,22.57,-15.63,0
34.73,29.42,45.04,1
26.76,44.21,-30.04,0
31.74,25.15,10.68,1
17.37,2.22,21.25,0
6.14,12.8,-2.11,0
11.54,39.48,-4.41,1
34.61,10.09,29.65,1
13.27,39.27,-18.91,1
45.68,40.54,22.77,1
4.95,13.63,-49.08,0
5.04,36.3,-7.0,1
35.33,34.92,48.4,1
1.84,33.78,-18.7,1
10.65,10.37,23.06,0
43.51,8.77,28.05,1
26.17,21.39,13.0,1
0.63,18.18,-23.39,0
2.66,20.46,-4.81,0
10.22,1.39,29.76,0
33.23,40.67,-46.24,0
36.99,30.2,34.67,1
25.26,5.32,30.39,1
36.28,48.35,-28.52,0
30.48,23.36,34.83,1
14.13,20.17,-20.59,0
39.29,8.72,11.22,1
20.58,37.83,-35.57,0
0.23,9.06,-3.62,0
45.47,4.87,9.71,1
42.13,10.05,3.18,1
16.98,2.19,33.8,0
45.38,18.83,8.23,1
36.81,32.66,22.63,1
7.38,40.06,-13.27,1
34.72,42.3,-3.5,0
44.6,1.08,42.35,1
7.99,30.01,-36.69,0
8.8,12.14,-48.56,0
2.5,8.87,-28.08,0
4.99,37.97,-6.92,1
16.02,41.65,-3.48,1
33.48,37.11,-8.33,0
20.2,4.42,37.85,0
18.78,27.21,-6.53,1
3.92,23.58,-29.59,0
43.48,22.58,40.31,1
24.6,16.35,32.82,0
14.34,9.36,16.11,0
2.04,1.43,46.3,0
35.65,14.89,28.59,1
43.56,43.27,29.11,1
36.61,34.9,35.19,1
48.84,20.79,40.65,1
2.44,16.76,-9.88,0
45.98,0.45,27.35,1
16.3,16.42,-49.73,0
32.98,12.83,36.01,1
20.83,35.84,-32.25,0
35.79,12.2,6.47,1
28.94,47.94,-5.25,0
42.98,19.71,11.33,1
38.92,1.56,2.63,1
4.72,21.8,-33.02,0
33.99,34.87,-8.21,0
25.45,27.07,-48.28,0
2.05,5.56,-9.55,0
4.15,36.62,-48.22,0
39.79,38.29,10.19,1
20.67,3.06,1.61,0
21.52,47.97,-19.33,1
44.56,45.23,-5.57,0
46.12,22.09,47.04,1
0.25,25.81,-20.43,1
5.39,25.95,-14.11,1
3.47,20.94,-49.88,0
41.12,3.11,48.31,1
24.39,48.99,-40.71,0
32.36,49.66,-43.36,0
40.38,18.33,5.34,1
16.28,37.95,-48.36,0
35.97,9.86,33.97,1
31.32,49.4,-45.6,0
23.98,8.37,33.66,0
31.3,8.16,12.17,1
17.72,39.73,-23.49,1
4.03,39.74,-39.32,0
46.78,21.81,20.34,1
19.12,14.28,26.41,0
35.8,15.0,17.28,1
42.23,48.42,-48.76,0
23.69,47.75,-46.57,0
9.34,36.55,-1.21,1
5.49,21.64,-13.53,0
35.3,11.44,2.16,1
17.56,38.28,-4.18,1
42.24,37.75,44.29,1
14.06,8.66,7.3,0
33.65,4.5,12.98,1
2.25,21.26,-7.79,0
44.71,6.86,19.27,1
30.26,46.83,-42.03,0
48.79,41.33,47.9,1
36.75,12.01,9.18,1
6.85,36.41,-1.84,1
44.04,41.26,48.15,1
23.74,41.64,-2.51,1
5.79,44.78,-32.69,0
21.31,24.92,-43.84,0
11.33,13.17,-9.86,0
36.97,29.17,42.76,1
42.04,19.1,46.79,1
36.08,41.53,-30.63,0
35.86,0.95,44.17,1
14.14,5.06,2.11,0
21.26,44.25,-3.84,1
34.31,38.86,-26.24,0
38.78,7.68,14.74,1
15.48,31.16,-46.16,0
6.98,24.54,-48.8,0
33.04,7.5,6.89,1
12.93,41.86,-40.94,0
48.37,22.16,13.55,1
49.15,34.7,45.85,1
41.35,12.33,37.96,1
32.13,47.4,-39.09,0
4.1,21.89,-3.54,0
48.24,29.06,18.79,1
9.66,21.19,-7.25,0
47.6,34.7,9.22,1
29.05,35.0,-3.61,0
40.5,45.21,-20.33,0
14.51,39.94,-23.28,1
45.32,45.73,-18.37,0
27.31,30.92,-29.01,0
8.77,37.71,-47.6,0
32.62,14.89,24.0,1
3.71,49.55,-34.55,0
23.19,49.96,-30.83,0
31.44,44.8,-20.37,0
21.7,35.17,-2.1,1
21.77,37.12,-41.92,0
25.6,12.43,5.31,1
36.37,0.96,12.53,1
45.95,27.7,8.38,1
31.62,11.67,13.1,1
29.13,47.52,-19.92,0
33.32,22.55,44.46,1
44.79,10.25,0.03,1
41.17,47.02,-18.19,0
21.79,43.8,-32.78,0
43.64,41.11,18.68,1
3.37,35.71,-11.27,1
21.18,32.38,-39.29,0
12.4,43.19,-36.47,0
49.32,47.17,5.59,1
34.81,1.81,5.2,1
7.31,24.57,-6.06,0
17.57,9.26,48.05,0
20.34,29.31,-49.13,0
13.38,16.76,-33.38,0
8.85,19.06,-17.48,0
38.93,33.4,0.04,1
28.0,15.29,20.37,1
3.59,20.85,-26.32,0
45.58,41.87,7.74,1
32.82,27.24,1.8,1
13.57,29.52,-22.81,1
24.75,40.6,-11.85,1
21.48,10.21,7.98,0
35.14,26.05,2.59,1
15.84,23.69,-22.42,0
2.32,46.47,-34.12,0
32.94,5.18,38.51,1
39.67,5.36,42.26,1
10.39,21.2,-48.71,0
44.1,46.96,-44.78,0
3.43,44.79,-44.33,0
0.24,32.83,-37.83,0
45.16,11.92,7.94,1
22.25,6.53,36.28,0
22.19,33.9,-42.36,0
