,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,output
249,A14,A32,A43,A61,A71,A92,A102,A121,A143,A151,A173,1,0,18,433,3,4,22,1,1,1
250,A11,A34,A40,A64,A74,A92,A101,A121,A143,A152,A172,0,0,6,666,3,4,39,2,1,0
251,A13,A32,A42,A61,A73,A92,A101,A123,A143,A152,A172,1,0,12,2251,1,2,46,1,1,0
252,A12,A32,A40,A61,A73,A92,A103,A124,A141,A152,A173,1,0,30,2150,4,2,24,1,1,1
253,A14,A33,A42,A62,A73,A93,A101,A122,A143,A152,A173,1,0,24,4151,2,3,35,2,1,0
254,A12,A32,A42,A65,A74,A93,A101,A123,A143,A152,A173,0,0,9,2030,2,1,24,1,1,0
255,A12,A33,A43,A65,A73,A93,A101,A121,A143,A152,A172,1,0,60,7418,1,1,27,1,1,0
256,A14,A34,A43,A61,A73,A93,A101,A121,A143,A152,A172,1,0,24,2684,4,2,35,2,1,0
257,A11,A31,A43,A61,A73,A91,A101,A124,A143,A153,A173,1,0,12,2149,4,1,29,1,1,1
258,A14,A32,A41,A62,A72,A92,A101,A123,A143,A152,A173,0,0,15,3812,1,4,23,1,1,0
259,A14,A34,A43,A62,A71,A92,A101,A121,A143,A152,A172,1,0,11,1154,4,4,57,3,1,0
260,A11,A32,A42,A61,A73,A93,A101,A121,A143,A152,A173,1,0,12,1657,2,2,27,1,1,0
261,A11,A32,A43,A61,A75,A92,A101,A123,A143,A152,A173,1,0,24,1603,4,4,55,1,1,0
262,A11,A34,A40,A61,A75,A93,A101,A124,A143,A153,A174,0,0,18,5302,2,4,36,3,1,0
263,A14,A34,A46,A61,A75,A92,A101,A124,A141,A153,A172,1,0,12,2748,2,4,57,3,1,0
264,A14,A34,A40,A61,A75,A93,A101,A121,A143,A152,A172,1,1,10,1231,3,4,32,2,2,0
265,A12,A32,A43,A61,A75,A93,A101,A123,A143,A152,A173,1,0,15,802,4,3,37,1,2,1
266,A14,A34,A49,A65,A75,A93,A101,A121,A143,A152,A173,1,0,36,6304,4,4,36,2,1,0
267,A14,A32,A43,A61,A72,A92,A101,A123,A142,A152,A173,0,0,24,1533,4,3,38,1,1,0
268,A11,A32,A40,A61,A75,A91,A101,A122,A143,A152,A174,0,1,14,8978,1,4,45,1,1,1
269,A14,A32,A43,A65,A75,A93,A101,A123,A143,A152,A173,1,0,24,999,4,2,25,2,1,0
270,A14,A32,A40,A65,A74,A93,A101,A122,A143,A152,A173,1,1,18,2662,4,3,32,1,1,0
271,A14,A34,A42,A63,A74,A92,A101,A123,A143,A151,A173,0,0,12,1402,3,4,37,1,1,0
272,A12,A31,A40,A65,A71,A93,A102,A124,A143,A153,A174,0,0,48,12169,4,4,36,1,1,0
273,A12,A32,A43,A61,A74,A93,A101,A121,A143,A152,A173,1,0,48,3060,4,4,28,2,1,1
274,A11,A32,A45,A61,A72,A91,A101,A124,A143,A152,A172,0,0,30,11998,1,1,34,1,1,1
275,A14,A32,A43,A61,A73,A93,A101,A121,A143,A152,A173,1,0,9,2697,1,2,32,1,2,0
276,A14,A34,A43,A61,A73,A92,A101,A123,A143,A152,A173,1,0,18,2404,2,2,26,2,1,0
277,A11,A32,A42,A65,A75,A91,A101,A122,A143,A152,A172,0,0,12,1262,2,4,49,1,1,0
278,A14,A32,A42,A61,A72,A92,A101,A122,A143,A152,A173,1,0,6,4611,1,4,32,1,1,1
279,A14,A32,A43,A62,A73,A93,A101,A123,A143,A151,A174,0,0,24,1901,4,4,29,1,1,0
280,A14,A34,A41,A64,A75,A93,A101,A124,A143,A151,A173,0,0,15,3368,3,4,23,2,1,0
281,A14,A32,A42,A61,A73,A93,A101,A121,A143,A152,A173,1,0,12,1574,4,2,50,1,1,0
282,A13,A31,A43,A65,A74,A93,A101,A123,A141,A152,A172,1,0,18,1445,4,4,49,1,1,0
283,A14,A34,A42,A65,A75,A93,A101,A122,A143,A152,A173,1,0,15,1520,4,4,63,1,1,0
284,A12,A34,A40,A62,A72,A91,A101,A123,A143,A152,A173,0,0,24,3878,4,2,37,1,1,0
285,A11,A32,A40,A61,A72,A92,A101,A121,A143,A152,A172,0,0,47,10722,1,1,35,1,1,0
286,A11,A32,A41,A61,A74,A93,A101,A122,A143,A152,A173,1,0,48,4788,4,3,26,1,2,0
287,A12,A33,A410,A62,A71,A93,A101,A124,A143,A153,A174,0,0,48,7582,2,4,31,1,1,0
288,A12,A32,A43,A61,A73,A92,A103,A121,A143,A152,A173,0,0,12,1092,4,4,49,2,1,0
289,A11,A33,A43,A61,A72,A94,A101,A121,A142,A152,A173,1,0,24,1024,4,4,48,1,1,1
290,A14,A32,A49,A61,A73,A94,A101,A121,A143,A152,A173,0,1,12,1076,2,2,26,1,1,0
291,A12,A32,A41,A61,A72,A94,A101,A123,A143,A151,A174,0,0,36,9398,1,4,28,1,1,1
292,A11,A34,A41,A61,A75,A92,A101,A124,A143,A153,A174,0,0,24,6419,2,4,44,2,2,0
293,A13,A34,A41,A61,A75,A93,A101,A124,A143,A153,A173,1,0,42,4796,4,4,56,1,1,0
294,A14,A34,A49,A65,A75,A91,A101,A123,A141,A152,A174,1,0,48,7629,4,2,46,2,2,0
295,A12,A32,A42,A61,A72,A92,A101,A123,A143,A152,A173,0,0,48,9960,1,2,26,1,1,1
296,A14,A32,A41,A65,A72,A92,A101,A123,A143,A151,A173,1,0,12,4675,1,4,20,1,1,0
297,A14,A32,A40,A65,A75,A93,A102,A122,A143,A152,A172,1,1,10,1287,4,2,45,1,1,0
298,A14,A32,A42,A61,A73,A93,A101,A121,A143,A152,A173,0,0,18,2515,3,4,43,1,1,0
299,A12,A34,A42,A64,A74,A93,A101,A123,A143,A152,A173,0,0,21,2745,3,2,32,2,1,0
300,A14,A32,A40,A61,A71,A92,A101,A121,A143,A152,A171,0,0,6,672,1,4,54,1,1,0
301,A12,A30,A43,A61,A73,A92,A101,A123,A143,A152,A173,0,0,36,3804,4,1,42,1,1,1
302,A13,A34,A40,A65,A74,A93,A101,A121,A141,A152,A172,1,0,24,1344,4,2,37,2,2,1
303,A11,A34,A40,A61,A74,A93,A102,A122,A143,A152,A173,0,0,10,1038,4,3,49,2,1,0
304,A14,A34,A40,A63,A73,A93,A101,A124,A141,A153,A173,1,0,48,10127,2,2,44,1,1,1
305,A14,A32,A42,A64,A73,A91,A101,A121,A143,A152,A173,1,0,6,1543,4,2,33,1,1,0
306,A14,A32,A41,A65,A74,A92,A101,A122,A142,A151,A172,1,0,30,4811,2,4,24,1,1,0
307,A11,A32,A43,A62,A72,A94,A101,A124,A143,A152,A172,0,0,12,727,4,3,33,1,1,1
308,A12,A32,A42,A61,A73,A92,A101,A121,A143,A152,A173,1,0,8,1237,3,4,24,1,1,1
309,A12,A32,A40,A61,A73,A94,A101,A121,A143,A151,A172,1,0,9,276,4,4,22,1,1,0
310,A12,A32,A410,A65,A71,A93,A101,A124,A141,A153,A171,0,0,48,5381,3,4,40,1,1,0
311,A14,A32,A42,A62,A73,A93,A101,A123,A142,A152,A173,1,0,24,5511,4,1,25,1,1,0
312,A13,A32,A42,A61,A72,A92,A101,A123,A143,A152,A173,1,0,24,3749,2,4,26,1,1,0
313,A12,A32,A40,A61,A74,A94,A101,A123,A141,A152,A172,1,0,12,685,2,3,25,1,1,1
314,A13,A32,A40,A65,A72,A93,A101,A121,A143,A152,A172,1,1,4,1494,1,2,29,1,2,0
315,A11,A31,A42,A61,A75,A93,A101,A123,A141,A152,A173,1,0,36,2746,4,4,31,1,1,1
316,A11,A32,A42,A61,A73,A93,A103,A122,A143,A152,A172,1,0,12,708,2,3,38,1,2,0
317,A12,A32,A42,A65,A73,A92,A101,A122,A143,A152,A172,0,0,24,4351,1,4,48,1,1,0
318,A14,A34,A46,A61,A73,A93,A101,A123,A143,A152,A173,1,0,12,701,4,2,32,2,1,0
319,A11,A33,A42,A61,A75,A92,A101,A122,A143,A152,A172,1,0,15,3643,1,4,27,2,1,0
320,A12,A34,A40,A61,A71,A94,A101,A123,A143,A152,A174,1,0,30,4249,4,2,28,2,1,1
321,A11,A32,A43,A61,A72,A91,A101,A122,A143,A152,A173,1,0,24,1938,4,3,32,1,1,1
322,A11,A32,A41,A61,A74,A93,A101,A124,A143,A153,A174,0,0,24,2910,2,1,34,1,1,0
323,A11,A32,A42,A64,A73,A93,A101,A123,A143,A152,A173,1,0,18,2659,4,2,28,1,1,0
324,A14,A34,A40,A61,A73,A92,A101,A121,A143,A152,A173,1,0,18,1028,4,3,36,2,1,0
325,A11,A34,A40,A61,A74,A93,A101,A121,A143,A152,A172,1,1,8,3398,1,4,39,2,1,0
326,A14,A34,A42,A65,A75,A93,A101,A122,A143,A151,A173,0,0,12,5801,2,4,49,1,1,0
327,A14,A32,A40,A64,A74,A92,A101,A123,A143,A152,A173,0,0,24,1525,4,3,34,1,2,0
328,A13,A32,A43,A61,A75,A93,A101,A123,A143,A152,A173,1,0,36,4473,4,2,31,1,1,0
329,A12,A32,A43,A61,A75,A93,A101,A123,A143,A152,A173,1,0,6,1068,4,4,28,1,2,0
330,A11,A34,A41,A61,A71,A93,A101,A124,A143,A153,A174,0,0,24,6615,2,4,75,2,1,0
331,A14,A34,A46,A62,A73,A92,A101,A121,A143,A152,A173,1,0,18,1864,4,2,30,2,1,1
332,A12,A32,A40,A62,A72,A92,A101,A122,A143,A152,A174,1,0,60,7408,4,2,24,1,1,1
333,A14,A34,A41,A62,A73,A92,A101,A123,A141,A151,A172,1,0,48,11590,2,4,24,2,1,1
334,A11,A30,A42,A61,A75,A93,A101,A124,A141,A151,A173,1,0,24,4110,3,4,23,2,2,1
335,A11,A34,A42,A61,A73,A91,A101,A121,A143,A151,A174,0,0,6,3384,1,4,44,1,1,1
336,A12,A32,A43,A61,A72,A92,A103,A122,A143,A152,A172,1,0,13,2101,2,4,23,1,1,0
337,A11,A32,A44,A65,A73,A92,A101,A123,A143,A151,A173,1,0,15,1275,4,2,24,1,1,1
338,A11,A32,A42,A61,A73,A93,A101,A122,A143,A152,A173,1,0,24,4169,4,4,28,1,1,0
339,A12,A32,A42,A61,A73,A91,A101,A123,A143,A152,A172,1,0,10,1521,4,2,31,1,1,0
340,A12,A34,A46,A61,A72,A92,A101,A124,A143,A153,A173,0,0,24,5743,2,4,24,2,1,0
341,A11,A32,A42,A61,A74,A92,A101,A123,A143,A151,A172,1,0,21,3599,1,4,26,1,1,0
342,A12,A32,A43,A63,A72,A94,A101,A121,A143,A151,A173,1,0,18,3213,1,3,25,1,1,0
343,A12,A32,A49,A61,A75,A93,A102,A121,A141,A152,A174,0,0,18,4439,1,1,33,1,1,0
344,A13,A32,A40,A61,A72,A93,A103,A122,A143,A152,A172,1,0,10,3949,1,1,37,1,2,0
345,A14,A34,A43,A61,A73,A92,A101,A123,A143,A152,A172,1,0,15,1459,4,2,43,1,1,0
346,A12,A34,A43,A61,A72,A93,A103,A121,A143,A152,A173,1,0,13,882,4,4,23,2,1,0
347,A12,A32,A43,A63,A71,A92,A101,A124,A143,A151,A171,1,0,24,3758,1,4,23,1,1,0
348,A14,A33,A49,A62,A73,A93,A101,A121,A143,A152,A172,1,0,6,1743,1,2,34,2,1,0
349,A12,A34,A46,A64,A75,A93,A101,A124,A143,A153,A173,1,0,9,1136,4,3,32,2,2,1
350,A14,A32,A44,A61,A72,A92,A101,A121,A143,A151,A173,0,0,9,1236,1,4,23,1,1,0
351,A12,A32,A42,A61,A73,A92,A101,A123,A143,A152,A173,1,1,9,959,1,2,29,1,1,1
352,A14,A34,A41,A65,A71,A93,A101,A124,A143,A152,A174,0,0,18,3229,2,4,38,1,1,0
353,A11,A30,A43,A61,A73,A93,A101,A122,A143,A151,A173,0,0,12,6199,4,2,28,2,1,1
354,A14,A32,A46,A63,A75,A93,A101,A124,A143,A153,A173,0,0,10,727,4,4,46,1,1,0
355,A12,A32,A40,A61,A72,A93,A101,A121,A142,A152,A172,1,0,24,1246,4,2,23,1,1,1
356,A14,A34,A43,A65,A75,A93,A102,A121,A143,A152,A173,0,0,12,2331,1,4,49,1,1,0
357,A14,A33,A43,A61,A73,A93,A101,A123,A143,A152,A174,0,0,36,4463,4,2,26,2,1,1
358,A14,A32,A43,A61,A73,A94,A101,A121,A143,A152,A173,1,0,12,776,4,2,28,1,1,0
359,A11,A32,A42,A61,A74,A92,A101,A121,A143,A151,A173,1,0,30,2406,4,4,23,1,1,1
360,A12,A32,A46,A65,A73,A93,A101,A124,A143,A153,A173,1,0,18,1239,4,4,61,1,1,0
361,A13,A32,A43,A65,A75,A93,A101,A123,A143,A152,A174,1,0,12,3399,2,3,37,1,1,0
362,A13,A33,A40,A61,A73,A92,A101,A123,A142,A152,A173,0,0,12,2247,2,2,36,2,1,0
363,A14,A32,A42,A61,A73,A94,A101,A122,A143,A151,A173,1,0,6,1766,1,2,21,1,1,0
364,A11,A32,A42,A61,A71,A93,A101,A123,A143,A152,A171,1,0,18,2473,4,1,25,1,1,1
365,A14,A32,A49,A61,A74,A93,A101,A123,A143,A152,A173,0,0,12,1542,2,4,36,1,1,0
366,A14,A34,A41,A61,A74,A93,A101,A123,A143,A152,A173,1,0,18,3850,3,1,27,2,1,0
367,A11,A32,A42,A61,A72,A92,A101,A123,A143,A151,A173,1,0,18,3650,1,4,22,1,1,0
368,A11,A32,A42,A61,A75,A93,A101,A123,A143,A152,A173,1,0,36,3446,4,2,42,1,2,1
369,A12,A32,A42,A61,A74,A92,A101,A121,A143,A151,A173,1,0,18,3001,2,4,40,1,1,0
370,A14,A32,A40,A65,A73,A93,A101,A121,A143,A152,A173,1,0,36,3079,4,4,36,1,1,0
371,A14,A34,A43,A61,A75,A93,A101,A123,A143,A152,A173,0,0,18,6070,3,4,33,2,1,0
372,A14,A34,A42,A61,A72,A92,A101,A121,A143,A151,A173,1,0,10,2146,1,3,23,2,1,0
373,A14,A34,A40,A65,A75,A93,A101,A124,A141,A153,A174,0,0,60,13756,2,4,63,1,1,0
374,A12,A31,A410,A62,A75,A92,A101,A124,A141,A153,A174,0,0,60,14782,3,4,60,2,1,1
375,A11,A31,A49,A61,A74,A92,A103,A123,A143,A151,A173,1,0,48,7685,2,4,37,1,1,1
376,A14,A33,A43,A61,A71,A94,A101,A121,A143,A152,A173,1,0,18,2320,2,3,34,2,1,0
377,A14,A33,A43,A65,A75,A93,A101,A124,A143,A153,A173,1,0,7,846,3,4,36,1,1,0
378,A12,A32,A40,A61,A75,A93,A101,A124,A143,A153,A174,0,0,36,14318,4,2,57,1,1,1
379,A14,A34,A40,A62,A73,A92,A101,A123,A143,A152,A172,1,0,6,362,4,4,52,2,1,0
380,A11,A32,A42,A65,A74,A93,A101,A123,A143,A152,A173,0,0,20,2212,4,4,39,1,1,0
381,A12,A32,A41,A61,A71,A92,A101,A124,A143,A153,A174,0,0,18,12976,3,4,38,1,1,1
382,A14,A32,A40,A65,A74,A92,A101,A122,A143,A151,A173,1,0,22,1283,4,4,25,1,1,0
383,A13,A32,A40,A61,A72,A93,A101,A121,A143,A152,A173,1,0,12,1330,4,1,26,1,1,0
384,A14,A33,A49,A62,A73,A93,A101,A122,A143,A152,A172,1,0,30,4272,2,2,26,2,1,0
385,A14,A34,A43,A61,A73,A92,A101,A123,A143,A152,A173,1,0,18,2238,2,1,25,2,1,0
386,A14,A32,A43,A65,A72,A92,A101,A121,A143,A151,A173,0,0,18,1126,4,2,21,1,1,0
387,A12,A34,A42,A61,A71,A93,A101,A122,A142,A152,A174,0,0,18,7374,4,4,40,2,1,0
388,A12,A34,A49,A63,A73,A93,A101,A123,A141,A152,A173,1,0,15,2326,2,4,27,1,1,0
389,A14,A32,A49,A61,A74,A92,A101,A123,A143,A152,A173,1,0,9,1449,3,2,27,2,1,0
390,A14,A32,A40,A61,A73,A94,A101,A122,A143,A152,A174,0,0,18,1820,2,2,30,1,1,0
391,A12,A32,A42,A64,A72,A92,A101,A121,A143,A151,A172,1,0,12,983,1,4,19,1,1,0
392,A11,A32,A40,A61,A74,A93,A101,A124,A141,A153,A174,0,0,36,3249,2,4,39,1,2,0
393,A11,A34,A43,A61,A74,A92,A101,A123,A143,A152,A173,1,0,6,1957,1,4,31,1,1,0
394,A14,A34,A42,A61,A71,A93,A101,A123,A143,A152,A174,1,0,9,2406,2,3,31,1,1,0
395,A12,A33,A46,A62,A74,A93,A101,A124,A143,A151,A173,0,0,39,11760,2,3,32,1,1,0
396,A11,A32,A42,A61,A71,A92,A101,A124,A143,A153,A174,1,0,12,2578,3,4,55,1,1,0
397,A11,A34,A42,A61,A73,A94,A101,A122,A143,A152,A173,0,0,36,2348,3,2,46,2,1,0
398,A12,A32,A40,A61,A75,A91,A101,A121,A143,A151,A173,1,0,12,1223,1,1,46,2,1,1
399,A14,A34,A43,A64,A73,A92,A101,A121,A143,A152,A172,1,0,24,1516,4,1,43,2,1,0
400,A14,A32,A43,A61,A72,A94,A101,A121,A143,A152,A173,0,0,18,1473,3,4,39,1,1,0
401,A12,A34,A49,A65,A73,A94,A101,A121,A141,A152,A173,1,0,18,1887,4,4,28,2,1,0
402,A14,A33,A49,A61,A72,A93,A101,A123,A141,A152,A173,0,0,24,8648,2,2,27,2,1,1
403,A14,A33,A40,A61,A73,A93,A101,A123,A143,A152,A172,1,0,14,802,4,2,27,2,1,0
404,A12,A33,A40,A65,A75,A93,A101,A123,A143,A152,A173,1,0,18,2899,4,4,43,1,2,0
405,A12,A32,A43,A61,A72,A94,A101,A122,A143,A152,A173,0,0,24,2039,1,1,22,1,1,1
406,A14,A34,A41,A65,A74,A93,A101,A123,A143,A152,A173,0,0,24,2197,4,4,43,2,2,0
407,A11,A32,A43,A61,A72,A94,A101,A121,A143,A152,A173,1,1,15,1053,4,2,27,1,1,0
408,A14,A32,A43,A63,A75,A91,A101,A123,A143,A152,A174,0,0,24,3235,3,2,26,1,1,0
409,A13,A34,A40,A63,A74,A94,A101,A121,A143,A152,A173,0,0,12,939,4,2,28,3,1,1
410,A12,A32,A43,A61,A75,A92,A101,A123,A143,A152,A173,0,0,24,1967,4,4,20,1,1,0
411,A14,A34,A41,A61,A74,A93,A101,A123,A143,A152,A174,0,0,33,7253,3,2,35,2,1,0
412,A14,A34,A49,A61,A71,A93,A101,A123,A142,A152,A174,0,0,12,2292,4,2,42,2,1,1
413,A14,A32,A40,A63,A73,A93,A101,A124,A143,A151,A172,1,1,10,1597,3,2,40,1,2,0
414,A11,A32,A40,A65,A73,A92,A101,A122,A143,A152,A173,1,0,24,1381,4,2,35,1,1,1
415,A14,A34,A41,A61,A75,A93,A101,A122,A143,A152,A173,0,0,36,5842,2,2,35,2,2,0
416,A11,A32,A40,A61,A72,A93,A101,A121,A143,A152,A172,1,0,12,2579,4,1,33,1,2,1
417,A11,A33,A46,A65,A73,A92,A101,A123,A143,A151,A173,0,0,18,8471,1,2,23,2,1,0
418,A14,A32,A40,A63,A74,A92,A101,A123,A141,A152,A174,1,0,21,2782,1,2,31,1,1,0
419,A12,A32,A40,A65,A73,A92,A101,A122,A143,A152,A173,1,0,18,1042,4,2,33,1,1,1
420,A14,A32,A40,A64,A74,A92,A101,A123,A143,A151,A173,1,0,15,3186,2,3,20,1,1,0
421,A12,A32,A41,A65,A73,A93,A101,A123,A143,A152,A173,1,0,12,2028,4,2,30,1,1,0
422,A12,A34,A40,A61,A74,A93,A101,A121,A143,A152,A172,1,0,12,958,2,3,47,2,2,0
423,A14,A33,A42,A62,A74,A93,A101,A121,A143,A152,A174,1,0,21,1591,4,3,34,2,1,0
424,A12,A32,A42,A65,A75,A92,A101,A122,A141,A152,A173,0,0,12,2762,1,2,25,1,1,1
425,A12,A32,A41,A61,A73,A94,A101,A123,A143,A151,A173,0,0,18,2779,1,3,21,1,1,0
426,A14,A34,A43,A61,A75,A93,A101,A123,A143,A152,A173,1,0,28,2743,4,2,29,2,1,0
427,A14,A34,A43,A64,A73,A93,A101,A121,A143,A152,A173,1,0,18,1149,4,3,46,2,1,0
428,A14,A32,A42,A61,A75,A93,A101,A123,A143,A152,A173,1,0,9,1313,1,4,20,1,1,0
429,A11,A34,A45,A61,A71,A92,A101,A124,A143,A153,A171,1,0,18,1190,2,4,55,3,2,1
430,A14,A32,A49,A61,A74,A93,A101,A121,A143,A152,A172,1,0,5,3448,1,4,74,1,1,0
431,A12,A32,A410,A61,A73,A93,A102,A123,A141,A152,A174,0,0,24,11328,2,3,29,2,1,1
432,A11,A34,A42,A61,A71,A93,A101,A124,A143,A153,A174,0,0,6,1872,4,4,36,3,1,0
433,A14,A34,A45,A61,A73,A91,A101,A121,A143,A152,A173,0,0,24,2058,4,2,33,2,1,0
434,A11,A32,A42,A61,A73,A93,A101,A121,A143,A152,A173,1,0,9,2136,3,2,25,1,1,0
435,A12,A32,A43,A65,A73,A94,A101,A121,A143,A152,A173,0,0,12,1484,2,1,25,1,1,1
436,A14,A32,A45,A63,A74,A94,A101,A121,A143,A151,A172,1,0,6,660,2,4,23,1,1,0
437,A14,A34,A40,A64,A75,A92,A101,A121,A143,A152,A173,0,0,24,1287,4,4,37,2,1,0
438,A11,A34,A45,A61,A71,A93,A102,A123,A143,A152,A171,1,0,42,3394,4,4,65,2,1,0
439,A13,A31,A49,A61,A72,A92,A101,A121,A143,A152,A171,1,0,12,609,4,1,26,1,1,1
440,A14,A32,A40,A61,A75,A93,A101,A123,A143,A152,A174,0,0,12,1884,4,4,39,1,1,0
441,A11,A32,A42,A61,A73,A92,A102,A122,A143,A152,A173,1,0,12,1620,2,3,30,1,1,0
442,A12,A33,A410,A61,A73,A93,A101,A123,A141,A152,A173,0,0,20,2629,2,3,29,2,1,0
443,A14,A32,A46,A61,A75,A93,A101,A123,A141,A152,A172,1,0,12,719,4,4,41,1,2,1
444,A12,A34,A42,A61,A73,A92,A101,A123,A143,A152,A174,0,0,48,5096,2,3,30,1,1,1
445,A14,A34,A46,A65,A75,A92,A101,A122,A143,A151,A172,1,0,9,1244,4,4,41,2,1,0
446,A11,A32,A40,A61,A72,A92,A101,A123,A143,A152,A173,0,0,36,1842,4,4,34,1,1,1
447,A12,A32,A43,A61,A73,A93,A103,A121,A143,A152,A173,1,0,7,2576,2,2,35,1,1,0
448,A13,A32,A42,A65,A75,A92,A101,A121,A143,A152,A174,0,0,12,1424,3,4,55,1,1,0
449,A12,A33,A45,A64,A73,A94,A101,A122,A142,A152,A173,1,0,15,1512,3,3,61,2,1,1
450,A14,A34,A41,A65,A73,A93,A101,A123,A143,A152,A174,0,0,36,11054,4,2,30,1,1,0
451,A14,A32,A43,A61,A73,A92,A101,A121,A143,A152,A173,1,0,6,518,3,1,29,1,1,0
452,A14,A30,A42,A61,A75,A93,A101,A122,A143,A152,A173,1,0,12,2759,2,4,34,2,1,0
453,A14,A32,A41,A61,A75,A93,A101,A123,A143,A152,A174,0,0,24,2670,4,4,35,1,1,0
454,A11,A32,A40,A61,A74,A93,A102,A122,A143,A152,A173,0,0,24,4817,2,3,31,1,1,1
455,A14,A32,A41,A61,A72,A92,A101,A124,A143,A152,A174,0,0,24,2679,4,1,29,1,1,0
456,A11,A34,A40,A61,A73,A93,A101,A121,A143,A151,A173,1,0,11,3905,2,2,36,2,2,0
457,A11,A32,A41,A61,A75,A93,A101,A124,A143,A153,A173,0,0,12,3386,3,4,35,1,1,1
458,A11,A32,A44,A61,A72,A92,A101,A121,A143,A152,A173,1,0,6,343,4,1,27,1,1,0
459,A14,A32,A43,A61,A72,A93,A101,A123,A143,A152,A173,0,0,18,4594,3,2,32,1,1,0
460,A11,A32,A42,A61,A73,A93,A103,A122,A143,A152,A173,1,0,36,3620,1,2,37,1,2,0
461,A11,A32,A40,A61,A72,A93,A101,A121,A143,A152,A173,1,0,15,1721,2,3,36,1,1,0
462,A12,A32,A42,A61,A72,A92,A101,A121,A143,A151,A174,1,0,12,3017,3,1,34,1,1,0
463,A12,A32,A48,A65,A75,A93,A101,A122,A143,A152,A173,1,0,12,754,4,4,38,2,1,0
464,A14,A32,A49,A61,A74,A93,A101,A123,A142,A152,A173,0,0,18,1950,4,1,34,2,1,0
465,A11,A32,A41,A61,A73,A93,A103,A124,A141,A152,A173,0,0,24,2924,3,4,63,1,2,0
466,A11,A33,A43,A61,A72,A92,A101,A123,A143,A151,A172,0,0,24,1659,4,2,29,1,1,1
467,A14,A33,A43,A65,A75,A93,A101,A123,A141,A152,A173,1,0,48,7238,3,3,32,2,2,0
468,A14,A33,A49,A61,A73,A92,A101,A123,A143,A152,A173,0,0,33,2764,2,2,26,2,1,0
469,A14,A33,A41,A61,A74,A93,A101,A123,A143,A152,A172,0,0,24,4679,3,3,35,2,1,0
470,A12,A32,A43,A62,A72,A94,A101,A123,A143,A151,A173,0,0,24,3092,3,2,22,1,1,1
471,A11,A32,A46,A61,A72,A92,A101,A122,A143,A152,A173,1,0,6,448,4,4,23,1,1,1
472,A11,A32,A40,A61,A73,A93,A101,A123,A143,A152,A172,1,0,9,654,4,3,28,1,1,1
473,A14,A32,A48,A65,A71,A93,A101,A122,A143,A152,A174,0,0,6,1238,4,4,36,1,2,0
474,A12,A34,A43,A61,A73,A94,A101,A123,A143,A152,A173,1,0,18,1245,4,2,33,1,1,1
475,A11,A30,A42,A61,A72,A92,A101,A122,A143,A151,A173,1,0,18,3114,1,4,26,1,1,1
476,A14,A32,A41,A63,A73,A93,A101,A123,A143,A152,A173,1,0,39,2569,4,4,24,1,1,0
477,A13,A32,A43,A61,A74,A93,A101,A123,A141,A152,A173,1,0,24,5152,4,2,25,1,1,0
478,A12,A32,A49,A62,A74,A93,A101,A121,A143,A152,A172,1,0,12,1037,3,4,39,1,1,0
479,A11,A34,A42,A61,A75,A93,A101,A123,A143,A152,A173,0,0,15,1478,4,4,44,2,2,0
480,A12,A34,A43,A61,A73,A92,A101,A121,A143,A152,A172,1,0,12,3573,1,1,23,1,1,0
481,A12,A32,A40,A61,A72,A93,A101,A122,A143,A152,A173,1,0,24,1201,4,1,26,1,1,0
482,A11,A32,A42,A64,A75,A92,A101,A122,A143,A151,A173,0,0,30,3622,4,4,57,2,1,0
483,A14,A33,A42,A64,A74,A92,A101,A122,A143,A152,A173,1,0,15,960,3,2,30,2,1,0
484,A14,A34,A40,A63,A73,A93,A101,A121,A143,A152,A173,0,0,12,1163,4,4,44,1,1,0
485,A12,A33,A40,A61,A71,A93,A101,A122,A143,A152,A174,0,0,6,1209,4,4,47,1,1,1
486,A14,A32,A43,A61,A73,A93,A101,A123,A143,A152,A173,0,0,12,3077,2,4,52,1,1,0
487,A14,A32,A40,A61,A75,A92,A102,A124,A143,A153,A173,0,0,24,3757,4,4,62,1,1,0
488,A14,A32,A40,A62,A73,A93,A101,A121,A143,A151,A172,1,1,10,1418,3,2,35,1,1,0
489,A14,A32,A40,A61,A73,A93,A103,A122,A143,A151,A173,1,0,6,3518,2,3,26,1,1,0
490,A14,A34,A43,A61,A75,A93,A101,A124,A143,A152,A173,1,0,12,1934,2,2,26,2,1,0
491,A12,A30,A49,A61,A75,A92,A101,A124,A143,A153,A174,0,0,27,8318,2,4,42,2,1,1
492,A14,A34,A43,A62,A73,A92,A101,A122,A143,A152,A173,1,0,6,1237,1,1,27,2,1,0
493,A12,A32,A43,A65,A75,A93,A101,A122,A143,A152,A173,1,0,6,368,4,4,38,1,1,0
494,A11,A34,A40,A61,A73,A93,A101,A121,A143,A151,A172,1,1,12,2122,3,2,39,2,2,0
495,A11,A32,A42,A65,A73,A94,A101,A123,A143,A152,A173,1,0,24,2996,2,4,20,1,1,1
496,A12,A32,A42,A62,A72,A93,A102,A124,A143,A151,A174,0,0,36,9034,4,1,29,1,1,1
497,A14,A34,A42,A61,A74,A93,A101,A122,A143,A152,A173,1,0,24,1585,4,3,40,2,1,0
