0,1,2,3,4,5
A1,B1,C2,D4,E2,21
A1,B1,C2,D4,E3,30
A1,B1,C2,D4,E4,29
A1,B1,C3,D0,E0,15
A1,B1,C3,D0,E1,20
A1,B1,C3,D0,E2,12
A1,B1,C3,D0,E3,21
A1,B1,C3,D0,E4,20
A1,B1,C3,D1,E0,21
A1,B1,C3,D1,E1,26
A1,B1,C3,D1,E2,18
A1,B1,C3,D1,E3,27
A1,B1,C3,D1,E4,26
A1,B1,C3,D2,E0,11
A1,B1,C3,D2,E1,16
A1,B1,C3,D2,E2,8
A1,B1,C3,D2,E3,17
A1,B1,C3,D2,E4,16
A1,B1,C3,D3,E0,19
A1,B1,C3,D3,E1,24
A1,B1,C3,D3,E2,16
A1,B1,C3,D3,E3,25
A1,B1,C3,D3,E4,24
A1,B1,C3,D4,E0,21
A1,B1,C3,D4,E1,26
A1,B1,C3,D4,E2,18
A1,B1,C3,D4,E3,27
A1,B1,C3,D4,E4,26
A1,B1,C4,D0,E0,15
A1,B1,C4,D0,E1,20
A1,B1,C4,D0,E2,12
A1,B1,C4,D0,E3,21
A1,B1,C4,D0,E4,20
A1,B1,C4,D1,E0,21
A1,B1,C4,D1,E1,26
A1,B1,C4,D1,E2,18
A1,B1,C4,D1,E3,27
A1,B1,C4,D1,E4,26
A1,B1,C4,D2,E0,11
A1,B1,C4,D2,E1,16
A1,B1,C4,D2,E2,8
A1,B1,C4,D2,E3,17
A1,B1,C4,D2,E4,16
A1,B1,C4,D3,E0,19
A1,B1,C4,D3,E1,24
A1,B1,C4,D3,E2,16
A1,B1,C4,D3,E3,25
A1,B1,C4,D3,E4,24
A1,B1,C4,D4,E0,21
A1,B1,C4,D4,E1,26
A1,B1,C4,D4,E2,18
A1,B1,C4,D4,E3,27
A1,B1,C4,D4,E4,26
A1,B2,C0,D0,E0,19
A1,B2,C0,D0,E1,24
A1,B2,C0,D0,E2,16
A1,B2,C0,D0,E3,25
A1,B2,C0,D0,E4,24
A1,B2,C0,D1,E0,25
A1,B2,C0,D1,E1,30
A1,B2,C0,D1,E2,22
A1,B2,C0,D1,E3,31
A1,B2,C0,D1,E4,30
A1,B2,C0,D2,E0,15
A1,B2,C0,D2,E1,20
A1,B2,C0,D2,E2,12
A1,B2,C0,D2,E3,21
A1,B2,C0,D2,E4,20
A1,B2,C0,D3,E0,23
A1,B2,C0,D3,E1,28
A1,B2,C0,D3,E2,20
A1,B2,C0,D3,E3,29
A1,B2,C0,D3,E4,28
A1,B2,C0,D4,E0,25
A1,B2,C0,D4,E1,30
A1,B2,C0,D4,E2,22
A1,B2,C0,D4,E3,31
A1,B2,C0,D4,E4,30
A1,B2,C1,D0,E0,20
A1,B2,C1,D0,E1,25
A1,B2,C1,D0,E2,17
A1,B2,C1,D0,E3,26
A1,B2,C1,D0,E4,25
A1,B2,C1,D1,E0,26
A1,B2,C1,D1,E1,31
A1,B2,C1,D1,E2,23
A1,B2,C1,D1,E3,32
A1,B2,C1,D1,E4,31
A1,B2,C1,D2,E0,16
A1,B2,C1,D2,E1,21
A1,B2,C1,D2,E2,13
A1,B2,C1,D2,E3,22
A1,B2,C1,D2,E4,21
A1,B2,C1,D3,E0,24
A1,B2,C1,D3,E1,29
A1,B2,C1,D3,E2,21
A1,B2,C1,D3,E3,30
A1,B2,C1,D3,E4,29
A1,B2,C1,D4,E0,26
A1,B2,C1,D4,E1,31
A1,B2,C1,D4,E2,23
A1,B2,C1,D4,E3,32
A1,B2,C1,D4,E4,31
A1,B2,C2,D0,E0,25
A1,B2,C2,D0,E1,30
A1,B2,C2,D0,E2,22
A1,B2,C2,D0,E3,31
A1,B2,C2,D0,E4,30
A1,B2,C2,D1,E0,31
A1,B2,C2,D1,E1,36
A1,B2,C2,D1,E2,28
A1,B2,C2,D1,E3,37
A1,B2,C2,D1,E4,36
A1,B2,C2,D2,E0,21
A1,B2,C2,D2,E1,26
A1,B2,C2,D2,E2,18
A1,B2,C2,D2,E3,27
A1,B2,C2,D2,E4,26
A1,B2,C2,D3,E0,29
A1,B2,C2,D3,E1,34
A1,B2,C2,D3,E2,26
A1,B2,C2,D3,E3,35
A1,B2,C2,D3,E4,34
A1,B2,C2,D4,E0,31
A1,B2,C2,D4,E1,36
A1,B2,C2,D4,E2,28
A1,B2,C2,D4,E3,37
A1,B2,C2,D4,E4,36
A1,B2,C3,D0,E0,22
A1,B2,C3,D0,E1,27
A1,B2,C3,D0,E2,19
A1,B2,C3,D0,E3,28
A1,B2,C3,D0,E4,27
A1,B2,C3,D1,E0,28
A1,B2,C3,D1,E1,33
A1,B2,C3,D1,E2,25
A1,B2,C3,D1,E3,34
A1,B2,C3,D1,E4,33
A1,B2,C3,D2,E0,18
A1,B2,C3,D2,E1,23
A1,B2,C3,D2,E2,15
A1,B2,C3,D2,E3,24
A1,B2,C3,D2,E4,23
A1,B2,C3,D3,E0,26
A1,B2,C3,D3,E1,31
A1,B2,C3,D3,E2,23
A1,B2,C3,D3,E3,32
A1,B2,C3,D3,E4,31
A1,B2,C3,D4,E0,28
A1,B2,C3,D4,E1,33
A1,B2,C3,D4,E2,25
A1,B2,C3,D4,E3,34
A1,B2,C3,D4,E4,33
A1,B2,C4,D0,E0,22
A1,B2,C4,D0,E1,27
A1,B2,C4,D0,E2,19
A1,B2,C4,D0,E3,28
A1,B2,C4,D0,E4,27
A1,B2,C4,D1,E0,28
A1,B2,C4,D1,E1,33
A1,B2,C4,D1,E2,25
A1,B2,C4,D1,E3,34
A1,B2,C4,D1,E4,33
A1,B2,C4,D2,E0,18
A1,B2,C4,D2,E1,23
A1,B2,C4,D2,E2,15
A1,B2,C4,D2,E3,24
A1,B2,C4,D2,E4,23
A1,B2,C4,D3,E0,26
A1,B2,C4,D3,E1,31
A1,B2,C4,D3,E2,23
A1,B2,C4,D3,E3,32
A1,B2,C4,D3,E4,31
A1,B2,C4,D4,E0,28
A1,B2,C4,D4,E1,33
A1,B2,C4,D4,E2,25
A1,B2,C4,D4,E3,34
A1,B2,C4,D4,E4,33
A1,B3,C0,D0,E0,13
A1,B3,C0,D0,E1,18
A1,B3,C0,D0,E2,10
A1,B3,C0,D0,E3,19
A1,B3,C0,D0,E4,18
A1,B3,C0,D1,E0,19
A1,B3,C0,D1,E1,24
A1,B3,C0,D1,E2,16
A1,B3,C0,D1,E3,25
A1,B3,C0,D1,E4,24
A1,B3,C0,D2,E0,9
A1,B3,C0,D2,E1,14
A1,B3,C0,D2,E2,6
A1,B3,C0,D2,E3,15
A1,B3,C0,D2,E4,14
A1,B3,C0,D3,E0,17
A1,B3,C0,D3,E1,22
A1,B3,C0,D3,E2,14
A1,B3,C0,D3,E3,23
A1,B3,C0,D3,E4,22
A1,B3,C0,D4,E0,19
A1,B3,C0,D4,E1,24
A1,B3,C0,D4,E2,16
A1,B3,C0,D4,E3,25
A1,B3,C0,D4,E4,24
A1,B3,C1,D0,E0,14
A1,B3,C1,D0,E1,19
A1,B3,C1,D0,E2,11
A1,B3,C1,D0,E3,20
A1,B3,C1,D0,E4,19
A1,B3,C1,D1,E0,20
A1,B3,C1,D1,E1,25
A1,B3,C1,D1,E2,17
A1,B3,C1,D1,E3,26
A1,B3,C1,D1,E4,25
A1,B3,C1,D2,E0,10
A1,B3,C1,D2,E1,15
A1,B3,C1,D2,E2,7
A1,B3,C1,D2,E3,16
A1,B3,C1,D2,E4,15
A1,B3,C1,D3,E0,18
A1,B3,C1,D3,E1,23
A1,B3,C1,D3,E2,15
A1,B3,C1,D3,E3,24
A1,B3,C1,D3,E4,23
A1,B3,C1,D4,E0,20
A1,B3,C1,D4,E1,25
A1,B3,C1,D4,E2,17
A1,B3,C1,D4,E3,26
A1,B3,C1,D4,E4,25
A1,B3,C2,D0,E0,19
A1,B3,C2,D0,E1,24
A1,B3,C2,D0,E2,16
A1,B3,C2,D0,E3,25
A1,B3,C2,D0,E4,24
A1,B3,C2,D1,E0,25
A1,B3,C2,D1,E1,30
A1,B3,C2,D1,E2,22
A1,B3,C2,D1,E3,31
A1,B3,C2,D1,E4,30
A1,B3,C2,D2,E0,15
A1,B3,C2,D2,E1,20
A1,B3,C2,D2,E2,12
A1,B3,C2,D2,E3,21
A1,B3,C2,D2,E4,20
A1,B3,C2,D3,E0,23
A1,B3,C2,D3,E1,28
A1,B3,C2,D3,E2,20
A1,B3,C2,D3,E3,29
A1,B3,C2,D3,E4,28
A1,B3,C2,D4,E0,25
A1,B3,C2,D4,E1,30
A1,B3,C2,D4,E2,22
A1,B3,C2,D4,E3,31
A1,B3,C2,D4,E4,30
A1,B3,C3,D0,E0,16
A1,B3,C3,D0,E1,21
A1,B3,C3,D0,E2,13
A1,B3,C3,D0,E3,22
A1,B3,C3,D0,E4,21
A1,B3,C3,D1,E0,22
A1,B3,C3,D1,E1,27
A1,B3,C3,D1,E2,19
A1,B3,C3,D1,E3,28
A1,B3,C3,D1,E4,27
A1,B3,C3,D2,E0,12
A1,B3,C3,D2,E1,17
A1,B3,C3,D2,E2,9
A1,B3,C3,D2,E3,18
A1,B3,C3,D2,E4,17
A1,B3,C3,D3,E0,20
A1,B3,C3,D3,E1,25
A1,B3,C3,D3,E2,17
A1,B3,C3,D3,E3,26
A1,B3,C3,D3,E4,25
A1,B3,C3,D4,E0,22
A1,B3,C3,D4,E1,27
A1,B3,C3,D4,E2,19
A1,B3,C3,D4,E3,28
A1,B3,C3,D4,E4,27
A1,B3,C4,D0,E0,16
A1,B3,C4,D0,E1,21
A1,B3,C4,D0,E2,13
A1,B3,C4,D0,E3,22
A1,B3,C4,D0,E4,21
A1,B3,C4,D1,E0,22
A1,B3,C4,D1,E1,27
A1,B3,C4,D1,E2,19
A1,B3,C4,D1,E3,28
A1,B3,C4,D1,E4,27
A1,B3,C4,D2,E0,12
A1,B3,C4,D2,E1,17
A1,B3,C4,D2,E2,9
A1,B3,C4,D2,E3,18
A1,B3,C4,D2,E4,17
A1,B3,C4,D3,E0,20
A1,B3,C4,D3,E1,25
A1,B3,C4,D3,E2,17
A1,B3,C4,D3,E3,26
A1,B3,C4,D3,E4,25
A1,B3,C4,D4,E0,22
A1,B3,C4,D4,E1,27
A1,B3,C4,D4,E2,19
A1,B3,C4,D4,E3,28
A1,B3,C4,D4,E4,27
A1,B4,C0,D0,E0,18
A1,B4,C0,D0,E1,23
A1,B4,C0,D0,E2,15
A1,B4,C0,D0,E3,24
A1,B4,C0,D0,E4,23
A1,B4,C0,D1,E0,24
A1,B4,C0,D1,E1,29
A1,B4,C0,D1,E2,21
A1,B4,C0,D1,E3,30
A1,B4,C0,D1,E4,29
A1,B4,C0,D2,E0,14
A1,B4,C0,D2,E1,19
A1,B4,C0,D2,E2,11
A1,B4,C0,D2,E3,20
A1,B4,C0,D2,E4,19
A1,B4,C0,D3,E0,22
A1,B4,C0,D3,E1,27
A1,B4,C0,D3,E2,19
A1,B4,C0,D3,E3,28
A1,B4,C0,D3,E4,27
A1,B4,C0,D4,E0,24
A1,B4,C0,D4,E1,29
A1,B4,C0,D4,E2,21
A1,B4,C0,D4,E3,30
A1,B4,C0,D4,E4,29
A1,B4,C1,D0,E0,19
A1,B4,C1,D0,E1,24
A1,B4,C1,D0,E2,16
A1,B4,C1,D0,E3,25
A1,B4,C1,D0,E4,24
A1,B4,C1,D1,E0,25
A1,B4,C1,D1,E1,30
A1,B4,C1,D1,E2,22
A1,B4,C1,D1,E3,31
A1,B4,C1,D1,E4,30
A1,B4,C1,D2,E0,15
A1,B4,C1,D2,E1,20
A1,B4,C1,D2,E2,12
A1,B4,C1,D2,E3,21
A1,B4,C1,D2,E4,20
A1,B4,C1,D3,E0,23
A1,B4,C1,D3,E1,28
A1,B4,C1,D3,E2,20
A1,B4,C1,D3,E3,29
A1,B4,C1,D3,E4,28
A1,B4,C1,D4,E0,25
A1,B4,C1,D4,E1,30
A1,B4,C1,D4,E2,22
A1,B4,C1,D4,E3,31
A1,B4,C1,D4,E4,30
A1,B4,C2,D0,E0,24
A1,B4,C2,D0,E1,29
A1,B4,C2,D0,E2,21
A1,B4,C2,D0,E3,30
A1,B4,C2,D0,E4,29
A1,B4,C2,D1,E0,30
A1,B4,C2,D1,E1,35
A1,B4,C2,D1,E2,27
A1,B4,C2,D1,E3,36
A1,B4,C2,D1,E4,35
A1,B4,C2,D2,E0,20
A1,B4,C2,D2,E1,25
A1,B4,C2,D2,E2,17
A1,B4,C2,D2,E3,26
A1,B4,C2,D2,E4,25
A1,B4,C2,D3,E0,28
A1,B4,C2,D3,E1,33
A1,B4,C2,D3,E2,25
A1,B4,C2,D3,E3,34
A1,B4,C2,D3,E4,33
A1,B4,C2,D4,E0,30
A1,B4,C2,D4,E1,35
A1,B4,C2,D4,E2,27
A1,B4,C2,D4,E3,36
A1,B4,C2,D4,E4,35
A1,B4,C3,D0,E0,21
A1,B4,C3,D0,E1,26
A1,B4,C3,D0,E2,18
A1,B4,C3,D0,E3,27
A1,B4,C3,D0,E4,26
A1,B4,C3,D1,E0,27
A1,B4,C3,D1,E1,32
A1,B4,C3,D1,E2,24
A1,B4,C3,D1,E3,33
A1,B4,C3,D1,E4,32
A1,B4,C3,D2,E0,17
A1,B4,C3,D2,E1,22
A1,B4,C3,D2,E2,14
A1,B4,C3,D2,E3,23
A1,B4,C3,D2,E4,22
A1,B4,C3,D3,E0,25
A1,B4,C3,D3,E1,30
A1,B4,C3,D3,E2,22
A1,B4,C3,D3,E3,31
A1,B4,C3,D3,E4,30
A1,B4,C3,D4,E0,27
A1,B4,C3,D4,E1,32
A1,B4,C3,D4,E2,24
A1,B4,C3,D4,E3,33
A1,B4,C3,D4,E4,32
A1,B4,C4,D0,E0,21
A1,B4,C4,D0,E1,26
A1,B4,C4,D0,E2,18
A1,B4,C4,D0,E3,27
A1,B4,C4,D0,E4,26
A1,B4,C4,D1,E0,27
A1,B4,C4,D1,E1,32
A1,B4,C4,D1,E2,24
A1,B4,C4,D1,E3,33
A1,B4,C4,D1,E4,32
A1,B4,C4,D2,E0,17
A1,B4,C4,D2,E1,22
A1,B4,C4,D2,E2,14
A1,B4,C4,D2,E3,23
A1,B4,C4,D2,E4,22
A1,B4,C4,D3,E0,25
A1,B4,C4,D3,E1,30
A1,B4,C4,D3,E2,22
A1,B4,C4,D3,E3,31
A1,B4,C4,D3,E4,30
A1,B4,C4,D4,E0,27
A1,B4,C4,D4,E1,32
A1,B4,C4,D4,E2,24
A1,B4,C4,D4,E3,33
A1,B4,C4,D4,E4,32
A2,B0,C0,D0,E0,9
A2,B0,C0,D0,E1,14
A2,B0,C0,D0,E2,6
A2,B0,C0,D0,E3,15
A2,B0,C0,D0,E4,14
A2,B0,C0,D1,E0,15
A2,B0,C0,D1,E1,20
A2,B0,C0,D1,E2,12
A2,B0,C0,D1,E3,21
A2,B0,C0,D1,E4,20
A2,B0,C0,D2,E0,5
A2,B0,C0,D2,E1,10
A2,B0,C0,D2,E2,2
A2,B0,C0,D2,E3,11
A2,B0,C0,D2,E4,10
A2,B0,C0,D3,E0,13
A2,B0,C0,D3,E1,18
A2,B0,C0,D3,E2,10
A2,B0,C0,D3,E3,19
A2,B0,C0,D3,E4,18
A2,B0,C0,D4,E0,15
A2,B0,C0,D4,E1,20
A2,B0,C0,D4,E2,12
A2,B0,C0,D4,E3,21
A2,B0,C0,D4,E4,20
A2,B0,C1,D0,E0,10
A2,B0,C1,D0,E1,15
A2,B0,C1,D0,E2,7
A2,B0,C1,D0,E3,16
A2,B0,C1,D0,E4,15
A2,B0,C1,D1,E0,16
A2,B0,C1,D1,E1,21
A2,B0,C1,D1,E2,13
A2,B0,C1,D1,E3,22
A2,B0,C1,D1,E4,21
A2,B0,C1,D2,E0,6
A2,B0,C1,D2,E1,11
A2,B0,C1,D2,E2,3
A2,B0,C1,D2,E3,12
A2,B0,C1,D2,E4,11
A2,B0,C1,D3,E0,14
A2,B0,C1,D3,E1,19
A2,B0,C1,D3,E2,11
A2,B0,C1,D3,E3,20
A2,B0,C1,D3,E4,19
A2,B0,C1,D4,E0,16
A2,B0,C1,D4,E1,21
A2,B0,C1,D4,E2,13
A2,B0,C1,D4,E3,22
A2,B0,C1,D4,E4,21
A2,B0,C2,D0,E0,15
A2,B0,C2,D0,E1,20
A2,B0,C2,D0,E2,12
A2,B0,C2,D0,E3,21
A2,B0,C2,D0,E4,20
A2,B0,C2,D1,E0,21
A2,B0,C2,D1,E1,26
A2,B0,C2,D1,E2,18
A2,B0,C2,D1,E3,27
A2,B0,C2,D1,E4,26
A2,B0,C2,D2,E0,11
A2,B0,C2,D2,E1,16
A2,B0,C2,D2,E2,8
A2,B0,C2,D2,E3,17
A2,B0,C2,D2,E4,16
A2,B0,C2,D3,E0,19
A2,B0,C2,D3,E1,24
A2,B0,C2,D3,E2,16
A2,B0,C2,D3,E3,25
A2,B0,C2,D3,E4,24
A2,B0,C2,D4,E0,21
A2,B0,C2,D4,E1,26
A2,B0,C2,D4,E2,18
A2,B0,C2,D4,E3,27
A2,B0,C2,D4,E4,26
A2,B0,C3,D0,E0,12
A2,B0,C3,D0,E1,17
A2,B0,C3,D0,E2,9
A2,B0,C3,D0,E3,18
A2,B0,C3,D0,E4,17
A2,B0,C3,D1,E0,18
A2,B0,C3,D1,E1,23
A2,B0,C3,D1,E2,15
A2,B0,C3,D1,E3,24
A2,B0,C3,D1,E4,23
A2,B0,C3,D2,E0,8
A2,B0,C3,D2,E1,13
A2,B0,C3,D2,E2,5
A2,B0,C3,D2,E3,14
A2,B0,C3,D2,E4,13
A2,B0,C3,D3,E0,16
A2,B0,C3,D3,E1,21
A2,B0,C3,D3,E2,13
A2,B0,C3,D3,E3,22
A2,B0,C3,D3,E4,21
A2,B0,C3,D4,E0,18
A2,B0,C3,D4,E1,23
A2,B0,C3,D4,E2,15
A2,B0,C3,D4,E3,24
A2,B0,C3,D4,E4,23
A2,B0,C4,D0,E0,12
A2,B0,C4,D0,E1,17
A2,B0,C4,D0,E2,9
A2,B0,C4,D0,E3,18
A2,B0,C4,D0,E4,17
A2,B0,C4,D1,E0,18
A2,B0,C4,D1,E1,23
A2,B0,C4,D1,E2,15
A2,B0,C4,D1,E3,24
A2,B0,C4,D1,E4,23
A2,B0,C4,D2,E0,8
A2,B0,C4,D2,E1,13
A2,B0,C4,D2,E2,5
A2,B0,C4,D2,E3,14
A2,B0,C4,D2,E4,13
A2,B0,C4,D3,E0,16
A2,B0,C4,D3,E1,21
A2,B0,C4,D3,E2,13
A2,B0,C4,D3,E3,22
A2,B0,C4,D3,E4,21
A2,B0,C4,D4,E0,18
A2,B0,C4,D4,E1,23
A2,B0,C4,D4,E2,15
A2,B0,C4,D4,E3,24
A2,B0,C4,D4,E4,23
A2,B1,C0,D0,E0,10
A2,B1,C0,D0,E1,15
A2,B1,C0,D0,E2,7
A2,B1,C0,D0,E3,16
A2,B1,C0,D0,E4,15
A2,B1,C0,D1,E0,16
A2,B1,C0,D1,E1,21
A2,B1,C0,D1,E2,13
A2,B1,C0,D1,E3,22
A2,B1,C0,D1,E4,21
A2,B1,C0,D2,E0,6
A2,B1,C0,D2,E1,11
A2,B1,C0,D2,E2,3
A2,B1,C0,D2,E3,12
A2,B1,C0,D2,E4,11
A2,B1,C0,D3,E0,14
A2,B1,C0,D3,E1,19
A2,B1,C0,D3,E2,11
A2,B1,C0,D3,E3,20
A2,B1,C0,D3,E4,19
A2,B1,C0,D4,E0,16
A2,B1,C0,D4,E1,21
A2,B1,C0,D4,E2,13
A2,B1,C0,D4,E3,22
A2,B1,C0,D4,E4,21
A2,B1,C1,D0,E0,11
A2,B1,C1,D0,E1,16
A2,B1,C1,D0,E2,8
A2,B1,C1,D0,E3,17
A2,B1,C1,D0,E4,16
A2,B1,C1,D1,E0,17
A2,B1,C1,D1,E1,22
A2,B1,C1,D1,E2,14
A2,B1,C1,D1,E3,23
A2,B1,C1,D1,E4,22
A2,B1,C1,D2,E0,7
A2,B1,C1,D2,E1,12
A2,B1,C1,D2,E2,4
A2,B1,C1,D2,E3,13
A2,B1,C1,D2,E4,12
A2,B1,C1,D3,E0,15
A2,B1,C1,D3,E1,20
A2,B1,C1,D3,E2,12
A2,B1,C1,D3,E3,21
A2,B1,C1,D3,E4,20
A2,B1,C1,D4,E0,17
A2,B1,C1,D4,E1,22
A2,B1,C1,D4,E2,14
A2,B1,C1,D4,E3,23
A2,B1,C1,D4,E4,22
A2,B1,C2,D0,E0,16
A2,B1,C2,D0,E1,21
A2,B1,C2,D0,E2,13
A2,B1,C2,D0,E3,22
A2,B1,C2,D0,E4,21
A2,B1,C2,D1,E0,22
A2,B1,C2,D1,E1,27
A2,B1,C2,D1,E2,19
A2,B1,C2,D1,E3,28
A2,B1,C2,D1,E4,27
A2,B1,C2,D2,E0,12
A2,B1,C2,D2,E1,17
A2,B1,C2,D2,E2,9
A2,B1,C2,D2,E3,18
A2,B1,C2,D2,E4,17
A2,B1,C2,D3,E0,20
A2,B1,C2,D3,E1,25
A2,B1,C2,D3,E2,17
A2,B1,C2,D3,E3,26
A2,B1,C2,D3,E4,25
A2,B1,C2,D4,E0,22
A2,B1,C2,D4,E1,27
A2,B1,C2,D4,E2,19
A2,B1,C2,D4,E3,28
A2,B1,C2,D4,E4,27
A2,B1,C3,D0,E0,13
A2,B1,C3,D0,E1,18
A2,B1,C3,D0,E2,10
A2,B1,C3,D0,E3,19
A2,B1,C3,D0,E4,18
A2,B1,C3,D1,E0,19
A2,B1,C3,D1,E1,24
A2,B1,C3,D1,E2,16
A2,B1,C3,D1,E3,25
A2,B1,C3,D1,E4,24
A2,B1,C3,D2,E0,9
A2,B1,C3,D2,E1,14
A2,B1,C3,D2,E2,6
A2,B1,C3,D2,E3,15
A2,B1,C3,D2,E4,14
A2,B1,C3,D3,E0,17
A2,B1,C3,D3,E1,22
A2,B1,C3,D3,E2,14
A2,B1,C3,D3,E3,23
A2,B1,C3,D3,E4,22
A2,B1,C3,D4,E0,19
A2,B1,C3,D4,E1,24
A2,B1,C3,D4,E2,16
A2,B1,C3,D4,E3,25
A2,B1,C3,D4,E4,24
A2,B1,C4,D0,E0,13
A2,B1,C4,D0,E1,18
A2,B1,C4,D0,E2,10
A2,B1,C4,D0,E3,19
A2,B1,C4,D0,E4,18
A2,B1,C4,D1,E0,19
A2,B1,C4,D1,E1,24
A2,B1,C4,D1,E2,16
A2,B1,C4,D1,E3,25
A2,B1,C4,D1,E4,24
A2,B1,C4,D2,E0,9
A2,B1,C4,D2,E1,14
A2,B1,C4,D2,E2,6
A2,B1,C4,D2,E3,15
A2,B1,C4,D2,E4,14
A2,B1,C4,D3,E0,17
A2,B1,C4,D3,E1,22
A2,B1,C4,D3,E2,14
A2,B1,C4,D3,E3,23
A2,B1,C4,D3,E4,22
A2,B1,C4,D4,E0,19
A2,B1,C4,D4,E1,24
A2,B1,C4,D4,E2,16
A2,B1,C4,D4,E3,25
A2,B1,C4,D4,E4,24
A2,B2,C0,D0,E0,17
A2,B2,C0,D0,E1,22
A2,B2,C0,D0,E2,14
A2,B2,C0,D0,E3,23
A2,B2,C0,D0,E4,22
A2,B2,C0,D1,E0,23
A2,B2,C0,D1,E1,28
A2,B2,C0,D1,E2,20
A2,B2,C0,D1,E3,29
A2,B2,C0,D1,E4,28
A2,B2,C0,D2,E0,13
A2,B2,C0,D2,E1,18
A2,B2,C0,D2,E2,10
A2,B2,C0,D2,E3,19
A2,B2,C0,D2,E4,18
A2,B2,C0,D3,E0,21
A2,B2,C0,D3,E1,26
A2,B2,C0,D3,E2,18
A2,B2,C0,D3,E3,27
A2,B2,C0,D3,E4,26
A2,B2,C0,D4,E0,23
A2,B2,C0,D4,E1,28
A2,B2,C0,D4,E2,20
A2,B2,C0,D4,E3,29
A2,B2,C0,D4,E4,28
A2,B2,C1,D0,E0,18
A2,B2,C1,D0,E1,23
A2,B2,C1,D0,E2,15
A2,B2,C1,D0,E3,24
A2,B2,C1,D0,E4,23
A2,B2,C1,D1,E0,24
A2,B2,C1,D1,E1,29
A2,B2,C1,D1,E2,21
A2,B2,C1,D1,E3,30
A2,B2,C1,D1,E4,29
A2,B2,C1,D2,E0,14
A2,B2,C1,D2,E1,19
A2,B2,C1,D2,E2,11
A2,B2,C1,D2,E3,20
A2,B2,C1,D2,E4,19
A2,B2,C1,D3,E0,22
A2,B2,C1,D3,E1,27
A2,B2,C1,D3,E2,19
A2,B2,C1,D3,E3,28
A2,B2,C1,D3,E4,27
A2,B2,C1,D4,E0,24
A2,B2,C1,D4,E1,29
A2,B2,C1,D4,E2,21
A2,B2,C1,D4,E3,30
A2,B2,C1,D4,E4,29
A2,B2,C2,D0,E0,23
A2,B2,C2,D0,E1,28
A2,B2,C2,D0,E2,20
A2,B2,C2,D0,E3,29
A2,B2,C2,D0,E4,28
A2,B2,C2,D1,E0,29
A2,B2,C2,D1,E1,34
A2,B2,C2,D1,E2,26
A2,B2,C2,D1,E3,35
A2,B2,C2,D1,E4,34
A2,B2,C2,D2,E0,19
A2,B2,C2,D2,E1,24
A2,B2,C2,D2,E2,16
A2,B2,C2,D2,E3,25
A2,B2,C2,D2,E4,24
A2,B2,C2,D3,E0,27
A2,B2,C2,D3,E1,32
A2,B2,C2,D3,E2,24
A2,B2,C2,D3,E3,33
A2,B2,C2,D3,E4,32
A2,B2,C2,D4,E0,29
A2,B2,C2,D4,E1,34
A2,B2,C2,D4,E2,26
A2,B2,C2,D4,E3,35
A2,B2,C2,D4,E4,34
A2,B2,C3,D0,E0,20
A2,B2,C3,D0,E1,25
A2,B2,C3,D0,E2,17
A2,B2,C3,D0,E3,26
A2,B2,C3,D0,E4,25
A2,B2,C3,D1,E0,26
A2,B2,C3,D1,E1,31
A2,B2,C3,D1,E2,23
A2,B2,C3,D1,E3,32
A2,B2,C3,D1,E4,31
A2,B2,C3,D2,E0,16
A2,B2,C3,D2,E1,21
A2,B2,C3,D2,E2,13
A2,B2,C3,D2,E3,22
A2,B2,C3,D2,E4,21
A2,B2,C3,D3,E0,24
A2,B2,C3,D3,E1,29
A2,B2,C3,D3,E2,21
A2,B2,C3,D3,E3,30
A2,B2,C3,D3,E4,29
A2,B2,C3,D4,E0,26
A2,B2,C3,D4,E1,31
A2,B2,C3,D4,E2,23
A2,B2,C3,D4,E3,32
A2,B2,C3,D4,E4,31
A2,B2,C4,D0,E0,20
A2,B2,C4,D0,E1,25
A2,B2,C4,D0,E2,17
A2,B2,C4,D0,E3,26
A2,B2,C4,D0,E4,25
A2,B2,C4,D1,E0,26
A2,B2,C4,D1,E1,31
A2,B2,C4,D1,E2,23
A2,B2,C4,D1,E3,32
A2,B2,C4,D1,E4,31
A2,B2,C4,D2,E0,16
A2,B2,C4,D2,E1,21
A2,B2,C4,D2,E2,13
A2,B2,C4,D2,E3,22
A2,B2,C4,D2,E4,21
A2,B2,C4,D3,E0,24
A2,B2,C4,D3,E1,29
A2,B2,C4,D3,E2,21
A2,B2,C4,D3,E3,30
A2,B2,C4,D3,E4,29
A2,B2,C4,D4,E0,26
A2,B2,C4,D4,E1,31
A2,B2,C4,D4,E2,23
A2,B2,C4,D4,E3,32
A2,B2,C4,D4,E4,31
A2,B3,C0,D0,E0,11
A2,B3,C0,D0,E1,16
A2,B3,C0,D0,E2,8
A2,B3,C0,D0,E3,17
A2,B3,C0,D0,E4,16
A2,B3,C0,D1,E0,17
A2,B3,C0,D1,E1,22
A2,B3,C0,D1,E2,14
A2,B3,C0,D1,E3,23
A2,B3,C0,D1,E4,22
A2,B3,C0,D2,E0,7
A2,B3,C0,D2,E1,12
A2,B3,C0,D2,E2,4
A2,B3,C0,D2,E3,13
A2,B3,C0,D2,E4,12
A2,B3,C0,D3,E0,15
A2,B3,C0,D3,E1,20
A2,B3,C0,D3,E2,12
A2,B3,C0,D3,E3,21
