,0,1,2,3,4,5,6,7,8,output
634,x,x,o,x,o,b,o,x,o,0
635,x,x,o,x,o,b,o,o,x,0
636,x,x,o,x,o,b,o,b,b,0
637,x,x,o,x,b,x,o,o,o,0
638,x,x,o,x,b,o,o,x,o,0
639,x,x,o,x,b,o,b,b,o,0
640,x,x,o,o,x,o,x,b,o,0
641,x,x,o,o,o,x,o,x,b,0
642,x,x,o,o,o,x,o,b,x,0
643,x,x,o,o,o,o,x,x,b,0
644,x,x,o,o,o,o,x,b,x,0
645,x,x,o,o,o,o,b,x,x,0
646,x,x,o,o,o,b,o,x,x,0
647,x,x,o,o,b,o,x,x,o,0
648,x,x,o,b,x,x,o,o,o,0
649,x,x,o,b,x,o,x,o,o,0
650,x,x,o,b,x,o,b,b,o,0
651,x,x,o,b,o,x,o,x,o,0
652,x,x,o,b,o,x,o,o,x,0
653,x,x,o,b,o,x,o,b,b,0
654,x,x,o,b,o,o,x,x,o,0
655,x,x,o,b,o,o,o,x,x,0
656,x,x,o,b,o,b,o,x,b,0
657,x,x,o,b,o,b,o,b,x,0
658,x,x,o,b,b,o,x,b,o,0
659,x,x,o,b,b,o,b,x,o,0
660,x,x,b,x,x,o,o,o,o,0
661,x,x,b,x,o,x,o,o,o,0
662,x,x,b,x,b,b,o,o,o,0
663,x,x,b,o,x,x,o,o,o,0
664,x,x,b,o,o,o,x,x,o,0
665,x,x,b,o,o,o,x,o,x,0
666,x,x,b,o,o,o,x,b,b,0
667,x,x,b,o,o,o,o,x,x,0
668,x,x,b,o,o,o,b,x,b,0
669,x,x,b,o,o,o,b,b,x,0
670,x,x,b,b,x,b,o,o,o,0
671,x,x,b,b,b,x,o,o,o,0
672,x,o,x,x,x,b,o,o,o,0
673,x,o,x,x,o,x,o,o,b,0
674,x,o,x,x,o,x,b,o,o,0
675,x,o,x,x,o,o,b,o,x,0
676,x,o,x,x,o,b,o,o,x,0
677,x,o,x,x,o,b,b,o,b,0
678,x,o,x,x,b,x,o,o,o,0
679,x,o,x,o,o,x,x,o,b,0
680,x,o,x,o,o,o,x,x,b,0
681,x,o,x,o,o,o,x,b,x,0
682,x,o,x,o,o,o,b,x,x,0
683,x,o,x,o,o,b,x,o,x,0
684,x,o,x,b,x,x,o,o,o,0
685,x,o,x,b,o,x,x,o,o,0
686,x,o,x,b,o,x,b,o,b,0
687,x,o,x,b,o,o,x,o,x,0
688,x,o,x,b,o,b,x,o,b,0
689,x,o,x,b,o,b,b,o,x,0
690,x,o,o,x,x,o,b,x,o,0
691,x,o,o,x,o,x,o,x,b,0
692,x,o,o,x,o,x,o,b,x,0
693,x,o,o,x,o,x,b,o,x,0
694,x,o,o,x,o,b,o,x,x,0
695,x,o,o,b,x,o,x,x,o,0
696,x,o,o,b,o,x,x,o,x,0
697,x,o,o,b,o,x,o,x,x,0
698,x,o,b,x,o,x,o,o,x,0
699,x,o,b,x,o,x,b,o,b,0
700,x,o,b,x,o,b,b,o,x,0
701,x,o,b,o,o,x,x,o,x,0
702,x,o,b,b,o,x,x,o,b,0
703,x,o,b,b,o,x,b,o,x,0
704,x,o,b,b,o,b,x,o,x,0
705,x,b,x,x,x,o,o,o,o,0
706,x,b,x,x,o,x,o,o,o,0
707,x,b,x,x,b,b,o,o,o,0
708,x,b,x,o,x,x,o,o,o,0
709,x,b,x,o,o,o,x,x,o,0
710,x,b,x,o,o,o,x,o,x,0
711,x,b,x,o,o,o,x,b,b,0
712,x,b,x,o,o,o,o,x,x,0
713,x,b,x,o,o,o,b,x,b,0
714,x,b,x,o,o,o,b,b,x,0
715,x,b,x,b,x,b,o,o,o,0
716,x,b,x,b,b,x,o,o,o,0
717,x,b,o,x,x,o,o,x,o,0
718,x,b,o,x,x,o,b,b,o,0
719,x,b,o,x,o,x,o,x,o,0
720,x,b,o,x,o,x,o,o,x,0
721,x,b,o,x,o,x,o,b,b,0
722,x,b,o,x,o,o,o,x,x,0
723,x,b,o,x,o,b,o,x,b,0
724,x,b,o,x,o,b,o,b,x,0
725,x,b,o,x,b,o,b,x,o,0
726,x,b,o,o,x,o,x,x,o,0
727,x,b,o,o,o,x,o,x,x,0
728,x,b,o,b,x,o,x,b,o,0
729,x,b,o,b,x,o,b,x,o,0
730,x,b,o,b,o,x,o,x,b,0
731,x,b,o,b,o,x,o,b,x,0
732,x,b,o,b,o,b,o,x,x,0
733,x,b,o,b,b,o,x,x,o,0
734,x,b,b,x,x,b,o,o,o,0
735,x,b,b,x,b,x,o,o,o,0
736,x,b,b,o,o,o,x,x,b,0
737,x,b,b,o,o,o,x,b,x,0
738,x,b,b,o,o,o,b,x,x,0
739,x,b,b,b,x,x,o,o,o,0
740,o,x,x,x,x,b,o,o,o,0
741,o,x,x,x,o,x,o,b,o,0
742,o,x,x,x,o,x,b,o,o,0
743,o,x,x,x,o,o,x,b,o,0
744,o,x,x,x,o,o,b,x,o,0
745,o,x,x,x,o,b,x,o,o,0
746,o,x,x,x,o,b,o,x,o,0
747,o,x,x,x,o,b,b,b,o,0
748,o,x,x,x,b,x,o,o,o,0
749,o,x,x,o,x,x,o,o,b,0
750,o,x,x,o,x,x,o,b,o,0
751,o,x,x,o,x,o,o,b,x,0
752,o,x,x,o,x,b,o,o,x,0
753,o,x,x,o,x,b,o,b,b,0
754,o,x,x,o,o,x,x,b,o,0
755,o,x,x,o,o,x,o,x,b,0
756,o,x,x,o,o,x,b,x,o,0
757,o,x,x,o,o,o,x,x,b,0
758,o,x,x,o,o,o,x,b,x,0
759,o,x,x,o,o,o,b,x,x,0
760,o,x,x,o,o,b,x,x,o,0
761,o,x,x,o,o,b,o,x,x,0
762,o,x,x,o,b,x,o,x,o,0
763,o,x,x,o,b,x,o,b,b,0
764,o,x,x,o,b,o,o,x,x,0
765,o,x,x,o,b,b,o,x,b,0
766,o,x,x,o,b,b,o,b,x,0
767,o,x,x,b,x,x,o,o,o,0
768,o,x,x,b,o,x,x,o,o,0
769,o,x,x,b,o,x,o,x,o,0
770,o,x,x,b,o,x,b,b,o,0
771,o,x,x,b,o,o,x,x,o,0
772,o,x,x,b,o,b,x,b,o,0
773,o,x,x,b,o,b,b,x,o,0
774,o,x,o,x,x,o,x,b,o,0
775,o,x,o,x,o,x,x,b,o,0
776,o,x,o,x,o,x,o,x,b,0
777,o,x,o,x,o,x,o,b,x,0
778,o,x,o,x,o,x,b,x,o,0
779,o,x,o,x,o,b,x,x,o,0
780,o,x,o,x,o,b,o,x,x,0
781,o,x,o,x,b,o,x,x,o,0
782,o,x,o,o,x,x,o,b,x,0
783,o,x,o,o,b,x,o,x,x,0
784,o,x,o,b,o,x,x,x,o,0
785,o,x,o,b,o,x,o,x,x,0
786,o,x,b,x,o,x,x,o,o,0
787,o,x,b,x,o,x,o,x,o,0
788,o,x,b,x,o,x,b,b,o,0
789,o,x,b,x,o,o,x,x,o,0
790,o,x,b,x,o,b,x,b,o,0
791,o,x,b,x,o,b,b,x,o,0
792,o,x,b,o,x,x,o,o,x,0
793,o,x,b,o,x,x,o,b,b,0
794,o,x,b,o,x,b,o,b,x,0
795,o,x,b,o,o,x,x,x,o,0
796,o,x,b,o,o,x,o,x,x,0
797,o,x,b,o,b,x,o,x,b,0
798,o,x,b,o,b,x,o,b,x,0
799,o,x,b,o,b,b,o,x,x,0
800,o,x,b,b,o,x,x,b,o,0
801,o,x,b,b,o,x,b,x,o,0
802,o,x,b,b,o,b,x,x,o,0
803,o,o,x,x,o,x,x,o,b,0
804,o,o,x,x,o,x,x,b,o,0
805,o,o,x,x,o,x,b,x,o,0
806,o,o,x,x,o,b,x,x,o,0
807,o,o,x,x,o,b,x,o,x,0
808,o,o,x,o,x,x,o,x,b,0
809,o,o,x,o,x,b,o,x,x,0
810,o,o,x,b,o,x,x,x,o,0
811,o,o,o,x,x,o,x,x,b,0
812,o,o,o,x,x,o,x,b,x,0
813,o,o,o,x,x,o,b,x,x,0
814,o,o,o,x,x,b,x,x,o,0
815,o,o,o,x,x,b,x,o,x,0
816,o,o,o,x,x,b,x,b,b,0
817,o,o,o,x,x,b,o,x,x,0
818,o,o,o,x,x,b,b,x,b,0
819,o,o,o,x,x,b,b,b,x,0
820,o,o,o,x,o,x,x,x,b,0
821,o,o,o,x,o,x,x,b,x,0
822,o,o,o,x,o,x,b,x,x,0
823,o,o,o,x,b,x,x,x,o,0
824,o,o,o,x,b,x,x,o,x,0
825,o,o,o,x,b,x,x,b,b,0
826,o,o,o,x,b,x,o,x,x,0
827,o,o,o,x,b,x,b,x,b,0
828,o,o,o,x,b,x,b,b,x,0
829,o,o,o,x,b,b,x,x,b,0
830,o,o,o,x,b,b,x,b,x,0
831,o,o,o,x,b,b,b,x,x,0
832,o,o,o,o,x,x,x,x,b,0
833,o,o,o,o,x,x,x,b,x,0
834,o,o,o,o,x,x,b,x,x,0
835,o,o,o,b,x,x,x,x,o,0
836,o,o,o,b,x,x,x,o,x,0
837,o,o,o,b,x,x,x,b,b,0
838,o,o,o,b,x,x,o,x,x,0
839,o,o,o,b,x,x,b,x,b,0
840,o,o,o,b,x,x,b,b,x,0
841,o,o,o,b,x,b,x,x,b,0
842,o,o,o,b,x,b,x,b,x,0
843,o,o,o,b,x,b,b,x,x,0
844,o,o,o,b,b,x,x,x,b,0
845,o,o,o,b,b,x,x,b,x,0
846,o,o,o,b,b,x,b,x,x,0
847,o,o,b,x,o,x,x,x,o,0
848,o,o,b,x,o,x,x,o,x,0
849,o,o,b,o,x,x,o,x,x,0
850,o,b,x,x,o,x,x,o,o,0
851,o,b,x,x,o,x,o,x,o,0
852,o,b,x,x,o,x,b,b,o,0
853,o,b,x,x,o,o,x,x,o,0
854,o,b,x,x,o,b,x,b,o,0
855,o,b,x,x,o,b,b,x,o,0
856,o,b,x,o,x,x,o,x,o,0
857,o,b,x,o,x,x,o,b,b,0
858,o,b,x,o,x,o,o,x,x,0
859,o,b,x,o,x,b,o,x,b,0
860,o,b,x,o,x,b,o,b,x,0
861,o,b,x,o,o,x,x,x,o,0
862,o,b,x,o,b,x,o,x,b,0
863,o,b,x,o,b,b,o,x,x,0
864,o,b,x,b,o,x,x,b,o,0
865,o,b,x,b,o,x,b,x,o,0
866,o,b,x,b,o,b,x,x,o,0
867,o,b,o,x,x,o,x,x,o,0
868,o,b,o,x,o,x,x,x,o,0
869,o,b,o,x,o,x,o,x,x,0
870,o,b,o,o,x,x,o,x,x,0
871,o,b,b,x,o,x,x,b,o,0
872,o,b,b,x,o,x,b,x,o,0
873,o,b,b,x,o,b,x,x,o,0
874,o,b,b,o,x,x,o,x,b,0
875,o,b,b,o,x,x,o,b,x,0
876,o,b,b,o,x,b,o,x,x,0
877,o,b,b,o,b,x,o,x,x,0
878,o,b,b,b,o,x,x,x,o,0
879,b,x,x,x,x,o,o,o,o,0
880,b,x,x,x,o,x,o,o,o,0
881,b,x,x,x,b,b,o,o,o,0
882,b,x,x,o,x,x,o,o,o,0
883,b,x,x,o,o,o,x,x,o,0
884,b,x,x,o,o,o,x,o,x,0
885,b,x,x,o,o,o,x,b,b,0
886,b,x,x,o,o,o,o,x,x,0
887,b,x,x,o,o,o,b,x,b,0
888,b,x,x,o,o,o,b,b,x,0
889,b,x,x,b,x,b,o,o,o,0
890,b,x,x,b,b,x,o,o,o,0
891,b,x,o,x,x,o,x,o,o,0
892,b,x,o,x,x,o,b,b,o,0
893,b,x,o,x,o,x,o,x,o,0
894,b,x,o,x,o,x,o,o,x,0
895,b,x,o,x,o,x,o,b,b,0
896,b,x,o,x,o,o,x,x,o,0
897,b,x,o,x,o,o,o,x,x,0
898,b,x,o,x,o,b,o,x,b,0
899,b,x,o,x,o,b,o,b,x,0
900,b,x,o,x,b,o,x,b,o,0
901,b,x,o,x,b,o,b,x,o,0
902,b,x,o,o,o,x,o,x,x,0
903,b,x,o,b,x,o,x,b,o,0
904,b,x,o,b,o,x,o,x,b,0
905,b,x,o,b,o,x,o,b,x,0
906,b,x,o,b,o,b,o,x,x,0
907,b,x,o,b,b,o,x,x,o,0
908,b,x,b,x,x,b,o,o,o,0
909,b,x,b,x,b,x,o,o,o,0
910,b,x,b,o,o,o,x,x,b,0
911,b,x,b,o,o,o,x,b,x,0
912,b,x,b,o,o,o,b,x,x,0
913,b,x,b,b,x,x,o,o,o,0
914,b,o,x,x,o,x,x,o,o,0
915,b,o,x,x,o,x,b,o,b,0
916,b,o,x,x,o,o,x,o,x,0
917,b,o,x,x,o,b,x,o,b,0
918,b,o,x,x,o,b,b,o,x,0
919,b,o,x,b,o,x,x,o,b,0
920,b,o,x,b,o,b,x,o,x,0
921,b,o,o,x,x,o,x,x,o,0
922,b,o,o,x,o,x,x,o,x,0
923,b,o,o,x,o,x,o,x,x,0
924,b,o,b,x,o,x,x,o,b,0
925,b,o,b,x,o,x,b,o,x,0
926,b,o,b,x,o,b,x,o,x,0
927,b,o,b,b,o,x,x,o,x,0
928,b,b,x,x,x,b,o,o,o,0
929,b,b,x,x,b,x,o,o,o,0
930,b,b,x,o,o,o,x,x,b,0
931,b,b,x,o,o,o,x,b,x,0
932,b,b,x,o,o,o,b,x,x,0
933,b,b,x,b,x,x,o,o,o,0
934,b,b,o,x,x,o,x,b,o,0
935,b,b,o,x,x,o,b,x,o,0
936,b,b,o,x,o,x,o,x,b,0
937,b,b,o,x,o,x,o,b,x,0
938,b,b,o,x,o,b,o,x,x,0
939,b,b,o,x,b,o,x,x,o,0
940,b,b,o,b,x,o,x,x,o,0
941,b,b,o,b,o,x,o,x,x,0
942,x,x,o,o,x,x,x,o,o,0
943,x,x,o,o,o,x,x,x,o,0
944,x,x,o,o,o,x,x,o,x,0
945,x,o,x,x,x,o,o,x,o,0
946,x,o,x,x,o,x,o,x,o,0
947,x,o,x,x,o,o,o,x,x,0
948,x,o,x,o,x,x,o,x,o,0
949,x,o,x,o,o,x,x,x,o,0
950,x,o,o,o,x,x,x,x,o,0
951,o,x,x,x,x,o,o,o,x,0
952,o,x,x,x,o,o,x,o,x,0
953,o,x,x,x,o,o,o,x,x,0
954,o,x,o,x,x,o,x,o,x,0
955,o,x,o,x,o,x,x,o,x,0
956,o,x,o,o,x,x,x,o,x,0
957,o,o,x,x,x,o,o,x,x,0
