0,1,2,3,4,5
2.7,35.1,9.477,35.29,-0.53,0
7.93,43.02,34.11486,33.91,4.14,0
4.46,26.02,11.60492,38.53,-3.94,0
3.69,34.95,12.896550000000001,37.8,-0.14,0
9.45,35.84,33.8688,34.29,1.46,1
1.85,31.09,5.75165,31.81,-4.59,0
7.05,40.55,28.58775,38.25,3.98,1
8.2,21.29,17.4578,38.23,-2.59,1
4.07,40.73,16.577109999999998,32.44,3.08,0
6.98,31.24,21.80552,32.74,-1.01,0
8.92,49.28,43.95776,30.51,0.77,1
0.19,33.73,0.6408699999999999,36.39,-4.37,1
4.08,35.49,14.479920000000002,31.29,1.4,0
7.3,29.99,21.892699999999998,35.15,-0.38,1
4.35,47.25,20.55375,33.23,0.1,0
9.99,41.94,41.89806,34.67,0.81,1
6.06,41.4,25.0884,32.13,4.49,1
0.28,40.87,1.14436,30.94,3.44,1
9.46,36.53,34.55738000000001,36.44,1.01,1
8.15,24.19,19.714850000000002,36.84,-0.13,1
4.06,44.47,18.05482,33.6,1.39,0
5.14,24.81,12.752339999999998,30.36,-4.41,1
1.43,46.48,6.64664,32.47,2.22,0
6.7,34.85,23.3495,31.41,0.79,0
2.46,33.43,8.22378,32.03,1.67,0
6.48,42.56,27.578880000000005,32.0,3.33,1
9.76,28.26,27.581760000000003,31.99,-4.12,0
6.97,22.48,15.66856,33.73,-4.76,1
4.59,44.94,20.62746,33.15,0.47,0
5.49,35.58,19.53342,30.25,0.86,1
0.28,39.3,1.1004,38.21,4.46,1
4.0,42.41,16.964,31.33,1.27,0
9.96,48.19,47.99724,34.34,1.2,1
7.32,29.42,21.53544,35.76,-4.65,1
5.44,23.65,12.8656,35.9,-2.6,1
8.23,21.28,17.513440000000003,33.79,-3.35,1
9.87,32.47,32.047889999999995,31.74,3.4,0
2.81,40.75,11.450750000000001,36.97,2.75,0
5.75,42.73,24.56975,39.87,0.74,0
9.33,21.86,20.39538,38.82,-3.15,1
0.6,49.38,2.9628,39.27,0.08,0
3.27,40.24,13.15848,35.41,3.55,0
2.88,27.45,7.9056,30.34,-2.84,1
5.43,41.67,22.62681,39.61,4.32,1
3.33,39.26,13.073579999999998,39.57,-2.33,0
3.38,46.82,15.82516,35.29,4.71,0
5.85,21.13,12.361049999999999,35.07,-2.36,1
2.78,22.04,6.12712,39.07,-3.71,1
9.79,35.66,34.911139999999996,30.14,2.37,1
8.57,44.64,38.256479999999996,32.47,2.81,0
4.81,45.27,21.77487,37.38,2.02,0
3.21,48.87,15.687269999999998,33.83,4.15,0
5.51,33.65,18.54115,33.12,0.02,1
0.39,45.29,1.76631,31.03,4.95,1
2.81,45.17,12.69277,34.9,4.4,0
1.37,23.17,3.1742900000000005,38.45,-1.87,0
9.83,25.54,25.10582,30.96,-3.93,0
8.33,23.93,19.93369,35.85,-4.25,1
7.36,21.97,16.169919999999998,39.51,-4.81,1
5.77,26.6,15.3482,38.71,-4.63,1
9.21,34.35,31.636350000000004,37.64,-2.39,1
0.64,24.03,1.5379200000000002,35.79,-1.27,0
3.64,47.36,17.23904,32.76,0.72,0
4.32,38.38,16.580160000000003,30.42,3.67,0
6.04,33.82,20.42728,38.58,-3.19,1
6.36,20.88,13.279679999999999,33.1,-0.73,1
4.4,23.53,10.353200000000001,38.05,-0.25,0
7.9,36.55,28.8745,34.15,1.49,1
4.28,22.13,9.47164,39.2,-3.34,0
3.74,41.16,15.39384,34.83,2.28,0
1.89,43.97,8.310329999999999,36.43,1.3,0
1.11,35.02,3.8872200000000006,32.56,4.9,1
0.59,45.2,2.6668,37.17,3.25,1
4.78,36.23,17.31794,36.19,1.33,0
4.78,43.63,20.855140000000002,38.41,2.28,0
1.28,28.27,3.61856,31.03,-0.63,0
7.05,48.75,34.36875,39.6,2.92,1
1.71,26.5,4.531499999999999,35.3,-3.98,1
8.83,31.87,28.14121,30.18,1.68,0
2.5,46.26,11.565,37.07,1.88,0
4.66,28.12,13.103920000000002,35.82,-0.5,0
3.92,40.98,16.064159999999998,33.51,1.54,0
3.24,42.61,13.80564,32.17,1.7,0
0.45,21.43,0.9643499999999999,30.24,-0.64,0
2.09,34.86,7.28574,33.05,0.81,0
9.59,34.81,33.38279,35.25,-3.41,1
8.68,45.0,39.059999999999995,37.2,2.93,1
1.74,22.69,3.9480600000000003,34.35,-2.76,0
1.74,21.48,3.73752,31.68,-1.91,0
1.47,27.24,4.00428,32.15,-2.52,0
8.07,46.21,37.291470000000004,35.19,4.27,1
3.23,45.29,14.62867,30.07,2.88,0
1.85,23.81,4.40485,36.97,-4.2,1
1.1,45.77,5.034700000000001,35.46,1.23,0
4.73,20.13,9.52149,31.38,-2.41,1
8.89,30.44,27.06116,34.27,-2.32,0
2.28,24.84,5.66352,33.42,-1.86,0
5.39,36.23,19.527969999999996,34.46,3.77,1
8.56,46.16,39.51296,37.68,3.12,1
2.66,31.39,8.34974,30.84,1.14,0
4.95,41.32,20.453400000000002,34.56,4.19,0
8.34,37.95,31.650300000000005,38.4,-3.27,0
7.3,42.46,30.995800000000003,37.74,3.28,1
6.78,48.79,33.07962,36.78,0.98,1
8.83,31.47,27.788009999999996,38.9,-3.86,1
7.34,28.03,20.57402,36.7,-0.01,1
0.88,31.39,2.76232,31.07,0.78,0
4.5,30.93,13.9185,37.7,-4.75,0
2.52,20.38,5.135759999999999,38.19,-3.25,1
1.98,27.43,5.43114,39.27,-0.43,0
3.49,23.53,8.21197,30.21,-4.42,1
9.51,37.99,36.12849,39.19,-3.39,1
9.62,37.21,35.79602,31.63,3.38,0
0.9,23.25,2.0925000000000002,35.06,-0.83,0
2.3,48.27,11.1021,35.18,4.67,0
6.67,41.95,27.980650000000004,31.53,3.08,1
2.54,40.16,10.20064,33.52,1.18,0
7.22,36.74,26.526280000000003,30.25,0.83,1
5.85,40.88,23.9148,34.54,2.66,1
6.62,40.0,26.48,38.07,4.22,1
4.25,41.47,17.62475,37.29,0.22,0
5.82,25.17,14.648940000000001,33.68,-3.79,1
4.68,45.26,21.181679999999997,31.0,3.44,0
5.35,35.44,18.9604,36.5,-2.29,0
7.13,47.46,33.83898,30.32,4.72,0
1.69,21.96,3.71124,35.99,-0.57,0
4.4,35.98,15.8312,32.54,0.1,0
2.77,20.64,5.717280000000001,39.15,-3.15,1
4.76,21.06,10.02456,33.36,-3.15,1
5.68,25.81,14.660079999999999,32.89,-4.59,1
9.92,20.14,19.97888,30.33,-3.69,1
8.07,26.66,21.51462,39.74,-2.5,1
6.07,34.45,20.911150000000003,33.81,1.0,0
7.44,29.42,21.88848,38.2,-3.48,1
6.78,38.77,26.286060000000003,39.2,-4.97,0
1.65,43.12,7.1148,32.07,3.44,1
4.09,26.76,10.944840000000001,38.16,-2.56,0
7.05,25.64,18.0762,32.46,-0.92,1
4.18,37.77,15.78786,33.06,2.53,0
2.03,36.34,7.37702,32.0,1.26,0
8.82,48.84,43.07688,31.1,0.09,1
3.98,44.57,17.73886,36.67,3.57,0
8.03,22.96,18.43688,36.27,-2.73,1
6.27,20.9,13.104299999999999,39.63,-4.99,1
7.31,48.41,35.38771,39.33,2.75,1
6.28,40.07,25.16396,39.74,2.06,1
7.99,27.79,22.20421,34.93,-4.96,0
5.82,30.44,17.71608,38.09,-4.83,1
8.68,23.84,20.69312,32.08,-3.52,0
3.51,48.21,16.921709999999997,37.81,2.18,0
6.21,40.49,25.14429,31.06,1.02,1
1.58,20.77,3.28166,32.81,-1.18,0
0.98,27.83,2.72734,36.86,-4.02,1
9.48,20.88,19.79424,37.98,-3.21,1
8.24,27.86,22.95664,33.39,-2.31,0
0.12,21.93,0.26315999999999995,38.52,-3.98,1
6.8,35.42,24.0856,32.41,0.95,1
0.47,31.91,1.49977,36.05,-0.63,0
6.52,24.1,15.7132,33.34,-0.67,1
2.82,32.41,9.139619999999997,31.53,0.99,0
9.49,49.62,47.08938,30.54,3.64,0
9.31,46.81,43.580110000000005,35.41,1.98,1
3.05,35.43,10.806149999999999,38.5,-4.67,0
6.25,34.96,21.85,38.46,-4.22,1
3.15,38.91,12.256649999999999,38.26,4.6,0
0.07,47.0,0.32900000000000007,36.09,0.71,0
5.77,43.87,25.312989999999996,34.41,1.52,1
2.24,30.86,6.912640000000001,39.34,-0.39,0
8.25,39.92,32.934000000000005,31.19,0.81,1
7.2,31.9,22.968,33.01,-4.23,0
4.36,26.78,11.676080000000002,31.83,-1.1,0
9.08,24.88,22.59104,31.69,-4.69,0
9.4,37.36,35.1184,34.79,3.06,0
8.65,40.72,35.2228,33.0,2.19,1
4.33,30.31,13.12423,33.89,-4.77,1
5.5,37.34,20.537,35.27,3.29,1
1.97,20.42,4.022740000000001,34.8,-4.87,0
6.95,36.04,25.047800000000002,37.1,-3.89,0
3.35,32.08,10.7468,34.08,-4.44,1
3.49,35.69,12.45581,38.93,-1.6,0
9.31,46.43,43.226330000000004,38.8,2.11,1
9.19,47.73,43.86387,33.58,3.48,0
3.24,30.17,9.77508,35.68,-1.68,0
6.88,45.05,30.994399999999995,37.22,3.18,1
8.08,49.1,39.6728,32.99,3.77,0
5.16,29.97,15.464519999999998,34.2,-3.11,1
5.54,43.99,24.37046,37.36,1.34,0
8.66,49.7,43.040200000000006,34.66,1.27,1
4.7,37.34,17.5498,34.33,4.96,0
3.87,21.06,8.150220000000001,30.77,-3.06,1
4.1,20.57,8.433699999999998,32.2,-1.51,0
5.86,36.68,21.494480000000003,38.88,-0.78,0
7.18,35.64,25.58952,34.54,1.28,1
0.22,32.33,0.71126,33.37,-3.26,0
7.74,24.39,18.877860000000002,39.78,-3.72,1
4.64,45.58,21.149119999999996,36.63,3.76,0
2.54,41.65,10.5791,33.36,1.04,0
7.11,39.5,28.084500000000002,30.85,2.63,1
5.76,39.13,22.53888,33.6,0.42,1
7.08,29.61,20.96388,36.23,-3.27,1
1.49,33.87,5.0466299999999995,36.9,-4.87,1
7.19,49.4,35.518600000000006,33.72,2.91,0
8.6,29.27,25.172199999999997,33.68,-0.52,0
0.03,33.33,0.09999,35.02,-4.12,1
1.98,41.41,8.19918,34.32,3.16,1
7.24,47.18,34.15832,36.53,4.32,1
3.56,27.17,9.67252,34.29,-4.54,1
5.83,34.42,20.066860000000002,30.72,3.99,0
9.77,38.14,37.26278,37.64,2.75,1
0.22,30.23,0.66506,30.35,-4.78,0
4.77,47.67,22.73859,34.14,0.89,0
9.42,46.16,43.48271999999999,33.75,2.63,0
0.97,44.23,4.29031,32.2,1.25,0
4.09,23.4,9.570599999999999,36.53,-0.45,0
6.07,30.8,18.695600000000002,32.92,-1.28,1
7.48,25.8,19.2984,37.46,-4.1,1
9.6,48.14,46.2144,30.03,3.15,0
9.08,43.77,39.74316,35.11,1.01,1
9.59,31.46,30.170139999999996,36.3,-2.03,1
2.29,32.68,7.48372,35.75,-0.75,0
4.1,33.7,13.816999999999998,37.99,-0.18,0
8.06,48.58,39.15548,34.48,2.69,0
8.25,37.83,31.209749999999996,32.24,2.09,1
6.61,37.85,25.018850000000004,39.32,-1.56,0
5.84,31.54,18.41936,39.11,-4.92,1
0.51,22.68,1.1566800000000002,36.04,-1.18,0
3.17,40.48,12.832159999999998,39.38,1.32,0
2.58,38.95,10.049100000000001,34.97,4.53,0
2.43,32.91,7.99713,37.59,-2.74,0
5.99,27.75,16.62225,34.57,-3.54,1
8.61,42.73,36.79053,31.78,0.81,1
4.27,36.99,15.794729999999998,38.88,-0.1,0
6.31,31.63,19.95853,38.65,-3.45,1
7.39,37.38,27.623820000000002,35.0,1.08,1
3.59,26.51,9.51709,32.35,-3.08,1
3.44,21.35,7.3444,33.56,-2.95,1
3.59,28.26,10.145340000000001,37.04,-1.26,0
5.99,48.66,29.147339999999996,38.73,1.2,0
1.91,34.47,6.5837699999999995,32.55,0.59,0
2.75,32.91,9.05025,32.31,2.13,0
3.42,49.76,17.017919999999997,34.4,3.48,0
0.46,47.85,2.2011000000000003,36.53,4.52,1
9.4,20.22,19.0068,38.18,-4.86,1
0.29,39.71,1.1515900000000001,35.35,4.57,1
8.97,27.77,24.90969,31.91,-2.3,0
1.19,25.83,3.0737699999999997,33.6,-4.15,0
3.91,39.86,15.58526,31.56,4.41,0
8.02,33.4,26.7868,34.09,-2.63,0
0.92,42.32,3.8934400000000005,33.33,1.02,0
1.21,49.24,5.95804,36.95,4.96,1
7.12,22.66,16.13392,35.42,-1.22,1
9.83,47.02,46.22066,31.4,2.51,0
9.57,31.97,30.59529,39.61,-4.04,1
7.73,34.12,26.37476,39.44,-1.82,1
1.98,45.73,9.05454,35.92,0.35,0
4.48,31.25,14.0,39.06,-4.38,0
1.21,28.43,3.44003,39.0,-0.63,0
9.39,22.75,21.36225,39.44,-3.22,1
7.26,35.36,25.67136,32.67,1.64,1
6.28,38.09,23.920520000000003,36.58,4.36,1
1.15,24.9,2.8634999999999993,34.78,-1.34,0
9.19,43.59,40.05921,30.99,0.61,1
5.74,30.74,17.644759999999998,37.26,-1.73,1
0.66,48.48,3.19968,31.36,2.73,1
5.68,22.58,12.825439999999997,34.16,-3.35,1
0.94,29.29,2.75326,32.3,-1.84,0
5.79,43.82,25.37178,32.2,2.99,1
1.06,45.27,4.7986200000000006,32.93,4.57,1
5.3,40.46,21.4438,31.66,0.47,1
9.09,25.92,23.561280000000004,38.97,-0.59,1
6.8,41.3,28.083999999999996,33.73,3.1,1
1.14,44.04,5.02056,31.03,1.21,0
8.56,21.48,18.38688,32.18,-0.46,1
8.36,29.15,24.369399999999995,36.04,-3.13,1
7.97,49.29,39.28413,31.84,0.89,1
7.46,33.73,25.16258,34.92,-2.73,0
3.66,44.73,16.37118,32.81,1.41,0
4.24,46.2,19.588800000000003,34.54,4.12,0
6.37,21.57,13.74009,34.73,-0.75,1
7.19,39.17,28.163230000000006,33.48,2.44,1
6.43,34.8,22.376399999999997,38.55,-3.12,1
1.46,35.91,5.242859999999999,37.38,-0.83,0
5.11,33.34,17.03674,31.07,4.8,1
2.56,28.03,7.17568,37.52,-2.51,0
2.15,29.58,6.359699999999999,33.75,-4.81,0
6.57,45.42,29.84094,36.18,0.02,0
2.9,31.35,9.0915,36.68,-2.93,0
3.19,42.32,13.50008,38.38,4.07,0
4.33,29.96,12.97268,30.57,-3.82,1
7.58,28.97,21.95926,38.28,-4.53,1
4.9,21.65,10.6085,36.13,-3.57,0
3.92,30.96,12.136320000000001,34.85,-0.93,0
6.78,46.92,31.811760000000003,36.07,1.73,0
5.09,40.45,20.58905,34.7,4.45,1
9.07,29.84,27.06488,36.38,-0.21,1
4.99,41.12,20.51888,35.83,3.26,0
4.62,46.17,21.330540000000003,33.38,3.41,0
5.17,33.92,17.53664,34.18,-2.71,1
0.67,24.67,1.6528900000000004,36.17,-2.27,0
7.0,34.9,24.43,30.65,1.99,0
7.68,39.81,30.57408,39.95,-4.39,0
6.37,46.8,29.8116,36.52,4.6,1
9.88,25.68,25.371840000000002,36.18,-1.53,1
3.59,40.14,14.41026,30.7,2.08,0
3.88,35.16,13.642079999999998,34.71,3.16,0
2.57,44.67,11.48019,33.57,1.82,0
6.29,23.56,14.819239999999999,30.55,-1.84,1
3.39,26.69,9.04791,37.5,-2.95,0
5.94,39.02,23.177880000000005,36.08,3.09,1
1.23,20.77,2.55471,36.3,-0.22,0
8.21,25.13,20.63173,37.62,-0.18,1
2.26,28.79,6.506539999999999,36.3,-2.4,0
9.7,49.87,48.37389999999999,37.36,0.32,1
5.06,47.24,23.90344,35.94,1.39,0
0.86,38.25,3.2894999999999994,33.38,4.44,1
5.13,35.95,18.44235,36.35,-2.47,0
7.67,29.85,22.89495,31.5,-0.77,0
9.41,30.54,28.738139999999998,30.82,-3.25,0
8.1,41.42,33.550200000000004,32.14,4.11,0
6.08,32.96,20.03968,38.14,-2.87,1
3.1,25.66,7.954600000000001,32.42,-3.73,1
1.23,31.48,3.8720399999999997,31.6,-2.94,0
0.01,34.69,0.03469,38.31,-2.11,0
2.77,43.19,11.963629999999998,31.24,3.2,0
2.07,22.8,4.7196,30.14,-3.79,0
3.66,45.96,16.821360000000002,36.38,0.82,0
4.73,29.4,13.906200000000002,31.06,-0.5,0
8.55,36.0,30.78,33.92,4.23,1
8.17,42.63,34.82871,39.33,0.6,1
3.59,43.24,15.52316,33.67,4.46,0
0.78,28.07,2.18946,32.31,-0.18,0
8.69,39.88,34.65572,34.74,3.29,0
1.74,48.63,8.46162,34.45,3.49,1
5.63,47.61,26.804429999999996,38.09,2.92,1
7.82,22.44,17.548080000000002,36.17,-1.51,1
3.1,39.73,12.3163,39.99,-1.69,0
2.44,46.6,11.3704,35.89,2.63,0
0.51,33.34,1.7003400000000002,31.48,2.87,0
3.61,39.54,14.27394,34.71,1.96,0
3.67,33.87,12.43029,31.78,1.57,0
0.84,24.03,2.01852,39.87,-3.53,1
6.14,27.13,16.657819999999997,36.49,-1.95,1
7.0,41.29,28.903,35.36,3.94,1
4.2,42.99,18.0558,39.38,1.11,0
7.18,22.84,16.39912,33.0,-4.98,1
4.36,38.6,16.829600000000003,37.06,2.22,0
9.65,26.23,25.311950000000003,37.77,-0.1,1
4.97,23.04,11.45088,30.17,-0.79,0
9.55,35.04,33.4632,38.34,-3.28,1
4.85,37.04,17.964399999999998,37.75,-2.56,0
8.03,37.08,29.775239999999997,37.65,-1.04,0
8.51,43.81,37.28231,33.48,1.52,1
5.4,31.35,16.929000000000002,38.3,-4.66,1
6.68,37.42,24.99656,33.04,4.25,1
2.53,24.57,6.216209999999999,39.97,-1.99,0
7.03,25.44,17.884320000000002,38.71,-3.45,1
7.54,44.65,33.6661,33.01,4.32,0
2.73,47.02,12.836459999999999,37.74,2.44,0
9.3,41.68,38.7624,38.32,3.93,1
8.34,25.78,21.50052,34.24,-4.03,0
1.61,33.12,5.33232,30.74,2.35,0
4.81,35.64,17.14284,35.25,2.0,0
4.73,33.73,15.95429,31.17,4.64,0
9.47,41.3,39.1111,36.3,0.69,1
2.27,35.53,8.06531,31.86,4.14,1
5.93,43.97,26.07421,31.57,4.93,1
1.36,44.24,6.016640000000001,37.46,0.23,0
0.31,40.23,1.2471299999999998,32.38,0.17,0
7.1,28.3,20.093,38.83,-4.82,1
1.94,40.1,7.7794,37.5,4.3,1
4.91,43.24,21.23084,33.45,1.3,0
0.78,44.86,3.49908,38.81,0.87,0
6.45,34.82,22.4589,34.22,1.49,0
3.41,34.88,11.89408,31.22,1.3,0
4.41,37.93,16.72713,38.19,-4.13,0
6.43,40.56,26.08008,33.4,2.49,1
3.83,45.9,17.5797,30.44,1.6,0
5.66,36.54,20.681639999999998,37.42,-0.04,0
7.52,43.53,32.73456,37.06,0.56,1
7.54,38.04,28.68216,33.08,0.08,1
6.49,21.76,14.122240000000001,36.17,-1.12,1
0.47,27.11,1.27417,31.17,-1.77,0
1.11,34.7,3.8517,36.38,-3.72,1
4.45,33.91,15.089949999999998,35.65,-0.98,0
3.73,29.57,11.02961,36.57,-0.16,0
0.85,21.25,1.80625,39.5,-2.89,1
6.43,20.34,13.078619999999997,37.4,-2.21,1
9.68,34.72,33.608959999999996,33.27,1.11,0
9.94,28.11,27.941339999999997,30.58,-0.41,0
1.25,46.11,5.76375,32.57,2.09,0
1.34,34.36,4.60424,30.29,4.92,0
9.65,40.91,39.47815,36.77,1.57,1
1.72,28.06,4.82632,32.8,-2.56,0
7.61,23.56,17.92916,36.54,-3.84,1
5.21,49.59,25.83639,33.8,2.39,1
3.08,21.39,6.588120000000001,35.01,-3.85,1
3.78,27.76,10.49328,32.08,-4.87,1
7.36,26.0,19.136000000000003,36.71,-3.8,1
2.96,23.93,7.083279999999999,30.28,-3.17,1
3.68,20.04,7.374720000000001,33.91,-0.24,0
8.03,20.4,16.3812,35.78,-0.96,1
4.76,29.83,14.199079999999999,35.92,-4.44,0
1.73,20.18,3.49114,37.05,-2.15,0
6.42,20.74,13.315079999999998,36.79,-2.94,1
7.2,46.8,33.696,34.8,1.92,1
6.69,49.54,33.14226,34.55,2.7,0
6.9,46.43,32.0367,38.87,2.31,1
4.84,31.47,15.23148,34.26,-0.96,0
0.97,34.46,3.34262,37.96,-1.59,0
8.21,26.5,21.756500000000003,32.98,-0.86,0
4.15,32.79,13.607850000000003,36.65,-4.73,0
6.79,48.71,33.07409,37.0,3.63,1
3.12,32.24,10.05888,36.73,-1.87,0
6.66,48.23,32.121179999999995,30.84,4.88,0
6.06,28.39,17.20434,37.0,-2.9,1
6.0,34.01,20.406,37.0,-1.54,1
7.48,23.22,17.36856,33.57,-3.23,1
4.94,38.23,18.88562,37.88,2.65,0
2.32,23.64,5.48448,32.94,-4.12,0
1.59,42.93,6.82587,36.43,2.19,1
0.05,34.3,0.17149999999999999,33.15,1.66,0
6.55,30.37,19.89235,30.7,-2.51,1
0.34,28.14,0.95676,31.12,-4.2,0
0.47,38.78,1.8226600000000002,31.89,2.69,1
1.12,22.41,2.50992,35.65,-4.91,1
9.96,42.38,42.210480000000004,33.02,1.69,1
2.18,43.94,9.57892,38.41,4.72,1
7.89,25.51,20.12739,31.49,-4.47,0
5.98,41.81,25.002380000000002,36.06,4.06,1
5.8,27.87,16.1646,33.7,-3.81,1
8.85,26.46,23.417099999999998,36.89,-0.59,1
9.33,31.75,29.622750000000003,32.78,-3.64,0
1.81,45.9,8.3079,32.7,0.9,0
5.79,22.73,13.16067,30.27,-0.25,1
8.24,25.99,21.41576,38.16,-1.49,1
3.97,22.69,9.00793,35.53,-4.04,0
9.46,45.08,42.645680000000006,33.25,2.05,1
8.76,41.43,36.292680000000004,37.33,3.86,1
5.47,22.02,12.04494,32.77,-1.38,1
1.84,28.92,5.321280000000001,33.49,-0.22,0
2.92,26.47,7.72924,39.23,-4.67,0
5.4,42.5,22.950000000000003,34.85,0.12,1
3.76,38.38,14.430879999999998,32.55,1.29,0
3.92,34.82,13.649439999999998,32.89,2.29,0
3.32,47.99,15.93268,35.77,0.69,0
1.41,44.9,6.3309,30.88,4.72,1
2.19,32.74,7.170060000000001,31.07,0.72,0
1.33,30.02,3.99266,39.5,-0.25,0
0.98,25.88,2.53624,31.06,-3.24,0
1.38,38.55,5.319899999999999,30.13,2.0,0
9.11,46.84,42.67124,34.03,4.56,0
3.56,29.96,10.66576,31.58,-3.01,1
0.93,28.76,2.6746800000000004,31.53,-0.7,0
3.09,46.15,14.260349999999999,30.65,1.04,0
9.3,46.41,43.1613,34.46,4.82,0
0.69,21.92,1.51248,39.11,-3.97,1
1.55,23.86,3.6982999999999997,33.19,-2.04,0
7.85,24.27,19.051949999999998,32.24,-4.14,1
1.69,42.86,7.243339999999999,35.31,0.02,0
3.52,26.8,9.4336,36.46,-0.41,0
9.89,48.27,47.73903000000001,37.76,4.83,1
8.48,24.39,20.68272,34.18,-1.08,0
6.06,46.29,28.051739999999995,35.49,2.83,1
6.89,39.11,26.94679,31.59,3.24,1
9.35,27.23,25.46005,31.13,-2.4,0
2.85,40.7,11.599500000000003,38.77,2.32,0
0.66,27.81,1.83546,39.35,-4.0,1
1.15,35.32,4.0618,37.05,-0.61,0
3.95,49.52,19.5604,30.73,1.51,0
1.55,21.15,3.27825,39.44,-4.68,1
0.43,33.11,1.42373,31.79,0.1,0
7.53,23.58,17.75574,36.04,-1.15,1
1.04,22.54,2.34416,35.11,-3.95,1
3.36,49.11,16.50096,37.11,2.68,0
6.1,39.7,24.217000000000002,30.0,3.41,1
2.67,40.3,10.760099999999998,37.8,2.44,0
9.19,41.67,38.29473,33.24,4.24,0
9.04,37.11,33.547439999999995,30.03,0.01,1
2.91,48.51,14.116409999999998,31.92,0.14,0
5.22,38.2,19.9404,35.62,2.01,1
1.03,21.52,2.2165600000000003,32.38,-4.77,0
0.46,46.71,2.1486600000000005,37.32,2.06,1
0.22,48.3,1.0626,33.79,1.61,0
7.64,41.06,31.36984,34.56,3.94,1
3.09,44.19,13.65471,36.03,3.98,0
6.6,49.26,32.5116,31.04,2.6,0
9.53,43.94,41.87481999999999,32.47,0.32,1
4.56,24.76,11.29056,32.67,-3.93,1
0.93,22.65,2.1064499999999997,35.48,-4.68,1
8.39,47.73,40.04547,37.16,1.78,1
1.63,21.35,3.48005,37.98,-2.04,0
2.71,31.0,8.401,33.66,-2.61,1
5.01,20.19,10.11519,37.52,-4.38,1
0.39,39.59,1.54401,39.29,3.6,1
1.41,47.4,6.683399999999999,33.94,3.81,1
6.96,47.5,33.06,35.87,4.43,1
9.47,21.41,20.27527,36.61,-1.64,1
8.25,45.76,37.751999999999995,31.31,3.72,0
9.33,20.06,18.71598,39.96,-0.42,1
6.34,24.93,15.80562,32.27,-0.4,1
9.36,28.82,26.97552,34.82,-2.63,0
7.15,44.05,31.495749999999997,31.51,1.31,1
7.87,21.42,16.85754,36.71,-0.77,1
5.07,39.58,20.06706,34.33,4.36,1
0.82,27.31,2.23942,35.48,-0.95,0
9.44,27.58,26.035519999999998,36.57,-0.18,1
5.27,27.12,14.292239999999998,37.37,-2.72,1
6.33,37.77,23.908410000000003,34.19,1.45,1
9.08,22.67,20.58436,35.35,-0.21,1
8.68,41.01,35.59668,30.49,4.94,0
4.36,44.2,19.2712,31.44,0.45,0
9.46,38.5,36.42100000000001,35.03,4.1,1
8.92,26.0,23.192,34.29,-2.7,0
1.07,35.11,3.7567700000000004,37.89,-3.7,0
0.11,28.09,0.30899,33.44,-4.46,0
9.42,43.29,40.77918,34.22,3.84,0
8.82,46.98,41.43635999999999,39.2,3.52,1
7.79,44.42,34.60318,37.46,0.71,1
2.59,46.74,12.10566,33.15,2.77,0
4.3,48.19,20.7217,35.67,2.22,0
3.66,49.13,17.98158,36.66,4.64,0
5.65,31.84,17.989600000000003,39.16,-1.25,1
0.15,46.3,0.6944999999999999,33.69,4.12,1
3.88,26.17,10.153960000000001,36.88,-2.27,0
9.63,45.42,43.73946,35.26,4.15,1
8.38,47.5,39.805,31.81,3.45,0
6.73,40.47,27.236310000000003,32.28,1.64,1
8.32,29.65,24.668799999999997,34.74,-0.91,0
8.16,35.78,29.19648,32.81,2.43,1
8.57,45.1,38.6507,39.76,4.77,1
1.9,21.85,4.1515,32.88,-3.1,0
0.23,21.88,0.50324,31.18,-1.29,0
7.91,27.74,21.942339999999998,38.46,-3.79,1
3.87,21.67,8.38629,38.18,-1.35,0
9.97,26.26,26.181220000000003,31.97,-1.68,0
6.65,22.96,15.268400000000003,36.88,-1.62,1
4.79,40.56,19.428240000000002,34.86,1.12,0
2.43,24.38,5.92434,32.82,-2.58,0
4.94,46.74,23.089560000000002,34.52,1.53,0
1.6,41.54,6.6464,34.07,1.68,0
5.56,47.57,26.448919999999998,30.86,0.79,1
6.39,41.7,26.646300000000004,38.06,0.98,0
8.46,42.92,36.310320000000004,30.83,3.84,0
2.8,36.52,10.2256,35.75,3.2,0
2.21,37.3,8.2433,37.24,1.49,0
7.18,24.09,17.296619999999997,33.25,-2.58,1
7.13,36.78,26.22414,39.61,-0.62,0
5.42,23.8,12.899600000000001,34.1,-0.91,1
8.17,47.62,38.905539999999995,36.57,4.44,1
8.78,36.38,31.94164,32.52,1.98,1
9.37,46.86,43.90782,38.78,0.49,1
2.54,48.52,12.32408,31.35,2.31,0
0.64,24.13,1.54432,39.26,-3.52,1
5.62,43.06,24.199720000000003,31.85,1.32,1
3.33,40.47,13.47651,36.19,2.76,0
7.47,29.5,22.036499999999997,33.53,-3.83,0
9.4,49.73,46.7462,39.11,2.78,1
7.23,34.3,24.7989,31.49,2.31,0
7.03,23.19,16.302570000000003,35.59,-1.02,1
1.45,38.06,5.518700000000001,35.27,1.7,0
4.23,30.75,13.007250000000003,32.47,-2.83,1
0.24,23.88,0.57312,37.96,-3.71,1
8.28,28.27,23.407559999999997,39.86,-2.44,1
9.46,35.51,33.59246,31.52,2.57,0
5.47,42.05,23.001349999999995,33.73,1.54,1
9.49,42.26,40.10474,37.05,3.59,1
