0,1,2
613.44,357.61,0
252.72,147.64,0
433.43,212.98,0
958.29,601.5,0
849.72,337.2,0
941.88,244.05,0
18.46,965.49,1
441.85,386.69,0
744.2,883.95,1
992.58,253.18,0
230.02,800.79,1
837.19,531.48,0
560.59,675.38,1
429.82,113.68,0
525.38,877.2,1
125.02,242.19,1
184.3,625.8,1
424.15,325.12,0
8.95,341.81,1
502.75,308.7,0
585.54,987.96,1
349.95,432.04,1
395.76,763.44,1
947.49,750.88,0
14.98,342.82,1
856.79,471.27,0
908.02,309.72,0
81.42,875.28,1
154.95,610.0,1
402.13,209.34,0
531.38,899.25,1
658.66,922.16,1
407.6,904.77,1
153.89,837.17,1
386.71,481.74,1
805.6,289.47,0
287.21,175.07,0
626.76,200.78,0
596.34,980.07,1
793.95,489.71,0
545.05,920.04,1
719.89,617.12,0
992.67,704.53,0
870.44,286.27,0
998.58,324.35,0
891.73,989.25,1
780.94,107.3,0
688.79,585.56,0
692.28,922.44,1
474.19,102.37,0
739.46,147.07,0
80.94,717.81,1
662.55,264.97,0
750.65,703.41,0
196.41,215.66,1
430.07,682.02,1
579.12,152.35,0
891.67,269.22,0
939.67,764.34,0
640.71,119.19,0
668.95,583.9,0
72.92,594.32,1
172.94,672.72,1
544.5,598.73,1
739.12,75.67,0
732.42,606.04,0
881.81,403.92,0
948.01,28.53,0
518.97,333.52,0
3.95,977.54,1
285.6,758.0,1
95.72,59.36,0
555.34,451.58,0
918.0,83.57,0
709.31,78.97,0
90.46,618.75,1
41.59,376.29,1
535.91,235.9,0
177.5,840.85,1
955.89,846.56,0
550.97,490.81,0
501.32,587.9,1
494.79,492.36,0
105.18,894.86,1
867.42,706.87,0
174.31,856.6,1
455.82,155.49,0
233.92,704.19,1
515.18,693.16,1
166.91,954.01,1
291.88,4.55,0
991.13,29.79,0
391.07,606.86,1
882.76,942.53,1
713.61,555.91,0
697.21,497.12,0
301.02,324.41,1
603.75,453.71,0
203.32,361.29,1
247.04,950.3,1
147.9,42.22,0
865.33,549.5,0
805.99,20.5,0
315.44,270.11,0
88.19,132.24,1
778.49,44.0,0
585.15,783.52,1
880.83,921.81,1
63.8,320.77,1
970.64,57.98,0
527.25,575.35,1
307.15,707.47,1
284.77,988.78,1
73.98,183.67,1
660.46,379.14,0
306.92,958.81,1
755.11,417.99,0
756.9,783.7,1
881.5,420.3,0
310.51,395.52,1
187.77,865.35,1
683.21,289.72,0
542.06,393.87,0
360.64,79.89,0
729.7,775.5,1
963.65,229.55,0
820.5,889.65,1
559.94,728.56,1
649.62,61.45,0
451.43,843.2,1
879.94,499.58,0
687.42,417.77,0
912.66,545.68,0
535.11,195.58,0
393.06,493.43,1
241.01,988.82,1
705.07,620.65,0
315.84,295.36,0
394.18,927.43,1
189.2,606.89,1
75.52,737.13,1
540.9,545.92,1
730.44,694.67,0
175.75,509.1,1
318.31,334.22,1
266.51,432.88,1
847.65,103.63,0
589.54,486.37,0
121.19,702.06,1
949.72,249.66,0
67.55,351.87,1
494.36,882.99,1
792.94,790.26,0
51.83,95.39,1
246.62,998.37,1
770.15,949.36,1
880.08,732.49,0
284.44,628.35,1
273.79,436.42,1
397.39,20.09,0
277.62,249.06,0
971.86,153.76,0
978.94,988.71,1
627.73,317.97,0
911.77,792.2,0
922.44,268.05,0
519.87,313.69,0
723.62,421.54,0
371.01,498.94,1
611.12,699.46,1
850.29,470.88,0
404.25,342.83,0
471.39,672.15,1
651.79,610.8,0
129.24,946.88,1
615.37,998.28,1
419.73,266.24,0
485.89,410.15,0
542.54,59.92,0
737.31,290.02,0
971.57,191.26,0
21.25,341.8,1
725.23,765.5,1
759.09,943.73,1
547.32,386.91,0
199.76,257.15,1
432.36,301.49,0
497.86,746.83,1
322.08,654.44,1
721.73,858.0,1
897.64,442.45,0
337.28,640.44,1
948.38,841.08,0
969.4,643.03,0
604.01,220.5,0
960.45,461.6,0
221.85,183.44,0
944.12,716.36,0
640.04,241.23,0
710.58,841.23,1
76.98,686.74,1
44.33,97.42,1
875.84,63.58,0
8.36,540.53,1
180.21,826.67,1
303.34,89.08,0
926.9,197.95,0
11.98,286.68,1
662.87,597.7,0
489.16,79.23,0
809.8,835.88,1
873.92,808.08,0
633.34,864.13,1
639.44,20.61,0
8.66,697.58,1
723.05,539.14,0
15.53,21.92,1
693.91,946.59,1
360.1,702.2,1
375.76,22.46,0
658.26,914.69,1
883.46,564.36,0
234.96,140.26,0
126.24,687.32,1
195.16,315.84,1
251.56,812.35,1
690.03,330.84,0
464.57,350.38,0
520.22,103.57,0
488.96,532.18,1
601.61,740.55,1
318.77,913.88,1
296.03,393.18,1
896.58,105.66,0
856.86,851.82,0
995.6,41.52,0
122.55,531.2,1
497.1,494.36,0
724.43,623.9,0
73.55,834.59,1
12.38,921.23,1
224.63,108.37,0
655.17,568.73,0
845.29,434.2,0
741.67,124.99,0
692.26,55.77,0
301.15,277.1,0
907.39,742.89,0
623.24,355.32,0
61.02,97.44,1
897.09,367.49,0
711.76,738.6,1
862.59,43.12,0
235.08,412.2,1
20.52,271.52,1
769.43,188.99,0
985.99,934.16,0
522.05,100.84,0
392.26,212.92,0
739.19,315.19,0
742.77,510.07,0
887.4,708.52,0
434.8,503.11,1
990.39,969.59,0
183.43,903.49,1
949.17,102.79,0
656.39,977.08,1
453.32,70.38,0
128.03,572.9,1
304.27,99.63,0
446.42,793.2,1
804.6,780.67,0
519.96,427.78,0
38.83,831.15,1
358.25,590.54,1
643.04,299.02,0
466.36,724.87,1
492.07,566.03,1
243.45,890.88,1
767.91,865.95,1
498.16,112.32,0
810.83,387.15,0
323.02,934.68,1
96.34,107.52,1
351.23,202.14,0
498.07,932.8,1
830.86,202.21,0
969.48,510.68,0
415.07,472.77,1
139.65,119.95,0
6.8,404.05,1
582.92,471.75,0
997.91,353.58,0
133.99,173.67,1
114.42,245.61,1
564.89,588.3,1
730.05,727.1,0
671.66,534.83,0
135.38,34.42,0
117.46,463.88,1
726.42,121.98,0
782.4,783.86,1
425.23,504.93,1
16.17,382.53,1
542.38,508.29,0
111.01,950.06,1
733.39,318.16,0
749.67,683.02,0
222.27,898.25,1
499.03,222.16,0
181.98,352.47,1
394.69,351.8,0
646.34,191.27,0
82.92,219.16,1
569.73,361.7,0
551.94,392.89,0
634.69,100.82,0
473.33,329.9,0
323.21,944.89,1
819.24,649.85,0
778.31,808.28,1
256.3,600.12,1
140.21,177.58,1
399.32,8.87,0
518.64,435.44,0
812.89,497.92,0
431.93,577.0,1
438.74,564.41,1
853.32,779.08,0
178.42,393.78,1
420.3,790.64,1
911.33,263.26,0
627.84,411.8,0
232.83,521.98,1
418.3,382.0,0
963.21,910.89,0
829.55,643.57,0
754.81,317.75,0
427.14,492.9,1
367.39,515.02,1
478.43,149.27,0
739.05,261.88,0
776.24,715.16,0
235.83,893.53,1
721.02,35.27,0
953.17,605.05,0
928.47,274.79,0
574.69,381.85,0
908.11,90.64,0
536.27,882.08,1
654.44,182.42,0
830.12,396.92,0
317.22,331.19,1
863.32,202.03,0
937.47,554.6,0
494.12,96.94,0
588.6,783.72,1
628.14,763.15,1
525.34,700.4,1
664.02,906.63,1
548.27,712.56,1
48.18,471.24,1
919.64,703.73,0
778.33,836.47,1
111.38,143.35,1
325.36,861.93,1
871.22,465.31,0
218.02,848.03,1
803.04,58.06,0
738.22,845.45,1
887.97,847.69,0
523.78,986.55,1
434.63,564.2,1
138.86,13.82,0
129.24,339.13,1
290.98,669.35,1
978.91,679.99,0
731.37,760.89,1
901.33,753.97,0
289.71,584.29,1
490.36,512.66,1
606.94,890.7,1
771.47,904.96,1
655.97,197.58,0
452.15,32.19,0
632.77,137.03,0
387.22,545.22,1
112.53,152.13,1
957.02,185.69,0
456.56,408.8,0
449.66,596.81,1
271.14,683.03,1
632.98,456.52,0
624.11,127.95,0
574.31,946.33,1
913.26,593.03,0
418.0,88.04,0
393.56,58.56,0
931.63,150.84,0
29.6,449.67,1
849.3,143.34,0
887.54,215.42,0
970.57,319.7,0
676.32,228.65,0
723.39,209.89,0
433.83,733.8,1
558.85,605.62,1
303.89,530.9,1
825.43,241.76,0
244.3,839.48,1
861.54,566.4,0
518.49,38.26,0
966.5,804.92,0
258.63,589.26,1
776.21,563.02,0
509.65,5.83,0
923.71,281.53,0
269.72,364.83,1
986.08,922.43,0
82.0,756.74,1
133.36,703.71,1
245.05,479.45,1
427.27,258.3,0
599.72,149.36,0
343.87,879.1,1
641.57,691.68,1
837.69,410.78,0
782.46,509.39,0
801.25,514.51,0
769.39,149.72,0
456.03,461.35,1
600.12,809.18,1
226.13,882.88,1
925.35,389.86,0
805.41,773.54,0
111.08,880.94,1
175.56,410.49,1
154.48,312.7,1
400.26,153.28,0
239.92,489.29,1
908.9,185.28,0
669.54,509.16,0
548.19,781.74,1
180.7,753.4,1
502.93,554.48,1
243.47,637.88,1
832.96,704.35,0
908.89,845.75,0
227.06,727.33,1
218.71,641.78,1
378.58,183.88,0
245.23,412.32,1
591.13,811.87,1
70.26,470.59,1
12.56,635.18,1
178.95,255.75,1
503.24,736.07,1
662.48,855.99,1
648.76,536.26,0
897.44,644.51,0
544.77,930.79,1
581.76,640.54,1
219.22,108.35,0
741.07,40.44,0
997.53,289.05,0
382.84,42.85,0
360.25,294.7,0
704.65,378.36,0
220.47,599.42,1
741.4,973.23,1
649.21,720.53,1
669.52,148.38,0
750.66,149.69,0
351.12,711.86,1
480.85,710.46,1
991.93,54.53,0
996.15,942.38,0
578.5,716.11,1
286.44,557.25,1
134.23,964.67,1
856.78,984.8,1
324.44,390.21,1
42.24,589.47,1
344.47,456.88,1
114.01,575.49,1
153.86,310.56,1
275.09,966.8,1
770.6,903.26,1
459.57,931.59,1
799.88,829.38,1
561.2,217.55,0
807.6,182.49,0
270.82,271.24,1
77.8,747.2,1
459.82,697.67,1
368.42,782.31,1
706.17,220.69,0
424.21,922.81,1
383.56,379.23,0
750.69,350.41,0
674.25,890.37,1
124.81,177.71,1
983.16,539.48,0
77.7,363.49,1
859.69,166.31,0
919.37,173.92,0
327.25,191.68,0
932.43,422.17,0
324.47,998.07,1
886.35,514.72,0
641.54,186.34,0
756.84,828.9,1
352.21,822.88,1
542.93,491.74,0
592.43,98.98,0
830.5,122.02,0
528.02,675.82,1
982.78,364.67,0
910.56,483.74,0
595.97,639.68,1
428.98,762.78,1
3.24,960.39,1
122.08,958.04,1
600.89,832.09,1
870.5,913.95,1
469.52,83.0,0
700.48,521.29,0
285.51,563.14,1
277.67,648.43,1
351.97,423.18,1
371.71,442.7,1
717.37,757.5,1
171.17,742.05,1
636.14,450.54,0
894.63,999.1,1
63.45,60.21,0
130.51,820.74,1
602.38,21.34,0
162.84,207.07,1
578.4,598.36,1
0.88,560.72,1
265.18,902.55,1
172.9,851.96,1
395.66,208.37,0
359.16,122.34,0
857.98,472.42,0
328.19,108.03,0
487.38,870.98,1
850.54,216.95,0
67.87,519.49,1
819.99,400.43,0
951.56,916.77,0
989.89,306.89,0
562.6,859.15,1
119.53,922.35,1
124.75,1.42,0
279.73,624.96,1
102.15,173.93,1
778.14,296.47,0
680.84,891.26,1
583.35,12.17,0
10.56,911.73,1
450.32,158.06,0
553.53,909.68,1
173.24,626.13,1
92.83,300.08,1
502.09,117.08,0
957.82,134.25,0
135.26,410.71,1
481.77,392.23,0
179.73,501.64,1
987.17,174.51,0
840.92,887.53,1
187.24,89.66,0
695.34,738.31,1
11.1,799.95,1
851.99,215.11,0
576.84,460.3,0
946.9,279.25,0
823.23,980.77,1
198.4,539.63,1
807.5,899.89,1
579.84,284.74,0
113.62,131.68,1
183.51,986.24,1
161.42,772.76,1
956.83,503.35,0
460.76,562.8,1
412.22,183.27,0
324.77,363.02,1
844.91,110.42,0
325.27,725.34,1
787.74,786.44,0
945.26,796.38,0
373.45,905.02,1
35.15,862.98,1
395.37,269.28,0
678.62,795.51,1
667.84,247.26,0
980.21,513.47,0
387.37,846.94,1
71.52,313.7,1
